datetime,open,close,high,low,volume
2025-01-02 14:30:00,5903.259765625,5902.5400390625,5935.08984375,5886.7099609375,0
2025-01-02 15:30:00,5902.2001953125,5898.7700195312,5910.5600585938,5877.4501953125,236266219
2025-01-02 16:30:00,5898.759765625,5868.509765625,5911.2998046875,5867.3500976562,203120574
2025-01-02 17:30:00,5868.5600585938,5846.5,5868.5600585938,5834.2797851562,210691744
2025-01-02 18:30:00,5846.580078125,5856.2099609375,5857.8901367188,5829.5297851562,187851000
2025-01-02 19:30:00,5856.2299804688,5867.6499023438,5870.490234375,5844.3100585938,201229000
2025-01-02 20:30:00,5867.58984375,5868.83984375,5876.009765625,5859.1801757812,307697000
2025-01-03 14:30:00,5891.0698242188,5905.6298828125,5918.0297851562,5888.66015625,0
2025-01-03 15:30:00,5905.419921875,5919.7700195312,5921.0698242188,5899.5200195312,241107525
2025-01-03 16:30:00,5919.7900390625,5925.08984375,5932.9799804688,5919.3701171875,190589200
2025-01-03 17:30:00,5925.0698242188,5937.7998046875,5937.8500976562,5923.490234375,159853264
2025-01-03 18:30:00,5937.8901367188,5944.1401367188,5945.3798828125,5934.7900390625,184789000
2025-01-03 19:30:00,5944.1000976562,5943.1499023438,5949.33984375,5937.83984375,194743000
2025-01-03 20:30:00,5943.169921875,5941.8798828125,5944.919921875,5934.2900390625,317594000
2025-01-06 14:30:00,5982.8100585938,6012.3798828125,6013.58984375,5982.8100585938,0
2025-01-06 15:30:00,6012.66015625,6018.7700195312,6018.9702148438,6004.7299804688,319938304
2025-01-06 16:30:00,6018.8198242188,6009.6298828125,6021.0400390625,6007.7797851562,252875737
2025-01-06 17:30:00,6009.4799804688,5997.1298828125,6011.2900390625,5990.3901367188,209377000
2025-01-06 18:30:00,5997.1899414062,5977.080078125,5997.6201171875,5972.5200195312,220163000
2025-01-06 19:30:00,5977.1098632812,5973.990234375,5978.3798828125,5964.1499023438,239128000
2025-01-06 20:30:00,5973.9702148438,5976.5,5977.6298828125,5960.009765625,362429000
2025-01-07 14:30:00,5993.259765625,5959.3500976562,6000.6801757812,5942.7998046875,0
2025-01-07 15:30:00,5958.919921875,5954.259765625,5959.8500976562,5925.509765625,366005256
2025-01-07 16:30:00,5954.2099609375,5929.2001953125,5954.9301757812,5925.8999023438,232305719
2025-01-07 17:30:00,5929.33984375,5945.75,5947.25,5919.4599609375,182642000
