datetime,open,close,high,low,volume
2025-08-01 13:30:00,6287.2797851562,6252.2998046875,6287.2797851562,6214.4301757812,0
2025-08-01 14:30:00,6252.66015625,6234.25,6259.5400390625,6233.4799804688,457839222
2025-08-01 15:30:00,6234.2299804688,6261.9702148438,6268.6499023438,6233.1000976562,350629000
2025-08-01 16:30:00,6261.8500976562,6224.3798828125,6263.2202148438,6222.83984375,315314000
2025-08-01 17:30:00,6224.3798828125,6235.0297851562,6236.5,6212.6899414062,321229000
2025-08-01 18:30:00,6235.080078125,6237.2202148438,6249.7797851562,6228.8598632812,349564000
2025-08-01 19:30:00,6237.259765625,6237.2998046875,6251.83984375,6228.2299804688,501674000
2025-08-04 13:30:00,6271.7099609375,6313.5200195312,6314.2202148438,6271.7099609375,0
2025-08-04 14:30:00,6313.6801757812,6309.9702148438,6315.1000976562,6304.330078125,356580507
2025-08-04 15:30:00,6309.9301757812,6317.1000976562,6320.3500976562,6305.5498046875,271499192
2025-08-04 16:30:00,6317.0400390625,6322.3901367188,6324.490234375,6316.6899414062,242750000
2025-08-04 17:30:00,6322.5400390625,6319.3500976562,6324.0498046875,6313.8901367188,242817000
2025-08-04 18:30:00,6319.2900390625,6321.6801757812,6325.91015625,6316.8901367188,313035000
2025-08-04 19:30:00,6321.7299804688,6329.5400390625,6330.6899414062,6318.1801757812,460239000
2025-08-05 13:30:00,6336.6298828125,6317.0,6346.0,6311.1801757812,0
2025-08-05 14:30:00,6317.0698242188,6298.41015625,6317.0698242188,6289.3701171875,437150494
2025-08-05 15:30:00,6298.7099609375,6309.8701171875,6310.8598632812,6291.0698242188,292023000
2025-08-05 16:30:00,6309.8598632812,6316.2299804688,6317.0600585938,6297.5400390625,249770000
2025-08-05 17:30:00,6316.25,6306.1899414062,6322.2998046875,6305.3500976562,252711000
2025-08-05 18:30:00,6306.33984375,6308.8701171875,6309.7998046875,6297.8999023438,299041000
2025-08-05 19:30:00,6308.919921875,6299.1899414062,6309.4501953125,6297.580078125,427662000
2025-08-06 13:30:00,6309.2998046875,6306.9399414062,6324.4501953125,6301.1098632812,0
2025-08-06 14:30:00,6306.83984375,6338.9399414062,6339.9702148438,6303.83984375,446181047
2025-08-06 15:30:00,6338.8701171875,6342.8598632812,6348.330078125,6331.7797851562,326192000
2025-08-06 16:30:00,6342.9399414062,6342.1401367188,6348.1499023438,6337.830078125,253597000
2025-08-06 17:30:00,6342.1899414062,6348.6899414062,6349.490234375,6338.990234375,270722000
2025-08-06 18:30:00,6348.6401367188,6349.009765625,6350.75,6344.41015625,328308000
2025-08-06 19:30:00,6348.9702148438,6344.7797851562,6352.830078125,6343.1801757812,466443000
2025-08-07 13:30:00,6374.3198242188,6356.6201171875,6389.7099609375,6350.7299804688,0
2025-08-07 14:30:00,6356.919921875,6338.8100585938,6361.7299804688,6337.1499023438,385881101
2025-08-07 15:30:00,6338.8701171875,6341.830078125,6344.8598632812,6331.6801757812,310868000
2025-08-07 16:30:00,6341.8598632812,6319.4501953125,6344.66015625,6319.4501953125,285658000
2025-08-07 17:30:00,6319.4599609375,6318.0400390625,6329.4399414062,6310.3198242188,263012000
2025-08-07 18:30:00,6317.91015625,6321.8999023438,6327.41015625,6313.830078125,299625000
2025-08-07 19:30:00,6321.8999023438,6341.080078125,6341.080078125,6321.8999023438,447843000
2025-08-08 13:30:00,6355.2202148438,6383.080078125,6386.4301757812,6355.2202148438,0
2025-08-08 14:30:00,6383.1298828125,6379.0,6388.9501953125,6374.9301757812,369215831
2025-08-08 15:30:00,6378.919921875,6388.2099609375,6391.330078125,6367.9599609375,296274362
2025-08-08 16:30:00,6388.080078125,6382.4501953125,6390.1499023438,6380.0698242188,270436000
2025-08-08 17:30:00,6382.5200195312,6390.6000976562,6395.16015625,6382.3798828125,238067000
2025-08-08 18:30:00,6390.6401367188,6391.0200195312,6394.490234375,6389.1098632812,286872000
2025-08-08 19:30:00,6390.9301757812,6390.1899414062,6390.9399414062,6379.3999023438,406960000
2025-08-11 13:30:00,6389.669921875,6390.7998046875,6397.9399414062,6385.8901367188,0
2025-08-11 14:30:00,6390.8500976562,6388.759765625,6392.2202148438,6383.7900390625,381117889
2025-08-11 15:30:00,6388.7797851562,6403.6298828125,6407.25,6385.9501953125,280455344
2025-08-11 16:30:00,6403.6000976562,6389.6000976562,6403.8500976562,6387.8500976562,214997000
2025-08-11 17:30:00,6389.6000976562,6382.8100585938,6391.8798828125,6381.2700195312,233831000
2025-08-11 18:30:00,6382.7998046875,6380.6098632812,6386.2998046875,6374.3100585938,262445000
2025-08-11 19:30:00,6380.6098632812,6374.490234375,6381.4599609375,6364.0600585938,425944000
2025-08-12 13:30:00,6395.169921875,6410.8701171875,6416.4599609375,6385.759765625,0
2025-08-12 14:30:00,6411.16015625,6422.2797851562,6428.75,6406.7299804688,368713768
2025-08-12 15:30:00,6422.3798828125,6432.0600585938,6432.8901367188,6420.5698242188,280857026
2025-08-12 16:30:00,6432.08984375,6433.1201171875,6438.1401367188,6431.830078125,225101000
