datetime,open,close,high,low,volume
2025-11-03 14:30:00,6882.3198242188,6825.33984375,6882.3198242188,6824.4501953125,0
2025-11-03 15:30:00,6825.5200195312,6841.9501953125,6850.2001953125,6820.6201171875,441111443
2025-11-03 16:30:00,6841.9702148438,6849.0698242188,6860.3798828125,6841.41015625,362012000
2025-11-03 17:30:00,6848.9799804688,6857.7998046875,6863.3198242188,6848.6801757812,312209000
2025-11-03 18:30:00,6857.6801757812,6853.6298828125,6863.3598632812,6851.7700195312,334320000
2025-11-03 19:30:00,6853.7099609375,6852.6201171875,6857.8901367188,6847.5297851562,381515000
2025-11-03 20:30:00,6852.6098632812,6852.0297851562,6853.3598632812,6845.6298828125,540704000
2025-11-04 14:30:00,6788.5200195312,6814.2700195312,6817.1201171875,6766.7099609375,0
2025-11-04 15:30:00,6814.419921875,6803.0,6820.2099609375,6796.5498046875,410946371
2025-11-04 16:30:00,6802.9301757812,6790.5200195312,6807.08984375,6778.1899414062,353965000
2025-11-04 17:30:00,6790.5400390625,6773.2099609375,6792.9399414062,6770.91015625,323825000
2025-11-04 18:30:00,6773.0498046875,6783.2900390625,6786.740234375,6767.5600585938,339308000
2025-11-04 19:30:00,6783.3798828125,6780.1401367188,6784.2001953125,6766.759765625,389138000
2025-11-04 20:30:00,6780.1899414062,6772.3999023438,6785.9702148438,6766.9702148438,562372000
2025-11-05 14:30:00,6769.7700195312,6795.9301757812,6801.7099609375,6763.1098632812,0
2025-11-05 15:30:00,6795.7900390625,6804.2700195312,6804.6899414062,6788.6401367188,395696075
2025-11-05 16:30:00,6804.1298828125,6821.1801757812,6821.8999023438,6802.41015625,354524000
2025-11-05 17:30:00,6821.1899414062,6825.080078125,6829.419921875,6820.8198242188,293581000
2025-11-05 18:30:00,6825.0297851562,6823.4301757812,6829.7797851562,6818.5,311663000
2025-11-05 19:30:00,6823.2998046875,6818.7299804688,6826.4301757812,6817.9501953125,352841000
2025-11-05 20:30:00,6818.6499023438,6795.9501953125,6819.6201171875,6794.9399414062,561263000
2025-11-06 14:30:00,6787.58984375,6765.8500976562,6796.6801757812,6746.08984375,0
2025-11-06 15:30:00,6765.9301757812,6734.1801757812,6766.919921875,6722.1401367188,469965963
2025-11-06 16:30:00,6734.2099609375,6715.8701171875,6734.2099609375,6707.509765625,383519000
2025-11-06 17:30:00,6715.7797851562,6730.25,6736.2900390625,6712.4301757812,308894000
2025-11-06 18:30:00,6730.25,6754.759765625,6755.8598632812,6730.25,306656000
2025-11-06 19:30:00,6754.8100585938,6743.8198242188,6757.6298828125,6740.8500976562,342379000
2025-11-06 20:30:00,6743.8798828125,6721.7202148438,6747.5297851562,6715.9799804688,544691000
2025-11-07 14:30:00,6696.1801757812,6678.240234375,6696.1801757812,6659.7900390625,0
2025-11-07 15:30:00,6678.5698242188,6647.4702148438,6682.2299804688,6641.7700195312,453147268
2025-11-07 16:30:00,6647.6000976562,6655.2700195312,6661.9702148438,6631.4399414062,359813000
2025-11-07 17:30:00,6655.25,6673.009765625,6675.4799804688,6640.5297851562,296982000
2025-11-07 18:30:00,6672.9599609375,6684.419921875,6686.7099609375,6662.830078125,308288000
2025-11-07 19:30:00,6684.4501953125,6706.83984375,6720.2700195312,6684.4501953125,430620000
2025-11-07 20:30:00,6706.7700195312,6729.0200195312,6730.1098632812,6706.5297851562,498958000
2025-11-10 14:30:00,6785.3598632812,6808.7202148438,6812.7900390625,6785.3598632812,0
2025-11-10 15:30:00,6808.9501953125,6776.0600585938,6810.0600585938,6772.3798828125,386130788
2025-11-10 16:30:00,6775.91015625,6794.1899414062,6797.58984375,6770.5600585938,306901000
2025-11-10 17:30:00,6794.3500976562,6814.2797851562,6819.8100585938,6794.3500976562,251469000
2025-11-10 18:30:00,6814.33984375,6827.4501953125,6829.1098632812,6814.33984375,273784000
2025-11-10 19:30:00,6827.5600585938,6832.990234375,6840.3798828125,6825.1098632812,316861000
2025-11-10 20:30:00,6832.9702148438,6831.8198242188,6841.3198242188,6830.3500976562,448576000
2025-11-11 14:30:00,6815.6401367188,6814.330078125,6828.6499023438,6807.580078125,0
2025-11-11 15:30:00,6814.240234375,6812.8198242188,6827.1000976562,6806.8701171875,336584763
2025-11-11 16:30:00,6813.0297851562,6829.8198242188,6833.330078125,6807.7202148438,286092910
2025-11-11 17:30:00,6829.83984375,6848.2299804688,6851.6499023438,6829.25,249142000
2025-11-11 18:30:00,6848.33984375,6851.0400390625,6853.0,6841.330078125,280038000
2025-11-11 19:30:00,6851.1298828125,6848.919921875,6855.1298828125,6847.3598632812,277012000
2025-11-11 20:30:00,6848.8500976562,6848.08984375,6855.080078125,6842.3798828125,435373000
2025-11-12 14:30:00,6867.7700195312,6851.3798828125,6869.91015625,6847.1801757812,0
2025-11-12 15:30:00,6851.2797851562,6844.490234375,6851.8598632812,6830.7299804688,381137006
2025-11-12 16:30:00,6843.7797851562,6844.3598632812,6849.2001953125,6829.6201171875,278671208
2025-11-12 17:30:00,6844.4799804688,6854.4702148438,6859.2700195312,6843.8500976562,245500000
2025-11-12 18:30:00,6854.58984375,6847.0498046875,6861.2001953125,6845.1098632812,249076000
2025-11-12 19:30:00,6847.08984375,6853.1098632812,6853.4799804688,6840.7099609375,299146000
2025-11-12 20:30:00,6853.0600585938,6852.0,6859.8198242188,6845.9599609375,475828000
2025-11-13 14:30:00,6826.4702148438,6808.0,6828.0498046875,6794.91015625,0
2025-11-13 15:30:00,6808.08984375,6776.2202148438,6808.58984375,6768.75,413010262
2025-11-13 16:30:00,6776.25,6778.240234375,6784.66015625,6761.2700195312,324630000
2025-11-13 17:30:00,6778.1899414062,6746.8999023438,6783.330078125,6744.91015625,304256000
2025-11-13 18:30:00,6746.9702148438,6754.2099609375,6754.580078125,6733.7998046875,335742000
2025-11-13 19:30:00,6754.3901367188,6735.2797851562,6755.0698242188,6724.7202148438,375835000
2025-11-13 20:30:00,6735.2700195312,6738.5200195312,6749.0698242188,6726.3198242188,498061000
2025-11-14 14:30:00,6672.1401367188,6715.7202148438,6717.33984375,6646.8701171875,0
2025-11-14 15:30:00,6715.6801757812,6761.740234375,6766.7900390625,6709.990234375,375543981
2025-11-14 16:30:00,6761.91015625,6768.0498046875,6774.3100585938,6749.6298828125,302402000
2025-11-14 17:30:00,6768.1298828125,6748.7900390625,6773.8901367188,6739.3100585938,265245000
2025-11-14 18:30:00,6748.6201171875,6757.3100585938,6761.5600585938,6732.990234375,267548000
2025-11-14 19:30:00,6757.5200195312,6744.2202148438,6768.6201171875,6740.2900390625,298394000
2025-11-14 20:30:00,6744.1801757812,6735.1000976562,6748.2900390625,6729.169921875,446332000
2025-11-17 14:30:00,6713.6098632812,6737.41015625,6754.5,6704.58984375,0
2025-11-17 15:30:00,6737.4301757812,6721.490234375,6739.7797851562,6695.259765625,332446023
2025-11-17 16:30:00,6721.6801757812,6739.6499023438,6746.669921875,6721.0600585938,260882531
2025-11-17 17:30:00,6739.6098632812,6703.83984375,6742.4702148438,6699.4301757812,247587000
2025-11-17 18:30:00,6703.8500976562,6674.8598632812,6715.0400390625,6666.3701171875,292370000
2025-11-17 19:30:00,6674.7797851562,6653.2700195312,6677.3701171875,6638.8999023438,410724000
2025-11-17 20:30:00,6653.66015625,6672.91015625,6673.75,6647.7998046875,503741000
2025-11-18 14:30:00,6641.1899414062,6606.259765625,6656.6899414062,6583.83984375,0
2025-11-18 15:30:00,6606.3798828125,6631.8598632812,6634.4399414062,6574.3198242188,386496008
2025-11-18 16:30:00,6632.1801757812,6602.3901367188,6639.5,6602.16015625,316839000
2025-11-18 17:30:00,6602.5600585938,6649.7202148438,6660.33984375,6595.669921875,327494000
2025-11-18 18:30:00,6649.580078125,6645.0498046875,6666.6298828125,6642.5400390625,293435000
2025-11-18 19:30:00,6645.419921875,6640.1499023438,6665.009765625,6631.7202148438,316122000
2025-11-18 20:30:00,6640.240234375,6616.9399414062,6643.2998046875,6616.9399414062,447170000
2025-11-19 14:30:00,6625.83984375,6679.009765625,6689.75,6618.4799804688,0
2025-11-19 15:30:00,6679.080078125,6635.83984375,6681.8100585938,6628.91015625,370340201
2025-11-19 16:30:00,6636.0,6627.6000976562,6644.8701171875,6618.5297851562,302810722
2025-11-19 17:30:00,6627.6499023438,6625.7202148438,6641.33984375,6603.5,280696000
2025-11-19 18:30:00,6625.7797851562,6613.7998046875,6648.9702148438,6611.419921875,271026000
2025-11-19 19:30:00,6613.9399414062,6650.8100585938,6659.3999023438,6609.2797851562,324580000
2025-11-19 20:30:00,6650.7797851562,6642.9301757812,6663.2900390625,6635.7998046875,467035000
2025-11-20 14:30:00,6737.9301757812,6762.9799804688,6769.6098632812,6737.9301757812,0
2025-11-20 15:30:00,6763.0200195312,6693.919921875,6770.3500976562,6690.1201171875,432655780
2025-11-20 16:30:00,6693.740234375,6600.2202148438,6696.3500976562,6580.9301757812,500552000
2025-11-20 17:30:00,6599.9799804688,6610.6000976562,6633.7001953125,6569.2099609375,374215000
2025-11-20 18:30:00,6610.6801757812,6584.6098632812,6613.990234375,6553.3598632812,320572000
2025-11-20 19:30:00,6584.6499023438,6576.3198242188,6596.2998046875,6567.3999023438,352108000
2025-11-20 20:30:00,6576.240234375,6539.1801757812,6579.9301757812,6534.0498046875,527587000
2025-11-21 14:30:00,6555.7700195312,6543.990234375,6578.5200195312,6537.5698242188,0
2025-11-21 15:30:00,6543.830078125,6573.5297851562,6573.5498046875,6521.919921875,519223043
2025-11-21 16:30:00,6573.490234375,6617.3798828125,6626.330078125,6567.490234375,455860000
2025-11-21 17:30:00,6617.91015625,6597.9599609375,6629.2202148438,6583.6801757812,316002000
2025-11-21 18:30:00,6597.9399414062,6657.4399414062,6660.0498046875,6595.0498046875,362949000
2025-11-21 19:30:00,6657.2998046875,6611.3999023438,6659.6201171875,6611.3798828125,378135000
2025-11-21 20:30:00,6611.1201171875,6603.7998046875,6626.580078125,6596.990234375,533559000
2025-11-24 14:30:00,6636.5400390625,6670.0498046875,6672.3198242188,6630.7001953125,0
2025-11-24 15:30:00,6670.0498046875,6694.6401367188,6699.080078125,6664.5,354056719
2025-11-24 16:30:00,6694.6401367188,6696.7700195312,6699.080078125,6684.3598632812,306193399
2025-11-24 17:30:00,6696.58984375,6707.2797851562,6712.419921875,6694.6899414062,249750000
2025-11-24 18:30:00,6707.1899414062,6703.8198242188,6712.7700195312,6702.8198242188,252386000
2025-11-24 19:30:00,6703.830078125,6704.16015625,6709.6000976562,6693.5698242188,342728000
2025-11-24 20:30:00,6704.0698242188,6704.669921875,6715.75,6701.1801757812,609694000
2025-11-25 14:30:00,6697.0297851562,6700.2700195312,6714.7202148438,6659.9799804688,0
2025-11-25 15:30:00,6700.3500976562,6718.6201171875,6724.91015625,6699.4399414062,371433194
2025-11-25 16:30:00,6718.7202148438,6747.7001953125,6753.169921875,6717.240234375,298199000
2025-11-25 17:30:00,6747.6098632812,6754.4799804688,6758.4799804688,6746.4599609375,260640000
2025-11-25 18:30:00,6754.5200195312,6747.490234375,6758.3798828125,6741.9301757812,254261000
2025-11-25 19:30:00,6747.3798828125,6759.83984375,6762.1899414062,6738.7299804688,318353000
2025-11-25 20:30:00,6759.8500976562,6766.1000976562,6776.3999023438,6759.4702148438,467936000
2025-11-26 14:30:00,6793.5498046875,6795.8798828125,6810.2900390625,6783.8701171875,0
2025-11-26 15:30:00,6796.1401367188,6820.4501953125,6823.1098632812,6795.3500976562,305250429
2025-11-26 16:30:00,6820.41015625,6823.91015625,6831.4399414062,6817.9501953125,235496380
2025-11-26 17:30:00,6823.7797851562,6825.8598632812,6830.6899414062,6813.1201171875,215731000
2025-11-26 18:30:00,6825.919921875,6826.8701171875,6827.330078125,6810.919921875,204340000
2025-11-26 19:30:00,6826.9702148438,6826.9501953125,6830.41015625,6819.919921875,242642000
2025-11-26 20:30:00,6826.919921875,6811.759765625,6828.3701171875,6811.759765625,383823000
2025-11-28 14:30:00,6822.5200195312,6831.4501953125,6836.8500976562,6819.75,0
2025-11-28 15:30:00,6831.330078125,6836.1401367188,6844.5297851562,6830.3701171875,280633118
2025-11-28 16:30:00,6835.990234375,6837.9501953125,6844.75,6832.8701171875,240012241
