datetime,open,close,high,low,volume
2025-06-02 13:30:00,5896.6801757812,5895.9301757812,5908.009765625,5861.4301757812,0
2025-06-02 14:30:00,5895.7998046875,5895.7797851562,5906.330078125,5892.6401367188,364569900
2025-06-02 15:30:00,5895.9599609375,5904.0600585938,5910.91015625,5892.2299804688,265875996
2025-06-02 16:30:00,5904.1298828125,5909.1098632812,5916.2001953125,5901.4799804688,220710000
2025-06-02 17:30:00,5909.1000976562,5925.2299804688,5926.919921875,5905.6201171875,240257000
2025-06-02 18:30:00,5925.2900390625,5934.080078125,5936.9399414062,5922.9501953125,256233000
2025-06-02 19:30:00,5934.2202148438,5937.3999023438,5937.3999023438,5927.1801757812,376361000
2025-06-03 13:30:00,5938.5600585938,5948.5200195312,5948.5200195312,5929.0,0
2025-06-03 14:30:00,5948.8100585938,5959.5698242188,5961.66015625,5942.3901367188,377573199
2025-06-03 15:30:00,5959.8500976562,5971.1801757812,5972.580078125,5959.16015625,287583095
2025-06-03 16:30:00,5971.259765625,5978.169921875,5981.3500976562,5971.0297851562,233079000
2025-06-03 17:30:00,5978.1801757812,5972.009765625,5980.3798828125,5959.25,265321000
2025-06-03 18:30:00,5971.9799804688,5972.7299804688,5975.33984375,5968.740234375,280505000
2025-06-03 19:30:00,5972.740234375,5970.5297851562,5975.2299804688,5963.2099609375,425697000
2025-06-04 13:30:00,5978.9399414062,5986.8798828125,5990.4799804688,5966.1098632812,0
2025-06-04 14:30:00,5986.8999023438,5980.5698242188,5988.8798828125,5977.8100585938,341229431
2025-06-04 15:30:00,5980.4799804688,5969.83984375,5984.0498046875,5968.8598632812,263227432
2025-06-04 16:30:00,5969.7900390625,5983.4702148438,5984.6499023438,5969.3598632812,205673000
2025-06-04 17:30:00,5983.4799804688,5986.1801757812,5989.6098632812,5981.5600585938,209597000
2025-06-04 18:30:00,5986.25,5980.580078125,5987.009765625,5977.8598632812,267349000
2025-06-04 19:30:00,5980.6499023438,5971.16015625,5982.5297851562,5970.5297851562,401447000
2025-06-05 13:30:00,5985.669921875,5971.3100585938,5989.3701171875,5949.3598632812,0
2025-06-05 14:30:00,5971.3198242188,5996.3598632812,5996.8901367188,5951.8901367188,380346802
2025-06-05 15:30:00,5996.4702148438,5989.3999023438,5999.7001953125,5981.0698242188,291683362
