datetime,open,close,high,low,volume
2025-10-01 13:30:00,6664.919921875,6680.8100585938,6682.6298828125,6656.2001953125,0
2025-10-01 14:30:00,6680.7202148438,6688.5698242188,6689.6499023438,6678.490234375,442050191
2025-10-01 15:30:00,6688.5,6694.6899414062,6697.1801757812,6688.3798828125,330759000
2025-10-01 16:30:00,6694.6000976562,6704.4301757812,6705.8198242188,6690.0600585938,290265000
2025-10-01 17:30:00,6704.509765625,6712.6401367188,6714.1000976562,6701.2001953125,334545000
2025-10-01 18:30:00,6712.6401367188,6715.7202148438,6718.4799804688,6712.0,348069000
2025-10-01 19:30:00,6715.6899414062,6710.919921875,6717.5400390625,6710.7099609375,516301000
2025-10-02 13:30:00,6731.3100585938,6711.5498046875,6731.9399414062,6707.759765625,0
2025-10-02 14:30:00,6711.6201171875,6701.509765625,6714.669921875,6695.0698242188,380870594
2025-10-02 15:30:00,6701.509765625,6706.7202148438,6708.9702148438,6693.2299804688,307892000
2025-10-02 16:30:00,6706.6298828125,6710.41015625,6711.7900390625,6700.91015625,245092000
2025-10-02 17:30:00,6710.3500976562,6721.4599609375,6722.0297851562,6708.8999023438,248740000
2025-10-02 18:30:00,6721.4799804688,6720.08984375,6722.6801757812,6717.8598632812,300332000
2025-10-02 19:30:00,6720.1000976562,6715.7998046875,6720.1499023438,6712.8198242188,434388000
2025-10-03 13:30:00,6722.1401367188,6738.2700195312,6740.6801757812,6722.1401367188,0
2025-10-03 14:30:00,6738.1899414062,6742.2797851562,6747.509765625,6737.6201171875,356230020
2025-10-03 15:30:00,6742.2797851562,6748.8798828125,6750.8701171875,6738.0297851562,266536720
2025-10-03 16:30:00,6748.8100585938,6728.1401367188,6749.4399414062,6727.919921875,269354000
2025-10-03 17:30:00,6728.08984375,6729.740234375,6733.58984375,6705.669921875,300628000
2025-10-03 18:30:00,6729.759765625,6720.6298828125,6730.7900390625,6717.3999023438,298254000
2025-10-03 19:30:00,6720.5698242188,6715.8598632812,6726.2001953125,6712.669921875,413283000
2025-10-06 13:30:00,6733.8598632812,6728.990234375,6738.75,6717.7797851562,0
2025-10-06 14:30:00,6728.9399414062,6735.3901367188,6737.990234375,6725.8500976562,371524253
2025-10-06 15:30:00,6735.509765625,6742.4702148438,6743.6098632812,6734.919921875,307180000
2025-10-06 16:30:00,6742.419921875,6745.0200195312,6747.6298828125,6737.509765625,264222000
2025-10-06 17:30:00,6745.0200195312,6746.75,6749.0400390625,6742.2700195312,297147000
2025-10-06 18:30:00,6746.8100585938,6741.4399414062,6749.5200195312,6740.4501953125,300710000
2025-10-06 19:30:00,6741.3901367188,6740.2900390625,6745.080078125,6739.6201171875,422399000
2025-10-07 13:30:00,6746.1401367188,6736.6899414062,6754.490234375,6736.4599609375,0
2025-10-07 14:30:00,6736.740234375,6715.6000976562,6739.9599609375,6710.9599609375,439718991
2025-10-07 15:30:00,6715.6098632812,6707.7797851562,6716.7797851562,6699.9599609375,353867000
