method,dte_bucket,n_samples,p95_hit_rate,p97_hit_rate,p98_hit_rate,p99_hit_rate,p95_avg_width,p97_avg_width,p98_avg_width,p99_avg_width,avg_midpoint_error,median_midpoint_error
baseline,1DTE,60,98.33333333333333,100.0,100.0,100.0,5.395886794742376,6.31337177251543,6.767329692542145,8.832784068356514,0.9531987694863897,0.9246133453898434
baseline,2DTE,60,100.0,100.0,100.0,100.0,7.692293899886005,9.06917423675495,9.803815002636394,12.523518790401264,1.2324491006047054,1.186967484945574
baseline,3DTE,60,100.0,100.0,100.0,100.0,10.017979313229516,11.811717422136558,13.911607509287451,18.813584407861104,1.3989612949317862,1.2342578224474208
baseline,5DTE,60,100.0,100.0,100.0,100.0,11.779306051111137,13.900271853131184,15.891431111339106,18.507167428939542,1.7417822078672858,1.5654056530215787
baseline,7DTE,60,100.0,100.0,100.0,100.0,14.178796923357696,15.594122878425821,18.10809822494722,20.070307438562182,1.9165139070745463,1.7086475344095704
baseline,10DTE,60,100.0,100.0,100.0,100.0,16.219918806312176,17.615656523628743,19.71845246176311,23.135078979723357,1.8860080752582637,1.5188485997394943
baseline,1-3DTE,180,99.44444444444444,100.0,100.0,100.0,7.702053335952632,9.064754477135647,10.160917401488664,13.389962422206297,1.1948697216742938,1.0699326301742533
baseline,4-7DTE,240,100.0,100.0,100.0,100.0,12.65195376252047,13.993596419012391,16.318667351944146,19.092806598172803,1.792303359187348,1.5313465953654526
baseline,8-14DTE,420,100.0,100.0,100.0,100.0,17.559275406618767,19.149438424144137,21.249679139791876,23.741493417780536,1.8914399961450372,1.401801769139161
baseline,15-20DTE,360,100.0,100.0,100.0,100.0,23.888627277530688,26.48304075921017,27.88439337921998,29.390775892747556,2.5411612273644772,2.1655526751371816
conditional,1DTE,60,93.33333333333333,96.66666666666667,98.33333333333333,100.0,3.86511211118948,4.455024317558037,4.977455322668386,5.9904855640327686,0.9323393525065498,0.8566075516364684
conditional,2DTE,60,98.33333333333333,98.33333333333333,100.0,100.0,5.083028577591272,5.9254451728817115,6.429194759573468,7.211284349742494,1.2346095138851838,1.2485253701054448
conditional,3DTE,60,93.33333333333333,98.33333333333333,100.0,100.0,6.3386999683086716,7.21303908057381,8.01942400304255,9.54693935568293,1.3676517279113414,1.3266788513664662
conditional,5DTE,60,91.66666666666666,98.33333333333333,100.0,100.0,7.808708720797565,9.073578638460496,9.85774627891249,11.181824127011987,1.7845138295436778,1.5504076786806338
conditional,7DTE,60,93.33333333333333,100.0,100.0,100.0,8.681703827898305,10.897136168267897,12.489149661320592,14.303359931579207,2.0145410766807186,1.8137507817292033
conditional,10DTE,60,100.0,100.0,100.0,100.0,10.961672147644753,12.734827423093902,13.814703018320156,16.11623976056203,1.9957937206895169,1.6685830186599586
conditional,1-3DTE,180,95.0,97.77777777777777,99.44444444444444,100.0,5.095613552363141,5.86450285700452,6.4753580284281345,7.582903089819398,1.1782001981010248,1.0509828077907177
conditional,4-7DTE,240,92.08333333333333,97.91666666666666,99.16666666666667,100.0,8.104953926932062,9.685275517793976,10.639602828326455,12.086986706985439,1.8700437552510167,1.6018733834817978
conditional,8-14DTE,420,97.85714285714285,100.0,100.0,100.0,11.46941143873092,13.35972231964662,14.682965811477267,16.476298562945644,2.056247157350187,1.8288027207953272
conditional,15-20DTE,360,99.72222222222223,100.0,100.0,100.0,15.810595695620124,17.26999124353835,18.075817778637543,18.9192395806149,2.3885596750129756,2.3784410791741246
