dte,band,band_description,max_width_cap,time_pst,time_et,time_bucket_id,time_bucket,spread_type,flow_mode,spread_width,n_trades,win_rate_pct,avg_credit,avg_max_risk,n_contracts,avg_credit_30k,roi_pct,avg_pnl,avg_pnl_30k,total_pnl_30k,median_pnl,min_pnl,max_pnl,pnl_std,sharpe,avg_hold_days,pass_win_rate,pass_roi,pass_min_trades,pass_sharpe,pass_avg_pnl,successful,score_balanced,score_risk_adjusted,capital_efficiency,score_capital_efficient
3,P100,0.0/100.0 pct (min/max of 100d moves),86,11:00,14:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,5,15,100.0,655.13,7311.53,4,2620.52,8.96,327.57,1310.28,19654.2,215.0,2.5,1422.0,406.94,0.805,3.0,True,True,True,True,True,True,60.738,92.075,0.04480184038087787,8.505184038087787
3,P95,2.5/97.5 pct of 100d moves,52,11:00,14:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,25,16,100.0,893.88,7137.38,4,3575.52,12.52,446.94,1787.76,28604.2,216.25,3.5,1587.5,554.99,0.805,3.0,True,True,True,True,True,True,61.806,92.075,0.0626196167221025,10.28696167221025
3,P99,0.5/99.5 pct of 100d moves,86,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,against_flow,65,19,100.0,1003.11,11312.68,2,2006.22,8.87,501.89,1003.78,19071.8,137.0,13.0,2205.0,623.14,0.805,2.9,True,True,True,True,True,True,60.711,92.075,0.044365260928444894,8.46152609284449
5,P97,1.5/98.5 pct of 100d moves,52,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,30,15,100.0,726.87,7606.47,3,2180.61,9.56,363.43,1090.29,16354.4,126.5,6.5,1231.5,451.74,0.805,4.0,True,True,True,True,True,True,60.918,92.075,0.04777906177241217,8.802906177241217
1,P99,0.5/99.5 pct of 100d moves,60,08:30,11:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,50,15,100.0,883.93,6616.07,4,3535.72,13.36,441.97,1767.88,26518.2,285.0,5.0,2069.5,549.06,0.805,1.0,True,True,True,True,True,True,62.058,92.075,0.06680249755519516,10.705249755519516
3,P98,1.0/99.0 pct of 100d moves,69,08:15,11:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,55,18,100.0,1266.89,8788.67,3,3800.67,14.42,633.61,1900.83,34214.9,204.0,6.0,2557.5,788.04,0.804,2.9,True,True,True,True,True,True,62.366,92.06,0.07209395733370351,11.229395733370351
5,P98,1.0/99.0 pct of 100d moves,69,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,30,15,100.0,733.07,6633.6,4,2932.28,11.05,366.53,1466.12,21991.8,178.0,1.0,1350.0,455.78,0.804,4.0,True,True,True,True,True,True,61.355000000000004,92.06,0.055253557645923775,9.545355764592378
3,P98,1.0/99.0 pct of 100d moves,69,08:15,11:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,60,18,100.0,1266.89,8788.67,3,3800.67,14.42,633.61,1900.83,34214.9,204.0,6.0,2557.5,788.04,0.804,2.9,True,True,True,True,True,True,62.366,92.06,0.07209395733370351,11.229395733370351
3,P100,0.0/100.0 pct (min/max of 100d moves),86,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,against_flow,40,19,100.0,544.63,8481.68,3,1633.89,6.42,272.32,816.96,15522.2,131.0,0.5,1264.5,338.82,0.804,3.0,True,True,True,True,True,True,59.966,92.06,0.0321068467567746,7.230684675677461
3,P95,2.5/97.5 pct of 100d moves,52,11:00,14:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,5,14,100.0,882.86,4224.29,7,6180.02,20.9,441.43,3090.01,43260.1,215.0,3.5,1587.5,549.15,0.804,3.0,True,True,True,True,True,True,64.31,92.06,0.10449803398914374,14.469803398914376
3,P95,2.5/97.5 pct of 100d moves,52,11:00,14:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,10,14,100.0,882.86,4224.29,7,6180.02,20.9,441.43,3090.01,43260.1,215.0,3.5,1587.5,549.15,0.804,3.0,True,True,True,True,True,True,64.31,92.06,0.10449803398914374,14.469803398914376
1,P95,2.5/97.5 pct of 100d moves,36,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,neutral,5,27,100.0,287.19,4175.78,7,2010.33,6.88,143.59,1005.13,27138.5,57.5,1.0,520.0,178.69,0.804,1.0,True,True,True,True,True,True,60.104,92.06,0.0343863900876004,7.4586390087600405
1,P99,0.5/99.5 pct of 100d moves,60,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,55,24,100.0,780.42,9907.08,3,2341.26,7.88,390.21,1170.63,28095.1,190.5,5.5,1847.5,485.17,0.804,1.0,True,True,True,True,True,True,60.403999999999996,92.06,0.039386983853971096,7.95869838539711
1,P95,2.5/97.5 pct of 100d moves,36,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),call_spread,against_flow,15,13,100.0,400.23,1830.54,16,6403.68,21.86,200.12,3201.92,41625.0,102.5,1.5,750.0,248.99,0.804,1.0,True,True,True,True,True,True,64.598,92.06,0.10932293203098539,14.952293203098538
3,P100,0.0/100.0 pct (min/max of 100d moves),86,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,against_flow,50,21,100.0,1339.95,6469.57,4,5359.8,20.71,669.98,2679.92,56278.3,356.5,10.0,3190.0,832.85,0.804,3.0,True,True,True,True,True,True,64.253,92.06,0.10355866000367876,14.375866000367878
3,P100,0.0/100.0 pct (min/max of 100d moves),86,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,against_flow,35,19,100.0,544.63,8481.68,3,1633.89,6.42,272.32,816.96,15522.2,131.0,0.5,1264.5,338.82,0.804,3.0,True,True,True,True,True,True,59.966,92.06,0.0321068467567746,7.230684675677461
5,P99,0.5/99.5 pct of 100d moves,86,08:15,11:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,30,19,100.0,1600.42,6452.21,4,6401.68,24.8,800.21,3200.84,60816.0,381.5,1.5,3495.0,996.72,0.803,4.0,True,True,True,True,True,True,65.47,92.045,0.12402107184980031,16.417107184980033
1,P100,0.0/100.0 pct (min/max of 100d moves),60,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,against_flow,35,16,100.0,516.0,5421.5,5,2580.0,9.52,258.0,1290.0,20640.0,145.5,4.5,1077.5,321.13,0.803,1.0,True,True,True,True,True,True,60.886,92.045,0.047588305819422666,8.773830581942267
1,P98,1.0/99.0 pct of 100d moves,48,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),put_spread,against_flow,25,13,100.0,446.92,2860.77,10,4469.2,15.62,223.46,2234.6,29049.8,53.5,4.0,880.5,278.21,0.803,1.1,True,True,True,True,True,True,62.716,92.045,0.07811183702289944,11.826183702289944
1,P97,1.5/98.5 pct of 100d moves,36,09:30,12:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,against_flow,15,15,100.0,470.47,2762.87,10,4704.7,17.03,235.23,2352.3,35284.5,100.0,1.5,838.5,292.83,0.803,1.0,True,True,True,True,True,True,63.139,92.045,0.0851397278916489,12.528972789164891
5,P99,0.5/99.5 pct of 100d moves,86,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,35,22,100.0,999.09,7205.45,4,3996.36,13.87,499.77,1999.08,43979.8,195.75,5.0,1929.0,622.95,0.802,3.9,True,True,True,True,True,True,62.181,92.03,0.06935999833459396,10.945999833459396
1,P97,1.5/98.5 pct of 100d moves,36,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,25,14,100.0,899.93,5350.07,5,4499.65,16.82,449.96,2249.8,31497.2,99.25,6.5,1519.0,561.04,0.802,1.0,True,True,True,True,True,True,63.066,92.03,0.0841035724766218,12.42035724766218
1,P100,0.0/100.0 pct (min/max of 100d moves),60,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,neutral,40,45,100.0,629.73,6748.04,4,2518.92,9.33,314.87,1259.48,56676.6,99.5,2.5,1542.5,392.78,0.802,1.0,True,True,True,True,True,True,60.819,92.03,0.04666095636658941,8.67609563665894
5,P99,0.5/99.5 pct of 100d moves,86,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,40,22,100.0,999.09,7205.45,4,3996.36,13.87,499.77,1999.08,43979.8,195.75,5.0,1929.0,622.95,0.802,3.9,True,True,True,True,True,True,62.181,92.03,0.06935999833459396,10.945999833459396
3,P100,0.0/100.0 pct (min/max of 100d moves),86,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,against_flow,85,26,100.0,1815.0,10319.62,2,3630.0,17.59,907.5,1815.0,47190.0,692.5,6.0,4626.0,1131.76,0.802,3.0,True,True,True,True,True,True,63.297,92.03,0.08793928458606033,12.803928458606032
1,P98,1.0/99.0 pct of 100d moves,48,11:00,14:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,neutral,25,30,100.0,820.13,4796.53,6,4920.78,17.1,410.07,2460.42,73812.6,283.0,2.5,2087.5,511.98,0.801,1.0,True,True,True,True,True,True,63.14,92.015,0.08549305435387666,12.554305435387665
5,P99,0.5/99.5 pct of 100d moves,86,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,30,18,100.0,834.56,7415.44,4,3338.24,11.25,417.56,1670.24,30064.3,195.75,5.0,1881.0,522.22,0.8,3.9,True,True,True,True,True,True,61.375,92.0,0.056309537937061054,9.630953793706105
5,P98,1.0/99.0 pct of 100d moves,69,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,40,13,100.0,549.23,7335.38,4,2196.92,7.49,274.62,1098.48,14280.2,126.5,6.5,1166.0,343.39,0.8,4.0,True,True,True,True,True,True,60.247,92.0,0.0374377332871644,7.74377332871644
1,P99,0.5/99.5 pct of 100d moves,60,08:00,11:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,neutral,10,34,100.0,470.24,4338.59,6,2821.44,10.84,235.15,1410.9,47970.6,115.0,2.0,1017.5,294.01,0.8,1.0,True,True,True,True,True,True,61.251999999999995,92.0,0.05419963628736525,9.419963628736525
3,P99,0.5/99.5 pct of 100d moves,86,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,against_flow,25,16,100.0,742.31,3851.44,7,5196.17,19.27,371.5,2600.5,41608.0,126.0,2.5,1283.5,464.49,0.8,2.9,True,True,True,True,True,True,63.781,92.0,0.0964574289097065,13.64574289097065
1,P97,1.5/98.5 pct of 100d moves,36,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,with_flow,5,17,100.0,599.94,7105.94,4,2399.76,8.44,299.97,1199.88,20398.0,168.5,0.5,1226.0,375.26,0.799,1.1,True,True,True,True,True,True,60.522,91.985,0.042213978727656025,8.216397872765603
5,P99,0.5/99.5 pct of 100d moves,86,08:15,11:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,70,21,100.0,1660.62,9696.52,3,4981.86,17.13,830.31,2490.93,52309.5,313.5,5.0,3495.0,1038.81,0.799,4.0,True,True,True,True,True,True,63.129,91.985,0.08562968982686571,12.557968982686571
5,P99,0.5/99.5 pct of 100d moves,86,08:15,11:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,65,21,100.0,1660.62,9696.52,3,4981.86,17.13,830.31,2490.93,52309.5,313.5,5.0,3495.0,1038.81,0.799,4.0,True,True,True,True,True,True,63.129,91.985,0.08562968982686571,12.557968982686571
3,P95,2.5/97.5 pct of 100d moves,52,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,against_flow,45,16,100.0,1366.38,4102.38,7,9564.66,33.31,685.09,4795.63,76730.1,254.75,6.5,2542.5,857.62,0.799,3.0,True,True,True,True,True,True,67.983,91.985,0.16699818154339677,20.69481815433968
1,P97,1.5/98.5 pct of 100d moves,36,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,with_flow,10,17,100.0,599.94,7105.94,4,2399.76,8.44,299.97,1199.88,20398.0,168.5,0.5,1226.0,375.26,0.799,1.1,True,True,True,True,True,True,60.522,91.985,0.042213978727656025,8.216397872765603
0,P95,2.5/97.5 pct of 100d moves,30,06:40,09:40,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),call_spread,neutral,5,16,100.0,125.44,2499.56,12,1505.28,5.02,125.44,1505.28,24084.5,20.0,3.0,460.0,157.04,0.799,0.0,True,True,True,True,True,True,59.496,91.985,0.05018483253052537,9.013483253052538
1,P99,0.5/99.5 pct of 100d moves,60,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,5,19,100.0,720.89,7121.21,4,2883.56,10.12,360.45,1441.8,27394.2,130.0,4.0,1565.0,451.61,0.798,1.0,True,True,True,True,True,True,61.016,91.97,0.05061639805594836,9.051639805594835
1,P100,0.0/100.0 pct (min/max of 100d moves),60,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,neutral,35,49,100.0,1004.04,5781.67,5,5020.2,17.37,502.43,2512.15,123095.4,147.0,0.5,2255.0,629.88,0.798,1.0,True,True,True,True,True,True,63.191,91.97,0.08690049760709276,12.680049760709275
3,P97,1.5/98.5 pct of 100d moves,52,08:15,11:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,neutral,15,39,100.0,478.9,3841.62,7,3352.3,12.47,239.49,1676.43,65380.8,127.5,2.0,1423.5,300.27,0.798,3.0,True,True,True,True,True,True,61.721000000000004,91.97,0.06234088743811205,10.224088743811205
10,P99,0.5/99.5 pct of 100d moves,86,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),put_spread,with_flow,10,15,100.0,389.73,4343.6,6,2338.38,8.97,195.27,1171.62,17574.3,68.5,0.5,832.5,244.77,0.798,7.6,True,True,True,True,True,True,60.671,91.97,0.04495579703471774,8.485579703471775
10,P99,0.5/99.5 pct of 100d moves,86,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),put_spread,with_flow,5,15,100.0,389.73,4343.6,6,2338.38,8.97,195.27,1171.62,17574.3,68.5,0.5,832.5,244.77,0.798,7.6,True,True,True,True,True,True,60.671,91.97,0.04495579703471774,8.485579703471775
5,P100,0.0/100.0 pct (min/max of 100d moves),86,10:30,13:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,75,16,100.0,1763.44,12017.81,2,3526.88,14.67,881.72,1763.44,28215.0,429.75,2.5,3625.5,1106.96,0.797,4.0,True,True,True,True,True,True,62.371,91.955,0.07336777665814322,11.321777665814322
3,P99,0.5/99.5 pct of 100d moves,86,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,against_flow,70,20,100.0,972.7,11427.3,2,1945.4,8.51,486.68,973.36,19467.2,167.25,13.0,2205.0,610.33,0.797,2.9,True,True,True,True,True,True,60.522999999999996,91.955,0.04258923805273337,8.243923805273337
1,P99,0.5/99.5 pct of 100d moves,60,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,with_flow,50,22,100.0,946.77,5848.68,5,4733.85,16.19,473.39,2366.95,52072.9,180.0,2.0,2144.0,594.35,0.796,1.0,True,True,True,True,True,True,62.817,91.94,0.08093963082268135,12.073963082268136
1,P98,1.0/99.0 pct of 100d moves,48,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,neutral,5,38,100.0,577.92,4172.08,7,4045.44,13.85,288.96,2022.72,76863.4,123.25,1.0,1565.0,363.19,0.796,1.0,True,True,True,True,True,True,62.115,91.94,0.06926041686640716,10.906041686640716
3,P100,0.0/100.0 pct (min/max of 100d moves),86,09:30,12:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,40,16,100.0,814.44,7404.31,4,3257.76,11.0,407.22,1628.88,26062.1,218.75,1.5,1735.0,511.79,0.796,3.0,True,True,True,True,True,True,61.260000000000005,91.94,0.05499769728712061,9.47976972871206
3,P100,0.0/100.0 pct (min/max of 100d moves),86,09:30,12:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,35,16,100.0,814.44,7404.31,4,3257.76,11.0,407.22,1628.88,26062.1,218.75,1.5,1735.0,511.79,0.796,3.0,True,True,True,True,True,True,61.260000000000005,91.94,0.05499769728712061,9.47976972871206
1,P98,1.0/99.0 pct of 100d moves,48,08:45,11:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,45,14,100.0,1513.93,5236.07,5,7569.65,28.91,756.96,3784.8,52987.2,304.75,1.5,2561.0,952.51,0.795,1.0,True,True,True,True,True,True,66.623,91.925,0.14456644009724853,18.431644009724852
3,P95,2.5/97.5 pct of 100d moves,52,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,10,11,100.0,336.64,4117.91,7,2356.48,8.18,168.32,1178.24,12960.6,83.5,3.0,716.0,211.81,0.795,3.0,True,True,True,True,True,True,60.403999999999996,91.925,0.040875104118351296,8.06251041183513
3,P99,0.5/99.5 pct of 100d moves,86,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,75,14,100.0,1013.71,8379.14,3,3041.13,12.1,507.25,1521.75,21304.5,316.75,10.0,2255.0,637.66,0.795,2.9,True,True,True,True,True,True,61.58,91.925,0.060537238905185975,10.028723890518597
1,P98,1.0/99.0 pct of 100d moves,48,11:00,14:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,10,15,100.0,887.33,2979.33,10,8873.3,29.78,443.67,4436.7,66550.5,281.0,4.0,2087.5,557.88,0.795,1.0,True,True,True,True,True,True,66.884,91.925,0.14891603145673693,18.866603145673693
3,P95,2.5/97.5 pct of 100d moves,52,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,5,11,100.0,336.64,4117.91,7,2356.48,8.18,168.32,1178.24,12960.6,83.5,3.0,716.0,211.81,0.795,3.0,True,True,True,True,True,True,60.403999999999996,91.925,0.040875104118351296,8.06251041183513
1,P95,2.5/97.5 pct of 100d moves,36,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,with_flow,5,17,100.0,254.59,3598.35,8,2036.72,7.08,127.29,1018.32,17311.4,46.0,2.0,650.0,160.18,0.795,1.1,True,True,True,True,True,True,60.074,91.925,0.03537454666722248,7.512454666722248
1,P98,1.0/99.0 pct of 100d moves,48,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,against_flow,40,18,100.0,1261.5,6127.39,4,5046.0,20.59,630.75,2523.0,45414.0,273.25,2.5,2367.5,793.75,0.795,1.0,True,True,True,True,True,True,64.127,91.925,0.10293942445315216,14.268942445315215
1,P98,1.0/99.0 pct of 100d moves,48,11:00,14:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,5,15,100.0,887.33,2979.33,10,8873.3,29.78,443.67,4436.7,66550.5,281.0,4.0,2087.5,557.88,0.795,1.0,True,True,True,True,True,True,66.884,91.925,0.14891603145673693,18.866603145673693
5,P99,0.5/99.5 pct of 100d moves,86,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),call_spread,against_flow,25,19,100.0,412.16,6456.26,4,1648.64,6.38,206.08,824.32,15662.1,145.0,3.0,1088.0,259.42,0.794,4.0,True,True,True,True,True,True,59.854,91.91,0.031919408450093396,7.16194084500934
3,P99,0.5/99.5 pct of 100d moves,86,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,70,14,100.0,1011.29,7238.71,4,4045.16,13.97,506.04,2024.16,28338.2,307.5,11.0,2255.0,636.94,0.794,2.9,True,True,True,True,True,True,62.131,91.91,0.06990748351570929,10.96074835157093
5,P99,0.5/99.5 pct of 100d moves,86,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),call_spread,against_flow,5,19,100.0,412.16,6456.26,4,1648.64,6.38,206.08,824.32,15662.1,145.0,3.0,1088.0,259.42,0.794,4.0,True,True,True,True,True,True,59.854,91.91,0.031919408450093396,7.16194084500934
3,P99,0.5/99.5 pct of 100d moves,86,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,65,14,100.0,1011.29,7238.71,4,4045.16,13.97,506.04,2024.16,28338.2,307.5,11.0,2255.0,636.94,0.794,2.9,True,True,True,True,True,True,62.131,91.91,0.06990748351570929,10.96074835157093
3,P99,0.5/99.5 pct of 100d moves,86,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),put_spread,with_flow,75,15,100.0,1137.93,8928.73,3,3413.79,12.74,569.0,1707.0,25605.0,235.0,1.0,2241.5,716.21,0.794,2.9,True,True,True,True,True,True,61.762,91.91,0.06372686821082058,10.342686821082058
5,P99,0.5/99.5 pct of 100d moves,86,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),call_spread,against_flow,20,19,100.0,412.16,6456.26,4,1648.64,6.38,206.08,824.32,15662.1,145.0,3.0,1088.0,259.42,0.794,4.0,True,True,True,True,True,True,59.854,91.91,0.031919408450093396,7.16194084500934
5,P99,0.5/99.5 pct of 100d moves,86,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),call_spread,against_flow,15,19,100.0,412.16,6456.26,4,1648.64,6.38,206.08,824.32,15662.1,145.0,3.0,1088.0,259.42,0.794,4.0,True,True,True,True,True,True,59.854,91.91,0.031919408450093396,7.16194084500934
5,P99,0.5/99.5 pct of 100d moves,86,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),call_spread,against_flow,10,19,100.0,412.16,6456.26,4,1648.64,6.38,206.08,824.32,15662.1,145.0,3.0,1088.0,259.42,0.794,4.0,True,True,True,True,True,True,59.854,91.91,0.031919408450093396,7.16194084500934
1,P98,1.0/99.0 pct of 100d moves,48,08:00,11:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,neutral,35,48,100.0,488.83,6448.67,4,1955.32,7.58,244.54,978.16,46951.7,102.25,2.5,1380.0,308.38,0.793,1.0,True,True,True,True,True,True,60.204,91.895,0.037920997663084016,7.757099766308402
1,P98,1.0/99.0 pct of 100d moves,48,08:45,11:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,40,14,100.0,1512.36,5094.79,5,7561.8,29.68,756.18,3780.9,52932.6,304.75,1.5,2561.0,953.17,0.793,1.0,True,True,True,True,True,True,66.834,91.895,0.14842221171039433,18.807221171039433
3,P97,1.5/98.5 pct of 100d moves,52,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),put_spread,with_flow,50,20,100.0,1085.85,7239.15,4,4343.4,15.0,542.92,2171.68,43433.6,157.0,1.0,2145.0,684.87,0.793,3.0,True,True,True,True,True,True,62.43,91.895,0.07499775526132212,11.464775526132211
1,P98,1.0/99.0 pct of 100d moves,48,08:45,11:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,35,14,100.0,1512.07,4952.21,6,9072.42,30.53,756.04,4536.24,63507.4,304.75,1.5,2561.0,953.21,0.793,1.0,True,True,True,True,True,True,67.089,91.895,0.1526671930309902,19.23171930309902
5,P98,1.0/99.0 pct of 100d moves,69,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,50,14,100.0,993.0,6685.57,4,3972.0,14.85,496.5,1986.0,27804.0,193.75,1.0,1936.0,626.08,0.793,4.0,True,True,True,True,True,True,62.385000000000005,91.895,0.07426442322793719,11.39144232279372
10,P98,1.0/99.0 pct of 100d moves,69,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),put_spread,with_flow,25,15,100.0,668.2,6965.13,4,2672.8,9.59,334.1,1336.4,20046.0,212.5,2.5,1547.5,421.55,0.793,8.1,True,True,True,True,True,True,60.807,91.895,0.04796751819420456,8.761751819420457
1,P98,1.0/99.0 pct of 100d moves,48,08:45,11:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,25,12,100.0,1125.92,4082.42,7,7881.44,27.58,562.96,3940.72,47288.6,298.75,1.0,2167.5,710.22,0.793,1.0,True,True,True,True,True,True,66.20400000000001,91.895,0.13789859936018342,17.75485993601834
1,P100,0.0/100.0 pct (min/max of 100d moves),60,08:45,11:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,60,18,100.0,3019.89,8007.89,3,9059.67,37.71,1509.94,4529.82,81536.8,414.25,1.0,5394.0,1906.51,0.792,1.0,True,True,True,True,True,True,69.233,91.88,0.18855653611625534,22.815653611625535
5,P97,1.5/98.5 pct of 100d moves,52,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,against_flow,20,18,100.0,495.33,4199.11,7,3467.31,11.8,248.06,1736.42,31255.6,73.75,3.5,817.5,313.28,0.792,3.9,True,True,True,True,True,True,61.46,91.88,0.0590744229134269,9.867442291342691
3,P100,0.0/100.0 pct (min/max of 100d moves),86,12:30,15:30,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,against_flow,50,20,100.0,526.25,9248.75,3,1578.75,5.69,263.12,789.36,15787.2,111.0,0.5,1264.5,332.35,0.792,3.0,True,True,True,True,True,True,59.627,91.88,0.02844924989863495,6.804924989863495
5,P97,1.5/98.5 pct of 100d moves,52,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,against_flow,15,18,100.0,495.33,4199.11,7,3467.31,11.8,248.06,1736.42,31255.6,73.75,3.5,817.5,313.28,0.792,3.9,True,True,True,True,True,True,61.46,91.88,0.0590744229134269,9.867442291342691
1,P99,0.5/99.5 pct of 100d moves,60,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,against_flow,5,10,100.0,371.9,4378.1,6,2231.4,8.49,185.95,1115.7,11157.0,112.5,3.5,737.5,235.2,0.791,1.0,True,True,True,True,True,True,60.457,91.865,0.04247276215710011,8.202276215710011
1,P99,0.5/99.5 pct of 100d moves,60,07:00,10:00,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),put_spread,with_flow,40,12,100.0,1098.17,4401.83,6,6589.02,24.95,549.08,3294.48,39533.8,283.0,1.0,2255.0,693.92,0.791,1.0,True,True,True,True,True,True,65.395,91.865,0.12473902899475901,16.4289028994759
