dte,band,spread_type,flow_mode,spread_width,entry_time_pst,entry_time_et,time_bucket,expected_win_pct,expected_roi_pct,sharpe,expected_credit,max_risk_per_contract,avg_pnl,n_trades,trade_score
3,P95,call_spread,neutral,10,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.5,32.94,0.524,1494.68,4537.58,576.95,31,72.93463578823955
3,P95,call_spread,neutral,5,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.5,32.94,0.524,1494.68,4537.58,576.95,31,72.93463578823955
5,P99,put_spread,against_flow,10,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,21.21,0.484,1129.14,5323.24,564.57,21,72.93161033130198
5,P99,put_spread,against_flow,5,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,21.21,0.484,1129.14,5323.24,564.57,21,72.93161033130198
3,P99,put_spread,neutral,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),93.1,32.28,0.425,1152.9,3571.24,442.57,29,72.93029569561273
1,P95,iron_condor,with_flow,30,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.5,34.45,0.379,1504.53,4366.78,655.03,55,72.92453380064944
1,P95,iron_condor,against_flow,30,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.5,34.45,0.379,1504.53,4366.78,655.03,55,72.92453380064944
1,P100,iron_condor,neutral,25,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.9,29.85,0.458,1632.94,5469.72,739.02,64,72.9229942995254
1,P98,put_spread,with_flow,25,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,21.59,0.492,1203.61,5574.17,601.81,18,72.92147812050942
1,P100,iron_condor,with_flow,35,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,23.65,0.536,1740.36,7357.62,887.79,61,72.9187703102362
1,P100,iron_condor,against_flow,35,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,23.65,0.536,1740.36,7357.62,887.79,61,72.9187703102362
1,P100,iron_condor,against_flow,10,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.1,29.74,0.386,1682.27,5657.27,743.3,52,72.91827408096131
1,P100,iron_condor,with_flow,10,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.1,29.74,0.386,1682.27,5657.27,743.3,52,72.91827408096131
1,P98,iron_condor,with_flow,35,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.1,35.99,0.395,2323.88,6456.22,1022.49,51,72.91528786968226
1,P98,iron_condor,against_flow,35,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.1,35.99,0.395,2323.88,6456.22,1022.49,51,72.91528786968226
1,P100,put_spread,neutral,15,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,21.44,0.52,1264.14,5894.95,632.07,44,72.91273445915571
1,P99,call_spread,with_flow,25,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.8,30.2,0.551,1739.46,5760.54,511.12,24,72.90989673190361
1,P95,iron_condor,neutral,35,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.8,34.74,0.324,1955.84,5630.1,850.22,63,72.90933477202891
3,P100,put_spread,with_flow,60,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,22.63,0.577,1720.55,7604.45,860.28,20,72.90353899032803
5,P98,put_spread,with_flow,30,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.0,28.27,0.681,1669.45,5905.55,582.2,20,72.90214476636385
3,P99,put_spread,neutral,45,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.1,39.11,0.392,2674.2,6838.0,458.18,41,72.89833182217022
3,P99,put_spread,neutral,30,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),93.9,30.36,0.482,1189.3,3916.76,477.0,33,72.89226129760313
1,P100,iron_condor,neutral,50,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.9,50.54,0.348,4344.71,8595.94,770.17,62,72.88567980465196
5,P95,put_spread,against_flow,15,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.7,31.14,0.444,1318.42,4234.21,523.32,19,72.88043128942589
5,P95,put_spread,against_flow,20,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.7,31.14,0.444,1318.42,4234.21,523.32,19,72.88043128942589
1,P100,iron_condor,neutral,35,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,23.29,0.535,1679.16,7209.67,855.61,67,72.87655207173142
1,P97,iron_condor,with_flow,30,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.3,26.19,0.448,1391.31,5312.74,644.78,58,72.87603581391146
1,P97,iron_condor,against_flow,30,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.3,26.19,0.448,1391.31,5312.74,644.78,58,72.87603581391146
5,P99,put_spread,with_flow,20,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,20.02,0.6,1304.71,6516.71,652.36,14,72.87403330054583
5,P99,put_spread,with_flow,25,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,20.02,0.6,1304.71,6516.71,652.36,14,72.87403330054583
3,P95,iron_condor,neutral,25,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.7,50.14,0.3,3437.85,6856.7,533.45,60,72.87185504688844
1,P99,put_spread,neutral,25,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.9,30.91,0.392,1893.91,6127.36,333.81,47,72.8675484645916
1,P99,iron_condor,with_flow,35,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,28.74,0.546,2294.45,7984.22,928.76,49,72.85794099611483
1,P99,iron_condor,against_flow,35,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,28.74,0.546,2294.45,7984.22,928.76,49,72.85794099611483
1,P98,call_spread,against_flow,30,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.1,30.79,0.563,1468.0,4767.29,477.82,17,72.85675558545839
3,P100,iron_condor,neutral,30,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),98.3,28.34,0.466,1856.69,6551.03,879.81,58,72.84595503149886
3,P100,iron_condor,against_flow,30,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),98.0,29.04,0.458,1860.48,6406.96,873.94,50,72.84560525428596
3,P100,iron_condor,with_flow,30,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),98.0,29.04,0.458,1860.48,6406.96,873.94,50,72.84560525428596
1,P99,iron_condor,neutral,50,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.5,31.75,0.421,2605.76,8207.13,1174.78,67,72.84240547121831
1,P99,call_spread,with_flow,30,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.8,28.76,0.646,1917.12,6666.21,599.96,24,72.83820551407771
1,P95,iron_condor,with_flow,30,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.6,29.89,0.344,1286.15,4302.93,511.0,59,72.83249566806802
1,P95,iron_condor,against_flow,30,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.6,29.89,0.344,1286.15,4302.93,511.0,59,72.83249566806802
3,P98,put_spread,neutral,10,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),91.3,30.09,0.456,874.91,2907.7,263.98,23,72.82878868177596
3,P97,iron_condor,neutral,10,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),90.0,47.03,0.414,2504.93,5326.62,711.85,60,72.8242262616819
5,P98,put_spread,neutral,30,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.6,27.04,0.6,1385.96,5125.16,524.08,45,72.82231719595094
1,P100,iron_condor,with_flow,10,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,27.32,0.583,2171.2,7947.94,1006.43,51,72.81037531234509
1,P100,iron_condor,against_flow,10,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,27.32,0.583,2171.2,7947.94,1006.43,51,72.81037531234509
1,P100,iron_condor,with_flow,5,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,27.32,0.583,2171.1,7947.94,1006.38,51,72.81037531234509
1,P100,iron_condor,against_flow,5,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,27.32,0.583,2171.1,7947.94,1006.38,51,72.81037531234509
3,P99,put_spread,with_flow,25,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.3,28.84,0.606,1208.8,4191.2,267.7,15,72.80990303493033
1,P95,iron_condor,neutral,35,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.4,37.92,0.336,1900.06,5010.62,683.73,72,72.7995220072566
1,P99,iron_condor,against_flow,35,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.3,32.95,0.374,2545.53,7726.34,1359.59,58,72.79804774705745
1,P99,iron_condor,with_flow,35,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.3,32.95,0.374,2545.53,7726.34,1359.59,58,72.79804774705745
5,P97,put_spread,neutral,30,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.5,22.95,0.634,1315.75,5734.25,525.94,40,72.79731444827135
3,P99,iron_condor,neutral,25,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.6,42.54,0.341,3182.64,7481.73,1522.75,56,72.79617852956467
3,P97,put_spread,against_flow,40,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,23.77,0.446,1447.24,6087.24,687.14,29,72.79606127243218
3,P97,iron_condor,neutral,15,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.8,43.4,0.411,2430.61,5599.97,699.7,61,72.78944770418413
1,P98,put_spread,neutral,30,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.7,26.13,0.395,1167.8,4468.57,503.84,44,72.78820475566009
1,P100,call_spread,with_flow,30,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.4,36.48,0.361,1767.17,4843.94,412.53,18,72.77687029979727
1,P97,iron_condor,neutral,30,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.2,37.5,0.385,2342.65,6246.87,1088.36,63,72.77660336296418
1,P99,iron_condor,neutral,40,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.0,43.3,0.417,3077.04,7106.33,1199.99,57,72.77539223903196
1,P99,put_spread,neutral,30,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),96.6,24.59,0.337,823.38,3349.03,300.91,29,72.77537842449904
3,P100,put_spread,with_flow,65,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,21.29,0.662,1976.84,9286.32,988.42,19,72.77220566596887
3,P100,put_spread,with_flow,70,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,21.29,0.662,1976.84,9286.32,988.42,19,72.77220566596887
1,P99,iron_condor,neutral,35,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,27.42,0.56,2179.98,7950.48,898.83,56,72.77057138688481
3,P99,put_spread,against_flow,15,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),91.7,35.13,0.302,1072.42,3052.58,371.0,12,72.77033484134732
1,P99,iron_condor,against_flow,5,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.5,32.64,0.457,2142.16,6563.28,1138.42,57,72.76325685937519
1,P99,iron_condor,with_flow,5,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.5,32.64,0.457,2142.16,6563.28,1138.42,57,72.76325685937519
1,P99,iron_condor,neutral,60,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.6,31.21,0.474,3110.78,9967.3,1166.03,74,72.76106145596098
3,P97,iron_condor,neutral,10,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),96.6,27.18,0.516,1407.02,5176.17,601.0,58,72.7468607310038
5,P98,put_spread,against_flow,60,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.5,34.05,0.55,2690.32,7900.59,1032.77,22,72.74395651147572
5,P98,put_spread,against_flow,55,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.5,34.05,0.55,2690.32,7900.59,1032.77,22,72.74395651147572
1,P99,iron_condor,neutral,35,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.5,31.66,0.403,2529.03,7988.7,1134.47,66,72.74253624494598
1,P99,iron_condor,neutral,40,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.5,31.66,0.403,2529.03,7988.7,1134.47,66,72.74253624494598
1,P99,iron_condor,neutral,55,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.6,31.13,0.473,3089.88,9927.08,1155.57,74,72.74119112770322
3,P95,call_spread,with_flow,40,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.7,31.92,0.546,1789.47,5605.26,757.63,19,72.73607712755519
3,P97,iron_condor,neutral,20,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.8,43.23,0.411,2428.93,5618.36,698.86,61,72.73525765169907
1,P95,put_spread,with_flow,20,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.7,20.11,0.707,572.17,2844.5,248.17,12,72.7346126735806
1,P95,put_spread,with_flow,15,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.7,20.11,0.707,572.17,2844.5,248.17,12,72.7346126735806
1,P99,call_spread,neutral,25,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.4,31.77,0.447,1389.81,4374.08,484.14,36,72.73089007974248
1,P99,iron_condor,with_flow,5,10:30,13:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.9,27.26,0.472,1604.81,5887.65,650.29,48,72.72794105458036
1,P99,iron_condor,against_flow,5,10:30,13:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.9,27.26,0.472,1604.81,5887.65,650.29,48,72.72794105458036
3,P100,put_spread,neutral,20,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),96.9,22.69,0.449,852.31,3757.06,364.31,32,72.72781131256887
3,P98,put_spread,with_flow,55,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,23.19,0.554,1857.6,8009.07,929.13,15,72.7266688348335
1,P97,iron_condor,neutral,10,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.6,29.74,0.4,1439.83,4841.19,677.91,58,72.72621567217978
1,P100,put_spread,with_flow,5,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,23.3,0.548,1851.8,7948.2,925.9,10,72.72529299715659
1,P100,put_spread,with_flow,10,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,23.3,0.548,1851.8,7948.2,925.9,10,72.72529299715659
1,P95,iron_condor,against_flow,20,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.5,26.92,0.329,985.79,3662.25,431.17,57,72.7231236261861
1,P95,iron_condor,with_flow,20,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.5,26.92,0.329,985.79,3662.25,431.17,57,72.7231236261861
1,P99,iron_condor,with_flow,10,10:30,13:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.9,27.24,0.472,1603.67,5887.65,649.72,48,72.72294105458035
1,P99,iron_condor,against_flow,10,10:30,13:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.9,27.24,0.472,1603.67,5887.65,649.72,48,72.72294105458035
3,P97,put_spread,with_flow,30,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,21.26,0.536,1363.15,6411.85,681.58,20,72.7222245607742
3,P100,put_spread,neutral,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),97.0,23.85,0.445,954.06,4000.48,391.68,33,72.72190007199136
1,P99,call_spread,with_flow,45,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.0,27.48,0.675,1927.04,7012.96,619.26,25,72.72186283680499
1,P97,call_spread,with_flow,5,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,21.89,0.531,1460.37,6671.21,730.18,19,72.71845689237784
1,P97,call_spread,with_flow,10,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,21.89,0.531,1460.37,6671.21,730.18,19,72.71845689237784
3,P97,iron_condor,with_flow,5,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),97.8,23.37,0.539,1203.89,5150.58,535.66,45,72.71755783038026
3,P97,iron_condor,against_flow,5,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),97.8,23.37,0.539,1203.89,5150.58,535.66,45,72.71755783038026
1,P98,iron_condor,against_flow,30,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.9,33.5,0.413,2319.08,6923.25,956.75,65,72.70781666847218
1,P98,iron_condor,with_flow,30,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.9,33.5,0.413,2319.08,6923.25,956.75,65,72.70781666847218
1,P100,put_spread,neutral,25,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.8,21.6,0.522,970.91,4495.76,420.43,45,72.70463604818762
1,P99,call_spread,with_flow,35,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.7,31.68,0.441,1652.83,5216.74,655.11,23,72.70181192085478
1,P99,call_spread,with_flow,40,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.7,31.68,0.441,1652.83,5216.74,655.11,23,72.70181192085478
5,P99,iron_condor,with_flow,45,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.3,32.61,0.409,2843.68,8719.9,916.59,59,72.6981042844528
5,P99,iron_condor,against_flow,45,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.3,32.61,0.409,2843.68,8719.9,916.59,59,72.6981042844528
5,P99,iron_condor,against_flow,50,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.3,32.61,0.409,2843.68,8719.9,916.59,59,72.6981042844528
5,P99,iron_condor,with_flow,50,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.3,32.61,0.409,2843.68,8719.9,916.59,59,72.6981042844528
1,P99,iron_condor,against_flow,45,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),92.6,44.32,0.416,3247.2,7325.96,1249.7,54,72.69801763591391
1,P99,iron_condor,with_flow,45,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),92.6,44.32,0.416,3247.2,7325.96,1249.7,54,72.69801763591391
1,P97,iron_condor,neutral,30,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.4,25.26,0.469,1407.02,5570.27,657.4,64,72.69749022758322
5,P99,put_spread,with_flow,25,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),92.3,34.25,0.601,1736.77,5070.92,479.88,13,72.69455748858194
1,P98,iron_condor,against_flow,30,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.6,26.56,0.446,1173.93,4419.74,517.8,58,72.69315306330236
1,P98,iron_condor,with_flow,30,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.6,26.56,0.446,1173.93,4419.74,517.8,58,72.69315306330236
1,P99,put_spread,neutral,30,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.9,30.4,0.393,1894.89,6232.77,334.3,47,72.69284614705822
3,P97,put_spread,with_flow,50,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,20.36,0.59,1416.44,6958.56,708.22,16,72.68415787174358
3,P97,put_spread,with_flow,45,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,20.36,0.59,1416.44,6958.56,708.22,16,72.68415787174358
1,P99,iron_condor,with_flow,50,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),92.7,44.06,0.413,3213.33,7293.15,1239.56,55,72.68129928083201
1,P99,iron_condor,against_flow,50,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),92.7,44.06,0.413,3213.33,7293.15,1239.56,55,72.68129928083201
1,P99,iron_condor,neutral,35,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.5,31.99,0.377,2496.34,7803.72,1325.64,65,72.67638026735966
1,P98,call_spread,against_flow,10,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),92.3,32.85,0.46,1217.38,3705.69,216.58,13,72.66960553230302
1,P100,iron_condor,against_flow,30,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.6,29.81,0.518,1916.28,6428.29,762.31,58,72.66774731460467
1,P100,iron_condor,with_flow,30,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.6,29.81,0.518,1916.28,6428.29,762.31,58,72.66774731460467
1,P99,call_spread,neutral,30,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.5,23.75,0.623,1470.42,6192.08,520.05,40,72.65143242981357
1,P100,put_spread,with_flow,15,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,20.47,0.545,1292.42,6312.84,646.21,19,72.64564619093782
1,P100,put_spread,with_flow,20,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,20.47,0.545,1292.42,6312.84,646.21,19,72.64564619093782
3,P99,put_spread,with_flow,80,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,20.79,0.682,2087.89,10043.68,1044.21,19,72.64480199289504
1,P98,iron_condor,with_flow,5,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.4,34.36,0.32,1881.12,5474.43,705.18,56,72.64334838512869
1,P98,iron_condor,against_flow,5,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.4,34.36,0.32,1881.12,5474.43,705.18,56,72.64334838512869
1,P99,call_spread,against_flow,60,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.7,30.11,0.695,2204.37,7321.95,909.55,19,72.63901278006541
1,P99,call_spread,against_flow,55,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.7,30.11,0.695,2204.37,7321.95,909.55,19,72.63901278006541
1,P99,call_spread,neutral,35,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.6,23.23,0.643,1487.41,6402.83,533.79,41,72.635118774823
1,P99,call_spread,neutral,40,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.6,23.23,0.643,1487.41,6402.83,533.79,41,72.635118774823
5,P99,put_spread,against_flow,15,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.8,29.72,0.557,1818.46,6119.04,567.0,24,72.63448655998326
1,P99,call_spread,neutral,25,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),97.5,23.85,0.546,1254.08,5258.42,411.88,40,72.63392384214269
3,P98,iron_condor,neutral,20,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),90.3,47.4,0.367,2585.23,5454.02,754.22,62,72.63301992291923
1,P99,iron_condor,neutral,15,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.6,28.61,0.546,1816.73,6349.51,824.71,59,72.63034935845442
1,P99,iron_condor,with_flow,10,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.6,31.83,0.458,2092.66,6575.47,1095.28,58,72.62310767215118
1,P99,iron_condor,against_flow,10,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.6,31.83,0.458,2092.66,6575.47,1095.28,58,72.62310767215118
1,P97,iron_condor,neutral,30,10:30,13:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,29.76,0.388,1887.49,6341.47,889.75,55,72.61784287870162
1,P99,call_spread,with_flow,50,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.4,31.92,0.517,1653.33,5180.0,647.5,18,72.61700386100387
1,P99,call_spread,with_flow,45,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.4,31.92,0.517,1653.33,5180.0,647.5,18,72.61700386100387
1,P97,iron_condor,with_flow,30,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,29.42,0.338,1566.38,5323.66,713.62,50,72.61581392124967
1,P97,iron_condor,against_flow,30,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,29.42,0.338,1566.38,5323.66,713.62,50,72.61581392124967
1,P99,iron_condor,neutral,40,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.3,26.82,0.547,2105.07,7848.48,867.97,58,72.60926412247976
1,P97,call_spread,neutral,10,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,20.12,0.492,1105.27,5494.73,552.63,30,72.60585127567688
1,P99,iron_condor,with_flow,40,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,28.03,0.532,2204.76,7866.9,892.48,51,72.60579747422746
1,P99,iron_condor,against_flow,40,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,28.03,0.532,2204.76,7866.9,892.48,51,72.60579747422746
3,P100,iron_condor,neutral,55,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),100.0,23.17,0.579,2125.12,9170.39,1062.79,64,72.60543232676036
1,P99,iron_condor,neutral,20,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.6,28.53,0.546,1816.22,6366.9,824.46,59,72.6017461323407
3,P100,iron_condor,against_flow,65,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),100.0,23.43,0.568,2129.62,9089.93,1065.06,58,72.60173696552118
3,P100,iron_condor,with_flow,65,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),100.0,23.43,0.568,2129.62,9089.93,1065.06,58,72.60173696552118
3,P98,put_spread,neutral,10,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.9,22.18,0.441,926.52,4177.65,433.86,48,72.60038046509402
