dte,band,spread_type,flow_mode,spread_width,entry_time_pst,entry_time_et,time_bucket,expected_win_pct,expected_roi_pct,sharpe,expected_credit,max_risk_per_contract,avg_pnl,n_trades,trade_score
1,P98,iron_condor,against_flow,40,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.2,88.31,0.3,5658.81,6408.16,976.09,63,84.71852069860927
1,P98,iron_condor,with_flow,40,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.2,88.31,0.3,5658.81,6408.16,976.09,63,84.71852069860927
1,P95,iron_condor,with_flow,5,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,54.79,0.445,1477.76,2697.05,738.88,42,84.67300953819914
1,P95,iron_condor,against_flow,5,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,54.79,0.445,1477.76,2697.05,738.88,42,84.67300953819914
1,P98,call_spread,against_flow,45,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,47.87,1.007,2074.73,4334.36,1037.36,11,84.63779138327227
1,P98,iron_condor,neutral,15,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,61.51,0.479,2267.82,3686.68,1130.91,57,84.63443517202468
1,P98,iron_condor,against_flow,5,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,68.28,0.357,2328.35,3410.12,1105.23,49,84.59089624998533
1,P98,iron_condor,with_flow,5,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,68.28,0.357,2328.35,3410.12,1105.23,49,84.59089624998533
3,P95,iron_condor,neutral,15,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.2,84.76,0.477,4626.95,5458.9,795.54,59,84.58974177947938
1,P95,iron_condor,with_flow,10,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,53.86,0.433,1410.91,2619.77,705.45,44,84.56325796921104
1,P95,iron_condor,against_flow,10,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,53.86,0.433,1410.91,2619.77,705.45,44,84.56325796921104
1,P95,put_spread,with_flow,10,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,41.55,0.82,1094.0,2633.27,547.0,11,84.54261937628878
1,P100,iron_condor,against_flow,35,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.1,87.43,0.355,6306.82,7213.52,1119.34,61,84.5300715046191
1,P100,iron_condor,with_flow,35,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.1,87.43,0.355,6306.82,7213.52,1119.34,61,84.5300715046191
3,P95,iron_condor,neutral,20,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.3,84.25,0.473,4550.25,5400.83,782.49,60,84.52963451821293
1,P97,put_spread,with_flow,10,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,25.02,0.632,380.2,1519.8,190.1,15,84.47062626661403
1,P95,iron_condor,with_flow,5,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.7,67.04,0.433,1990.93,2969.98,968.73,46,84.3780520811588
1,P95,iron_condor,against_flow,5,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.7,67.04,0.433,1990.93,2969.98,968.73,46,84.3780520811588
1,P95,iron_condor,with_flow,5,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.5,62.23,0.439,1554.2,2497.43,739.42,44,84.37773246297192
1,P95,iron_condor,against_flow,5,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.5,62.23,0.439,1554.2,2497.43,739.42,44,84.37773246297192
1,P95,put_spread,against_flow,10,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,26.25,0.518,385.29,1467.65,192.65,17,84.3337271999455
1,P100,iron_condor,with_flow,5,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.7,67.75,0.551,3115.45,4598.73,1535.03,44,84.3145267965286
1,P100,iron_condor,against_flow,10,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.7,67.75,0.551,3115.57,4598.73,1535.09,44,84.3145267965286
1,P100,iron_condor,against_flow,5,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.7,67.75,0.551,3115.45,4598.73,1535.03,44,84.3145267965286
1,P100,iron_condor,with_flow,10,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.7,67.75,0.551,3115.57,4598.73,1535.09,44,84.3145267965286
3,P97,put_spread,with_flow,10,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,21.22,0.86,350.17,1649.83,175.08,12,84.30746110205294
3,P95,iron_condor,against_flow,15,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),92.9,85.03,0.465,4781.75,5623.7,791.62,56,84.27387747390509
3,P95,iron_condor,with_flow,15,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),92.9,85.03,0.465,4781.75,5623.7,791.62,56,84.27387747390509
1,P98,iron_condor,neutral,35,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.5,85.45,0.314,5545.45,6489.71,1003.65,66,84.25630180624404
1,P97,iron_condor,neutral,5,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,60.85,0.423,2153.23,3538.72,1109.1,43,84.24826108875524
1,P97,call_spread,against_flow,15,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),100.0,25.43,0.854,460.73,1812.0,230.36,11,84.22702759381897
1,P98,iron_condor,neutral,15,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,71.35,0.372,3188.21,4468.18,1119.58,56,84.2095954124498
1,P95,call_spread,against_flow,25,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,42.69,0.789,1181.85,2768.15,590.92,20,84.20954199555659
1,P100,iron_condor,with_flow,40,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.2,86.03,0.351,6202.5,7209.85,1099.99,62,84.20948281517644
1,P100,iron_condor,against_flow,40,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.2,86.03,0.351,6202.5,7209.85,1099.99,62,84.20948281517644
3,P95,iron_condor,against_flow,20,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.0,84.51,0.46,4698.3,5559.68,777.96,57,84.20482934269599
3,P95,iron_condor,with_flow,20,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.0,84.51,0.46,4698.3,5559.68,777.96,57,84.20482934269599
1,P98,iron_condor,neutral,20,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,60.18,0.474,2250.42,3739.18,1120.61,57,84.18576630705128
1,P95,iron_condor,with_flow,5,10:30,13:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.9,73.03,0.415,2335.61,3198.31,1117.05,49,84.17080252539623
1,P95,iron_condor,against_flow,5,10:30,13:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.9,73.03,0.415,2335.61,3198.31,1117.05,49,84.17080252539623
1,P99,put_spread,neutral,15,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),96.3,45.37,0.526,838.07,1847.11,364.22,27,84.15822547384833
1,P95,iron_condor,with_flow,10,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.5,61.61,0.439,1553.18,2521.18,738.91,44,84.14729337453097
1,P95,iron_condor,against_flow,10,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.5,61.61,0.439,1553.18,2521.18,738.91,44,84.14729337453097
1,P95,iron_condor,neutral,5,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,52.47,0.447,1408.34,2684.04,704.17,47,84.14495377863221
3,P98,put_spread,with_flow,35,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.8,82.4,0.328,3599.94,4368.81,363.88,16,84.08190565394237
1,P98,iron_condor,with_flow,5,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),97.4,48.45,0.447,974.62,2011.51,461.91,39,84.07127930509915
1,P98,iron_condor,against_flow,5,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),97.4,48.45,0.447,974.62,2011.51,461.91,39,84.07127930509915
1,P98,iron_condor,neutral,20,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,70.71,0.368,3134.0,4431.93,1100.8,57,84.05420665376033
1,P95,iron_condor,neutral,10,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,51.67,0.436,1351.14,2615.18,675.57,49,84.0531571402351
1,P98,call_spread,against_flow,5,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,23.4,0.759,387.91,1657.55,193.95,11,83.98800102561009
1,P95,put_spread,with_flow,5,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,36.67,0.811,883.17,2408.5,441.58,12,83.95942360390285
1,P97,call_spread,against_flow,30,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.7,68.47,0.473,1710.33,2498.0,636.83,12,83.92790512409928
1,P98,iron_condor,against_flow,10,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),97.4,48.22,0.453,984.05,2040.54,466.63,39,83.9203270996893
1,P98,iron_condor,with_flow,10,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),97.4,48.22,0.453,984.05,2040.54,466.63,39,83.9203270996893
1,P95,call_spread,against_flow,15,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),90.0,64.39,0.463,1273.0,1977.0,480.0,10,83.91783788568539
1,P95,call_spread,against_flow,20,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),90.0,64.39,0.463,1273.0,1977.0,480.0,10,83.91783788568539
1,P98,call_spread,against_flow,40,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,46.44,0.84,1665.0,3585.0,832.5,14,83.90880055788006
1,P98,call_spread,against_flow,35,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,46.44,0.84,1665.0,3585.0,832.5,14,83.90880055788006
1,P97,iron_condor,neutral,20,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,60.54,0.414,2264.36,3740.34,1118.12,47,83.79410748220751
1,P95,iron_condor,neutral,20,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.5,67.65,0.385,2091.43,3091.39,958.22,44,83.76208164450294
1,P97,iron_condor,with_flow,20,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,61.78,0.359,2292.94,3711.38,1376.01,52,83.70583110864423
1,P97,iron_condor,against_flow,20,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,61.78,0.359,2292.94,3711.38,1376.01,52,83.70583110864423
1,P97,iron_condor,against_flow,15,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,61.29,0.354,2250.6,3672.31,1354.84,52,83.6006633140993
1,P97,iron_condor,with_flow,15,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,61.29,0.354,2250.6,3672.31,1354.84,52,83.6006633140993
1,P95,iron_condor,with_flow,10,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.1,50.26,0.515,1164.14,2316.23,556.64,35,83.57972107692241
1,P95,iron_condor,against_flow,10,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.1,50.26,0.515,1164.14,2316.23,556.64,35,83.57972107692241
1,P97,call_spread,against_flow,10,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),92.9,42.44,0.593,681.07,1604.64,314.25,14,83.55785482101903
1,P99,iron_condor,with_flow,35,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.1,83.82,0.351,6197.61,7394.31,1073.36,61,83.5277824611086
1,P99,iron_condor,against_flow,35,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.1,83.82,0.351,6197.61,7394.31,1073.36,61,83.5277824611086
1,P98,iron_condor,neutral,5,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,55.89,0.441,1861.13,3329.98,926.12,54,83.5065420783308
1,P95,iron_condor,against_flow,10,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,57.33,0.398,1600.62,2791.72,904.26,50,83.48054223919303
1,P95,iron_condor,with_flow,10,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,57.33,0.398,1600.62,2791.72,904.26,50,83.48054223919303
1,P98,iron_condor,neutral,40,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.5,82.63,0.312,5463.09,6611.7,988.87,67,83.47844063554003
1,P97,iron_condor,neutral,25,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,59.53,0.424,2297.25,3859.25,1119.37,52,83.45685408434282
1,P95,iron_condor,neutral,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),93.5,68.55,0.328,1810.57,2641.43,741.5,46,83.43315626194902
1,P95,iron_condor,against_flow,5,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,57.11,0.397,1594.42,2791.72,901.16,50,83.41754223919304
1,P95,iron_condor,with_flow,5,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,57.11,0.397,1594.42,2791.72,901.16,50,83.41754223919304
1,P95,call_spread,against_flow,20,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,31.69,0.744,670.43,2115.29,335.21,14,83.32946834949345
1,P98,iron_condor,neutral,10,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,55.32,0.436,1842.31,3329.98,916.71,54,83.32404207833079
3,P97,put_spread,neutral,10,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),93.1,48.6,0.373,789.41,1624.38,187.29,29,83.30638995801475
1,P95,put_spread,against_flow,10,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,28.73,0.549,492.29,1713.59,246.15,17,83.24590331117712
1,P97,iron_condor,neutral,10,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,57.61,0.395,2045.21,3549.88,1022.76,43,83.19649326174405
1,P95,call_spread,against_flow,20,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,31.98,0.651,641.41,2005.65,320.71,17,83.17482958143245
1,P95,iron_condor,neutral,5,10:30,13:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.1,69.2,0.408,2254.69,3258.29,1078.58,51,83.16218905008455
1,P98,iron_condor,against_flow,30,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,58.18,0.546,2746.33,4720.73,1373.17,60,83.14963289364145
1,P98,iron_condor,with_flow,30,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,58.18,0.546,2746.33,4720.73,1373.17,60,83.14963289364145
1,P100,iron_condor,against_flow,15,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.9,77.69,0.4,4369.31,5623.88,823.9,59,83.11876364716174
1,P100,iron_condor,with_flow,15,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.9,77.69,0.4,4369.31,5623.88,823.9,59,83.11876364716174
1,P99,iron_condor,with_flow,30,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.4,68.31,0.481,3151.62,4614.02,1473.44,55,83.10011493448229
1,P99,iron_condor,against_flow,30,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.4,68.31,0.481,3151.62,4614.02,1473.44,55,83.10011493448229
1,P95,iron_condor,neutral,20,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,60.59,0.435,2140.04,3531.8,1038.08,49,83.09033481510843
1,P95,iron_condor,neutral,10,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.2,55.64,0.416,1613.26,2899.54,897.82,57,83.05564583347703
1,P97,call_spread,neutral,20,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),100.0,28.8,0.773,597.91,2076.0,298.96,23,83.01791136801542
1,P99,iron_condor,against_flow,5,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.8,60.17,0.546,2444.07,4062.02,1108.76,45,83.0141586722862
1,P99,iron_condor,with_flow,5,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.8,60.17,0.546,2444.07,4062.02,1108.76,45,83.0141586722862
1,P95,iron_condor,neutral,5,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.2,55.45,0.415,1607.82,2899.54,895.1,57,83.00014583347703
1,P99,iron_condor,with_flow,10,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.7,60.43,0.555,2503.7,4143.2,1136.0,44,82.99468671558215
1,P99,iron_condor,against_flow,10,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.7,60.43,0.555,2503.7,4143.2,1136.0,44,82.99468671558215
1,P97,put_spread,neutral,5,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.6,40.25,0.448,707.62,1757.9,335.52,29,82.98371144547471
1,P95,iron_condor,neutral,15,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,60.05,0.429,2096.4,3490.86,1016.9,50,82.97374723420589
5,P95,iron_condor,against_flow,15,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),90.3,91.96,0.308,5563.29,6049.47,608.01,62,82.94007474704395
5,P95,iron_condor,with_flow,20,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),90.3,91.96,0.308,5563.29,6049.47,608.01,62,82.94007474704395
5,P95,iron_condor,against_flow,20,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),90.3,91.96,0.308,5563.29,6049.47,608.01,62,82.94007474704395
5,P95,iron_condor,with_flow,15,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),90.3,91.96,0.308,5563.29,6049.47,608.01,62,82.94007474704395
3,P97,put_spread,with_flow,20,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.7,86.5,0.309,4618.83,5339.5,394.62,12,82.86266907013766
1,P98,put_spread,against_flow,5,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,24.28,0.733,445.4,1834.6,222.84,25,82.83555892292597
1,P95,call_spread,against_flow,15,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),100.0,21.86,0.804,400.23,1830.54,200.12,13,82.82273776044228
1,P95,call_spread,against_flow,25,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,30.28,0.916,768.69,2539.0,384.35,13,82.77511697518707
1,P99,iron_condor,with_flow,5,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,60.86,0.432,2300.4,3779.76,1107.15,50,82.76234124917984
1,P99,iron_condor,against_flow,5,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,60.86,0.432,2300.4,3779.76,1107.15,50,82.76234124917984
1,P95,iron_condor,against_flow,10,10:30,13:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),92.2,71.74,0.39,2252.41,3139.69,1039.65,51,82.74505564243604
1,P95,iron_condor,with_flow,10,10:30,13:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),92.2,71.74,0.39,2252.41,3139.69,1039.65,51,82.74505564243604
1,P100,iron_condor,with_flow,5,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.1,80.62,0.366,4294.0,5325.95,758.12,58,82.69819860306612
1,P100,iron_condor,with_flow,10,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.1,80.62,0.366,4294.0,5325.95,758.12,58,82.69819860306612
1,P100,iron_condor,against_flow,5,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.1,80.62,0.366,4294.0,5325.95,758.12,58,82.69819860306612
1,P100,iron_condor,against_flow,10,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.1,80.62,0.366,4294.0,5325.95,758.12,58,82.69819860306612
1,P95,iron_condor,with_flow,10,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.7,62.33,0.389,1903.76,3054.54,881.99,46,82.66213073981679
1,P95,iron_condor,against_flow,10,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.7,62.33,0.389,1903.76,3054.54,881.99,46,82.66213073981679
1,P100,iron_condor,against_flow,20,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.9,76.09,0.398,4361.95,5732.98,820.22,59,82.63508708734376
1,P100,iron_condor,with_flow,20,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.9,76.09,0.398,4361.95,5732.98,820.22,59,82.63508708734376
1,P99,iron_condor,with_flow,10,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,60.24,0.428,2259.25,3750.55,1087.42,51,82.6165512258202
1,P99,iron_condor,against_flow,10,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,60.24,0.428,2259.25,3750.55,1087.42,51,82.6165512258202
1,P98,put_spread,against_flow,10,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,23.57,0.714,429.15,1820.85,214.71,26,82.58838115440591
1,P97,iron_condor,against_flow,10,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,49.1,0.51,1577.56,3213.08,788.96,48,82.57955712276072
1,P97,iron_condor,with_flow,10,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,49.1,0.51,1577.56,3213.08,788.96,48,82.57955712276072
1,P97,iron_condor,with_flow,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),100.0,51.04,0.36,1484.88,2909.34,910.02,41,82.51441137852571
1,P97,iron_condor,against_flow,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),100.0,51.04,0.36,1484.88,2909.34,910.02,41,82.51441137852571
1,P97,put_spread,neutral,10,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.8,37.95,0.434,665.55,1753.81,315.66,31,82.44324384910567
1,P98,put_spread,against_flow,15,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,36.62,0.693,949.25,2592.42,474.62,24,82.41379929949622
1,P98,iron_condor,with_flow,25,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,64.47,0.429,3182.12,4935.98,1070.06,51,82.40138027504163
1,P98,iron_condor,against_flow,25,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.0,64.47,0.429,3182.12,4935.98,1070.06,51,82.40138027504163
1,P98,iron_condor,neutral,5,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),97.9,42.68,0.451,912.85,2138.65,435.79,48,82.36969382554415
1,P95,call_spread,against_flow,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),100.0,27.15,0.848,617.79,2275.07,308.89,14,82.36243830079954
3,P95,put_spread,against_flow,20,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),100.0,21.28,0.899,433.53,2037.06,217.21,17,82.33007114174349
1,P97,put_spread,against_flow,5,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.8,37.53,0.305,528.69,1408.81,208.44,16,82.29887850384367
1,P98,iron_condor,neutral,10,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),97.9,42.56,0.455,920.25,2162.23,439.49,48,82.26970979035534
1,P99,iron_condor,against_flow,15,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.6,69.2,0.427,3885.29,5614.36,1413.15,58,82.23829383224445
1,P99,iron_condor,with_flow,15,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.6,69.2,0.427,3885.29,5614.36,1413.15,58,82.23829383224445
1,P99,iron_condor,with_flow,20,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.6,69.2,0.427,3884.95,5614.36,1412.97,58,82.23829383224445
1,P99,iron_condor,against_flow,20,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.6,69.2,0.427,3884.95,5614.36,1412.97,58,82.23829383224445
1,P95,iron_condor,neutral,5,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.2,58.58,0.414,1786.11,3048.77,869.85,53,82.23702256647762
1,P99,iron_condor,neutral,10,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.9,57.23,0.543,2378.7,4156.23,1080.89,47,82.20355323093285
1,P97,put_spread,with_flow,30,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,36.42,0.73,1005.53,2761.13,502.77,15,82.1884112120762
1,P99,iron_condor,neutral,5,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.9,57.0,0.535,2325.4,4079.85,1056.5,48,82.17214101008616
3,P95,iron_condor,neutral,5,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.3,55.18,0.583,1860.07,3370.96,852.76,54,82.17202798015994
1,P97,iron_condor,with_flow,5,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,48.02,0.504,1566.51,3262.23,783.44,47,82.16777557376396
1,P97,iron_condor,against_flow,5,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,48.02,0.504,1566.51,3262.23,783.44,47,82.16777557376396
1,P100,iron_condor,neutral,35,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.8,81.75,0.338,5992.02,7330.08,1046.08,65,82.14998318162966
1,P97,put_spread,with_flow,5,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),100.0,32.0,0.492,628.09,1962.82,314.05,11,82.12542134276195
5,P95,iron_condor,neutral,15,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),90.9,86.93,0.321,5317.47,6117.17,616.83,66,82.1099857262427
5,P95,iron_condor,neutral,20,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),90.9,86.93,0.321,5317.47,6117.17,616.83,66,82.1099857262427
