dte,band,band_description,max_width_cap,time_pst,time_et,time_bucket_id,time_bucket,spread_type,flow_mode,spread_width,n_trades,win_rate_pct,avg_credit,avg_max_risk,n_contracts,avg_credit_30k,roi_pct,avg_pnl,avg_pnl_30k,total_pnl_30k,median_pnl,min_pnl,max_pnl,pnl_std,sharpe,avg_hold_days,pass_win_rate,pass_roi,pass_min_trades,pass_sharpe,pass_avg_pnl,successful,score_balanced,score_risk_adjusted,capital_efficiency,score_capital_efficient,profile
1,P97,1.5/98.5 pct of 100d moves,36,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),iron_condor,neutral,5,43,97.7,1197.37,1476.72,20,23947.4,81.08,808.95,16179.0,695697.0,50.0,-435.0,20018.0,3089.37,0.262,1.0,True,True,True,True,True,True,75.794,82.09000000000002,0.5478018852592231,56.090188525922315,capital_efficient
1,P99,0.5/99.5 pct of 100d moves,60,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),put_spread,with_flow,10,12,100.0,1053.0,988.67,30,31590.0,106.51,526.5,15795.0,189540.0,364.5,1.0,2383.5,651.29,0.808,1.0,True,True,True,True,True,True,90.033,92.12,0.5325336057531835,57.29336057531835,capital_efficient
1,P99,0.5/99.5 pct of 100d moves,60,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),put_spread,with_flow,5,12,100.0,1053.0,988.67,30,31590.0,106.51,526.5,15795.0,189540.0,364.5,1.0,2383.5,651.29,0.808,1.0,True,True,True,True,True,True,90.033,92.12,0.5325336057531835,57.29336057531835,capital_efficient
1,P97,1.5/98.5 pct of 100d moves,36,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),iron_condor,neutral,10,45,100.0,1166.76,1527.73,19,22168.44,76.37,794.69,15099.11,679460.0,96.5,0.5,20018.0,3017.1,0.263,1.0,True,True,True,True,True,True,75.541,83.945,0.5201769946260137,53.33269946260137,capital_efficient
1,P98,1.0/99.0 pct of 100d moves,48,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),put_spread,with_flow,10,13,100.0,881.38,849.38,35,30848.3,103.77,440.69,15424.15,200513.9,245.0,1.0,2383.5,650.6,0.677,1.0,True,True,True,True,True,True,87.901,90.155,0.5188372695377805,55.26872695377805,capital_efficient
1,P98,1.0/99.0 pct of 100d moves,48,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),put_spread,with_flow,5,13,100.0,881.38,849.38,35,30848.3,103.77,440.69,15424.15,200513.9,245.0,1.0,2383.5,650.6,0.677,1.0,True,True,True,True,True,True,87.901,90.155,0.5188372695377805,55.26872695377805,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,12:00,15:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,against_flow,5,48,97.9,2319.67,2466.42,12,27836.04,94.05,1241.52,14898.24,715115.5,250.0,-968.0,10310.0,2191.9,0.566,1.0,True,True,True,True,True,True,82.825,86.81,0.5033692558445033,53.16692558445033,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,12:00,15:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,with_flow,5,48,97.9,2319.67,2466.42,12,27836.04,94.05,1241.52,14898.24,715115.5,250.0,-968.0,10310.0,2191.9,0.566,1.0,True,True,True,True,True,True,82.825,86.81,0.5033692558445033,53.16692558445033,capital_efficient
1,P100,0.0/100.0 pct (min/max of 100d moves),60,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),put_spread,with_flow,10,13,100.0,823.62,830.23,36,29650.32,99.2,411.81,14825.16,192727.1,226.0,1.0,2383.5,660.86,0.623,1.0,True,True,True,True,True,True,85.99,89.345,0.49601917540922397,52.716917540922395,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,10,38,97.4,2285.55,2502.34,11,25141.05,91.34,1172.28,12895.08,490013.0,71.0,-935.0,7605.0,2210.81,0.53,1.0,True,True,True,True,True,True,81.402,85.87000000000002,0.4684735087957671,49.49735087957671,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,10,38,97.4,2285.55,2502.34,11,25141.05,91.34,1172.28,12895.08,490013.0,71.0,-935.0,7605.0,2210.81,0.53,1.0,True,True,True,True,True,True,81.402,85.87000000000002,0.4684735087957671,49.49735087957671,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),iron_condor,with_flow,15,36,100.0,1894.14,2032.19,14,26517.96,93.21,949.08,13287.12,478336.3,277.5,1.0,8946.0,1827.38,0.519,1.0,True,True,True,True,True,True,83.15299999999999,87.785,0.467023260620316,49.2973260620316,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),iron_condor,against_flow,15,36,100.0,1894.14,2032.19,14,26517.96,93.21,949.08,13287.12,478336.3,277.5,1.0,8946.0,1827.38,0.519,1.0,True,True,True,True,True,True,83.15299999999999,87.785,0.467023260620316,49.2973260620316,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,12:00,15:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,against_flow,10,49,98.0,2348.92,2666.55,11,25838.12,88.09,1235.51,13590.61,665939.9,255.0,-968.0,9451.0,2137.48,0.578,1.0,True,True,True,True,True,True,81.207,87.07000000000001,0.46333652097279254,49.223652097279256,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,12:00,15:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,with_flow,10,49,98.0,2348.92,2666.55,11,25838.12,88.09,1235.51,13590.61,665939.9,255.0,-968.0,9451.0,2137.48,0.578,1.0,True,True,True,True,True,True,81.207,87.07000000000001,0.46333652097279254,49.223652097279256,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),iron_condor,with_flow,20,35,100.0,1916.8,2099.0,14,26835.2,91.32,960.47,13446.58,470630.3,270.0,1.0,8946.0,1852.82,0.518,1.0,True,True,True,True,True,True,82.576,87.77,0.45758456407813247,48.348456407813245,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),iron_condor,against_flow,20,35,100.0,1916.8,2099.0,14,26835.2,91.32,960.47,13446.58,470630.3,270.0,1.0,8946.0,1852.82,0.518,1.0,True,True,True,True,True,True,82.576,87.77,0.45758456407813247,48.348456407813245,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,5,35,97.1,2250.74,2536.2,11,24758.14,88.74,1157.36,12730.96,445583.6,70.0,-935.0,7605.0,2245.92,0.515,1.0,True,True,True,True,True,True,80.322,85.405,0.4563362510842993,48.208625108429935,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,5,35,97.1,2250.74,2536.2,11,24758.14,88.74,1157.36,12730.96,445583.6,70.0,-935.0,7605.0,2245.92,0.515,1.0,True,True,True,True,True,True,80.322,85.405,0.4563362510842993,48.208625108429935,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,15,39,94.9,2673.74,2837.21,10,26737.4,94.24,1238.15,12381.5,482878.5,70.0,-2313.0,12065.0,2758.19,0.449,1.0,True,True,True,True,True,True,80.212,82.655,0.43639702383679746,45.884702383679745,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,15,39,94.9,2673.74,2837.21,10,26737.4,94.24,1238.15,12381.5,482878.5,70.0,-2313.0,12065.0,2758.19,0.449,1.0,True,True,True,True,True,True,80.212,82.655,0.43639702383679746,45.884702383679745,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,neutral,10,50,100.0,2433.54,3210.02,9,21901.86,75.81,1388.86,12499.74,624987.0,90.5,2.0,19610.0,3625.03,0.383,1.0,True,True,True,True,True,True,76.57300000000001,85.745,0.432663970940991,45.181397094099104,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,neutral,5,48,100.0,2466.17,3290.02,9,22195.53,74.96,1382.33,12440.97,597166.6,90.5,2.0,16729.0,3401.81,0.406,1.0,True,True,True,True,True,True,76.548,86.09,0.4201585400696652,44.04585400696652,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,with_flow,10,45,100.0,2300.98,3259.38,9,20708.82,70.6,1341.7,12075.3,543388.5,61.5,2.0,19610.0,3679.86,0.365,1.0,True,True,True,True,True,True,74.83,85.475,0.4116427050543355,42.98927050543355,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,against_flow,10,45,100.0,2300.98,3259.38,9,20708.82,70.6,1341.7,12075.3,543388.5,61.5,2.0,19610.0,3679.86,0.365,1.0,True,True,True,True,True,True,74.83,85.475,0.4116427050543355,42.98927050543355,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),iron_condor,neutral,15,43,100.0,1724.88,2123.86,14,24148.32,81.21,864.13,12097.82,520206.3,250.0,0.5,8946.0,1699.19,0.509,1.0,True,True,True,True,True,True,79.453,87.635,0.4068676843106419,43.23176843106419,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,10,43,97.7,2081.58,2641.44,11,22897.38,78.8,1066.86,11735.46,504624.8,116.5,-935.0,7605.0,2097.01,0.509,1.0,True,True,True,True,True,True,77.58,85.79500000000002,0.40389333091041246,42.934333091041246,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,06:30,09:30,A,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),iron_condor,neutral,20,42,100.0,1746.52,2181.71,13,22704.76,80.05,874.99,11374.87,477744.5,236.75,0.5,8946.0,1720.9,0.508,1.0,True,True,True,True,True,True,79.095,87.62,0.4010569690747166,42.64569690747166,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,with_flow,5,43,100.0,2331.23,3350.98,8,18649.84,69.57,1332.22,10657.76,458283.7,61.5,2.0,16729.0,3435.75,0.388,1.0,True,True,True,True,True,True,74.751,85.82,0.39756131042262266,41.696131042262266,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,10:00,13:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,against_flow,5,43,100.0,2331.23,3350.98,8,18649.84,69.57,1332.22,10657.76,458283.7,61.5,2.0,16729.0,3435.75,0.388,1.0,True,True,True,True,True,True,74.751,85.82,0.39756131042262266,41.696131042262266,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,12:00,15:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,neutral,5,54,96.3,2105.63,2761.78,10,21056.3,76.24,1088.52,10885.2,587800.8,237.75,-1877.0,10310.0,2126.53,0.512,1.0,True,True,True,True,True,True,76.142,84.72,0.3941371144696536,41.97371144696536,capital_efficient
1,P95,2.5/97.5 pct of 100d moves,36,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,5,40,97.5,2035.82,2681.5,11,22394.02,75.92,1045.9,11504.9,460196.0,94.25,-935.0,7605.0,2119.49,0.493,1.0,True,True,True,True,True,True,76.456,85.395,0.3900428864441544,41.46928864441544,capital_efficient
3,P98,1.0/99.0 pct of 100d moves,69,07:15,10:15,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,10,14,100.0,2800.43,5449.57,5,14002.15,51.39,2083.79,10418.95,145865.3,47.0,1.0,26895.0,7144.43,0.292,2.8,True,True,True,True,True,True,68.337,84.38,0.3823769581820217,39.69769581820217,capital_efficient
