dte,band,band_description,max_width_cap,time_pst,time_et,time_bucket_id,time_bucket,spread_type,flow_mode,spread_width,n_trades,win_rate_pct,avg_credit,avg_max_risk,n_contracts,avg_credit_30k,roi_pct,avg_pnl,avg_pnl_30k,total_pnl_30k,median_pnl,min_pnl,max_pnl,pnl_std,sharpe,avg_hold_days,pass_win_rate,pass_roi,pass_min_trades,pass_sharpe,pass_avg_pnl,successful,score_balanced,score_risk_adjusted,capital_efficiency,score_capital_efficient,rank_metric,rank
5,P100,0.0/100.0 pct (min/max of 100d moves),86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,20,20,85.0,30880.4,5594.6,5,154402.0,551.97,36.22,181.1,3622.0,96.75,-2240.0,1266.5,861.18,0.042,3.4,True,True,True,True,True,True,208.511,68.63,0.0064741000250241295,0.857410002502413,roi,11
5,P100,0.0/100.0 pct (min/max of 100d moves),86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,10,20,85.0,30880.4,5594.6,5,154402.0,551.97,36.22,181.1,3622.0,96.75,-2240.0,1266.5,861.18,0.042,3.4,True,True,True,True,True,True,208.511,68.63,0.0064741000250241295,0.857410002502413,roi,12
5,P100,0.0/100.0 pct (min/max of 100d moves),86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,5,20,85.0,30880.4,5594.6,5,154402.0,551.97,36.22,181.1,3622.0,96.75,-2240.0,1266.5,861.18,0.042,3.4,True,True,True,True,True,True,208.511,68.63,0.0064741000250241295,0.857410002502413,roi,13
5,P100,0.0/100.0 pct (min/max of 100d moves),86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,25,20,85.0,30880.4,5594.6,5,154402.0,551.97,36.22,181.1,3622.0,96.75,-2240.0,1266.5,861.18,0.042,3.4,True,True,True,True,True,True,208.511,68.63,0.0064741000250241295,0.857410002502413,roi,14
5,P100,0.0/100.0 pct (min/max of 100d moves),86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,against_flow,15,20,85.0,30880.4,5594.6,5,154402.0,551.97,36.22,181.1,3622.0,96.75,-2240.0,1266.5,861.18,0.042,3.4,True,True,True,True,True,True,208.511,68.63,0.0064741000250241295,0.857410002502413,roi,15
5,P95,2.5/97.5 pct of 100d moves,52,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,neutral,5,34,94.1,33965.59,8078.53,3,101896.77,420.44,44.07,132.21,4495.1,49.5,-8750.0,2950.0,1725.38,0.026,3.8,True,True,True,True,True,True,173.442,75.67,0.005455200389179715,0.6755200389179715,roi,16
5,P95,2.5/97.5 pct of 100d moves,52,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,neutral,10,34,94.1,33965.59,8078.53,3,101896.77,420.44,44.07,132.21,4495.1,49.5,-8750.0,2950.0,1725.38,0.026,3.8,True,True,True,True,True,True,173.442,75.67,0.005455200389179715,0.6755200389179715,roi,17
3,P98,1.0/99.0 pct of 100d moves,69,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,with_flow,55,26,96.2,44701.38,11164.0,2,89402.76,400.41,259.35,518.7,13486.2,86.25,-8750.0,3760.0,2106.6,0.123,2.9,True,True,True,True,True,True,169.453,78.805,0.023230920816911502,2.93809208169115,roi,18
3,P98,1.0/99.0 pct of 100d moves,69,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,with_flow,60,26,96.2,44701.38,11164.0,2,89402.76,400.41,259.35,518.7,13486.2,86.25,-8750.0,3760.0,2106.6,0.123,2.9,True,True,True,True,True,True,169.453,78.805,0.023230920816911502,2.93809208169115,roi,19
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,10,58,91.4,21575.71,5480.97,5,107878.55,393.65,802.49,4012.45,232722.1,209.0,-997.0,7597.0,1616.82,0.496,2.7,True,True,True,True,True,True,168.755,80.56,0.14641386469913173,17.121386469913173,roi,20
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,10,58,91.4,21575.71,5480.97,5,107878.55,393.65,802.49,4012.45,232722.1,209.0,-997.0,7597.0,1616.82,0.496,2.7,True,True,True,True,True,True,168.755,80.56,0.14641386469913173,17.121386469913173,roi,21
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,5,58,91.4,21560.45,5480.97,5,107802.25,393.37,794.86,3974.3,230509.4,209.0,-997.0,7597.0,1615.29,0.492,2.7,True,True,True,True,True,True,168.631,80.5,0.14502177534268568,16.96217753426857,roi,22
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,5,58,91.4,21560.45,5480.97,5,107802.25,393.37,794.86,3974.3,230509.4,209.0,-997.0,7597.0,1615.29,0.492,2.7,True,True,True,True,True,True,168.631,80.5,0.14502177534268568,16.96217753426857,roi,23
5,P95,2.5/97.5 pct of 100d moves,52,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,neutral,15,38,94.7,30435.71,7774.82,3,91307.13,391.47,62.16,186.48,7086.2,49.5,-8750.0,2950.0,1633.41,0.038,3.8,True,True,True,True,True,True,165.171,76.33,0.007995040399649123,0.9895040399649122,roi,24
5,P95,2.5/97.5 pct of 100d moves,52,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,neutral,20,38,94.7,30435.71,7774.82,3,91307.13,391.47,62.16,186.48,7086.2,49.5,-8750.0,2950.0,1633.41,0.038,3.8,True,True,True,True,True,True,165.171,76.33,0.007995040399649123,0.9895040399649122,roi,25
3,P98,1.0/99.0 pct of 100d moves,69,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,with_flow,65,27,96.3,43048.56,11044.04,2,86097.12,389.79,251.13,502.26,13561.0,72.5,-8750.0,3760.0,2066.13,0.122,2.9,True,True,True,True,True,True,166.307,78.87,0.022738961466999393,2.8838961466999393,roi,26
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,5,48,91.7,25347.9,6553.4,4,101391.6,386.79,630.54,2522.16,121063.7,98.5,-1416.0,7906.0,1524.86,0.414,2.6,True,True,True,True,True,True,166.02700000000002,79.57,0.09621570482497635,11.691570482497635,roi,27
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,5,48,91.7,25347.9,6553.4,4,101391.6,386.79,630.54,2522.16,121063.7,98.5,-1416.0,7906.0,1524.86,0.414,2.6,True,True,True,True,True,True,166.02700000000002,79.57,0.09621570482497635,11.691570482497635,roi,28
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,10,49,91.8,24884.82,6442.16,4,99539.28,386.28,644.79,2579.16,126378.8,111.5,-1416.0,7906.0,1508.55,0.427,2.7,True,True,True,True,True,True,166.05399999999997,79.845,0.10008910055012604,12.143910055012604,roi,29
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,10,49,91.8,24884.82,6442.16,4,99539.28,386.28,644.79,2579.16,126378.8,111.5,-1416.0,7906.0,1508.55,0.427,2.7,True,True,True,True,True,True,166.05399999999997,79.845,0.10008910055012604,12.143910055012604,roi,30
5,P95,2.5/97.5 pct of 100d moves,52,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),call_spread,neutral,25,38,94.7,30432.16,7975.74,3,91296.48,381.56,60.38,181.14,6883.3,37.75,-8750.0,2950.0,1633.45,0.037,3.8,True,True,True,True,True,True,162.18800000000002,76.31500000000001,0.0075704574121022005,0.9420457412102201,roi,31
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,15,56,89.3,22054.59,5916.36,5,110272.95,372.77,554.33,2771.65,155212.4,216.0,-2987.0,5502.0,1297.76,0.427,2.7,True,True,True,True,True,True,160.75099999999998,77.845,0.09369443373966427,11.504443373966426,roi,32
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,15,56,89.3,22054.59,5916.36,5,110272.95,372.77,554.33,2771.65,155212.4,216.0,-2987.0,5502.0,1297.76,0.427,2.7,True,True,True,True,True,True,160.75099999999998,77.845,0.09369443373966427,11.504443373966426,roi,33
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,20,55,89.1,22327.51,6000.25,4,89310.04,372.11,500.37,2001.48,110081.4,192.5,-2987.0,5502.0,1244.71,0.402,2.7,True,True,True,True,True,True,160.20299999999997,77.31,0.08339152535311029,10.349152535311028,roi,34
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,20,55,89.1,22327.51,6000.25,4,89310.04,372.11,500.37,2001.48,110081.4,192.5,-2987.0,5502.0,1244.71,0.402,2.7,True,True,True,True,True,True,160.20299999999997,77.31,0.08339152535311029,10.349152535311028,roi,35
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,15,53,90.6,22877.87,6167.74,4,91511.48,370.93,378.36,1513.44,80212.3,99.5,-4348.0,5512.0,1201.7,0.315,2.7,True,True,True,True,True,True,159.72899999999998,77.205,0.0613449983300204,7.70949983300204,roi,36
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,15,53,90.6,22877.87,6167.74,4,91511.48,370.93,378.36,1513.44,80212.3,99.5,-4348.0,5512.0,1201.7,0.315,2.7,True,True,True,True,True,True,159.72899999999998,77.205,0.0613449983300204,7.70949983300204,roi,37
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,10,57,91.2,32185.51,8681.05,3,96556.53,370.76,389.18,1167.54,66549.8,72.5,-8740.0,9525.0,2493.49,0.156,3.6,True,True,True,True,True,True,158.388,75.30000000000001,0.04483098242724095,5.263098242724095,roi,38
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,10,57,91.2,32185.51,8681.05,3,96556.53,370.76,389.18,1167.54,66549.8,72.5,-8740.0,9525.0,2493.49,0.156,3.6,True,True,True,True,True,True,158.388,75.30000000000001,0.04483098242724095,5.263098242724095,roi,39
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,5,57,91.2,32185.16,8681.05,3,96555.48,370.75,389.0,1167.0,66519.0,72.5,-8740.0,9525.0,2493.31,0.156,3.6,True,True,True,True,True,True,158.385,75.30000000000001,0.04481024760829624,5.261024760829624,roi,40
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,5,57,91.2,32185.16,8681.05,3,96555.48,370.75,389.0,1167.0,66519.0,72.5,-8740.0,9525.0,2493.31,0.156,3.6,True,True,True,True,True,True,158.385,75.30000000000001,0.04481024760829624,5.261024760829624,roi,41
10,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,15,48,87.5,33094.6,8962.96,3,99283.8,369.24,1234.65,3703.95,177789.6,237.25,-2572.0,17849.0,3043.52,0.406,6.0,True,True,True,True,True,True,158.582,76.09,0.1377502521488437,15.80502521488437,roi,42
10,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,20,48,87.5,33094.6,8962.96,3,99283.8,369.24,1234.65,3703.95,177789.6,237.25,-2572.0,17849.0,3043.52,0.406,6.0,True,True,True,True,True,True,158.582,76.09,0.1377502521488437,15.80502521488437,roi,43
10,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,10,49,89.8,32348.73,8764.02,3,97046.19,369.11,1224.88,3674.64,180057.4,244.5,-2572.0,17849.0,3012.42,0.407,6.2,True,True,True,True,True,True,159.703,77.94500000000001,0.13976234650308877,16.011234650308875,roi,44
10,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,5,49,89.8,32348.73,8764.02,3,97046.19,369.11,1224.88,3674.64,180057.4,244.5,-2572.0,17849.0,3012.42,0.407,6.2,True,True,True,True,True,True,159.703,77.94500000000001,0.13976234650308877,16.011234650308875,roi,45
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,10,63,92.1,19935.24,5426.68,5,99676.2,367.36,774.75,3873.75,244046.2,178.5,-997.0,7597.0,1567.26,0.494,2.7,True,True,True,True,True,True,161.19799999999998,81.08999999999999,0.14276684823870212,16.74668482387021,roi,46
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,5,53,92.5,22977.17,6254.64,4,91908.68,367.36,581.35,2325.4,123246.2,97.5,-1416.0,7906.0,1458.46,0.399,2.7,True,True,True,True,True,True,160.44799999999998,79.985,0.09294699615005819,11.28969961500582,roi,47
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,10,53,92.5,23023.25,6270.08,4,92093.0,367.19,604.39,2417.56,128130.7,99.5,-1416.0,7906.0,1457.01,0.415,2.7,True,True,True,True,True,True,160.55700000000002,80.225,0.09639270950290905,11.714270950290905,roi,48
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,5,63,92.1,19921.19,5426.68,5,99605.95,367.1,767.72,3838.6,241831.8,178.5,-997.0,7597.0,1565.69,0.49,2.7,True,True,True,True,True,True,161.08,81.02999999999999,0.14147139687617474,16.597139687617474,roi,49
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,20,55,92.7,33359.25,9147.2,3,100077.75,364.69,419.75,1259.25,69258.8,115.0,-8740.0,9525.0,2535.09,0.166,3.6,True,True,True,True,True,True,157.417,76.65,0.04588835927934231,5.418835927934231,roi,50
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,20,55,92.7,33359.25,9147.2,3,100077.75,364.69,419.75,1259.25,69258.8,115.0,-8740.0,9525.0,2535.09,0.166,3.6,True,True,True,True,True,True,157.417,76.65,0.04588835927934231,5.418835927934231,roi,51
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,15,56,92.9,32761.43,9009.96,3,98284.29,363.61,409.79,1229.37,68844.7,111.25,-8740.0,9525.0,2512.67,0.163,3.6,True,True,True,True,True,True,157.163,76.76500000000001,0.04548188893180437,5.363188893180437,roi,52
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,15,56,92.9,32761.43,9009.96,3,98284.29,363.61,409.79,1229.37,68844.7,111.25,-8740.0,9525.0,2512.67,0.163,3.6,True,True,True,True,True,True,157.163,76.76500000000001,0.04548188893180437,5.363188893180437,roi,53
10,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,25,46,87.0,34583.26,9524.39,3,103749.78,363.1,1224.49,3673.47,168979.6,242.0,-2877.0,17849.0,3158.81,0.388,6.0,True,True,True,True,True,True,156.31,75.42000000000002,0.1285636140477238,14.796361404772378,roi,54
1,P100,0.0/100.0 pct (min/max of 100d moves),60,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,neutral,50,39,87.2,31077.38,8640.56,3,93232.14,359.67,21.73,65.19,2542.4,64.0,-6918.0,4952.5,1787.76,0.012,0.9,True,True,True,True,True,True,151.621,69.94000000000001,0.002514883294601276,0.3114883294601276,roi,55
1,P100,0.0/100.0 pct (min/max of 100d moves),60,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),call_spread,neutral,45,39,87.2,31030.97,8635.69,3,93092.91,359.33,26.6,79.8,3112.2,64.0,-6918.0,4952.5,1787.3,0.015,0.9,True,True,True,True,True,True,151.549,69.985,0.0030802402587401818,0.3830240258740182,roi,56
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,15,57,91.2,21287.77,6026.98,4,85151.08,353.21,359.49,1437.96,81963.7,97.5,-4348.0,5512.0,1160.79,0.31,2.7,True,True,True,True,True,True,154.66299999999998,77.61000000000001,0.05964678827538834,7.514678827538834,roi,57
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,10,63,90.5,29436.62,8425.27,3,88309.86,349.38,316.34,949.02,59788.3,62.5,-8740.0,9525.0,2455.24,0.129,3.6,True,True,True,True,True,True,151.35399999999998,74.33500000000001,0.03754657120780699,4.399657120780699,roi,58
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,5,63,90.5,29436.25,8425.27,3,88308.75,349.38,316.16,948.48,59754.2,62.5,-8740.0,9525.0,2455.07,0.129,3.6,True,True,True,True,True,True,151.35399999999998,74.33500000000001,0.03752520690731573,4.397520690731573,roi,59
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,20,54,90.7,22467.96,6484.2,4,89871.84,346.5,378.23,1512.92,81697.7,105.5,-4348.0,5512.0,1190.38,0.318,2.7,True,True,True,True,True,True,152.48000000000002,77.33,0.058331020017889645,7.423102001788965,roi,60
3,P99,0.5/99.5 pct of 100d moves,86,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,20,54,90.7,22467.96,6484.2,4,89871.84,346.5,378.23,1512.92,81697.7,105.5,-4348.0,5512.0,1190.38,0.318,2.7,True,True,True,True,True,True,152.48000000000002,77.33,0.058331020017889645,7.423102001788965,roi,61
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,25,59,93.2,31061.58,8985.22,3,93184.74,345.7,373.28,1119.84,66070.6,130.0,-8740.0,9525.0,2404.47,0.155,3.7,True,True,True,True,True,True,151.85999999999999,76.885,0.04154377967373086,4.929377967373086,roi,62
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,25,59,93.2,31061.58,8985.22,3,93184.74,345.7,373.28,1119.84,66070.6,130.0,-8740.0,9525.0,2404.47,0.155,3.7,True,True,True,True,True,True,151.85999999999999,76.885,0.04154377967373086,4.929377967373086,roi,63
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,15,62,90.3,19994.6,5793.9,5,99973.0,345.1,537.85,2689.25,166733.5,188.25,-2987.0,5502.0,1252.24,0.43,2.7,True,True,True,True,True,True,152.98,78.69,0.09283039058319958,11.43303905831996,roi,64
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,20,61,90.2,20206.9,5867.54,5,101034.5,344.38,488.93,2444.65,149123.6,184.0,-2987.0,5502.0,1201.42,0.407,2.7,True,True,True,True,True,True,152.48399999999998,78.26500000000001,0.08332793640946631,10.367793640946632,roi,65
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,20,61,91.8,30404.7,8837.18,3,91214.1,344.05,341.48,1024.44,62490.8,107.5,-8740.0,9525.0,2492.85,0.137,3.6,True,True,True,True,True,True,150.485,75.495,0.03864128602110628,4.549128602110628,roi,66
10,P95,2.5/97.5 pct of 100d moves,52,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,10,44,86.4,27664.59,8055.61,3,82993.77,343.42,231.41,694.23,30546.1,142.5,-9998.0,5512.0,2222.75,0.104,6.8,True,True,True,True,True,True,147.26600000000002,70.68,0.028726564468736695,3.3926564468736693,roi,67
10,P95,2.5/97.5 pct of 100d moves,52,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,10,44,86.4,27664.59,8055.61,3,82993.77,343.42,231.41,694.23,30546.1,142.5,-9998.0,5512.0,2222.75,0.104,6.8,True,True,True,True,True,True,147.26600000000002,70.68,0.028726564468736695,3.3926564468736693,roi,68
5,P99,0.5/99.5 pct of 100d moves,86,07:45,10:45,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,15,62,91.9,29912.47,8718.23,3,89737.41,343.1,333.79,1001.37,62084.9,90.0,-8740.0,9525.0,2472.74,0.135,3.6,True,True,True,True,True,True,150.23000000000002,75.54500000000002,0.03828644116982461,4.5036441169824615,roi,69
3,P98,1.0/99.0 pct of 100d moves,69,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,with_flow,15,52,86.5,24327.38,7098.77,4,97309.52,342.7,408.96,1635.84,85063.7,121.25,-9636.0,9094.0,2574.75,0.159,2.7,True,True,True,True,True,True,147.64999999999998,71.58500000000001,0.057609980320534396,6.55599803205344,roi,70
3,P98,1.0/99.0 pct of 100d moves,69,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,against_flow,15,52,86.5,24327.38,7098.77,4,97309.52,342.7,408.96,1635.84,85063.7,121.25,-9636.0,9094.0,2574.75,0.159,2.7,True,True,True,True,True,True,147.64999999999998,71.58500000000001,0.057609980320534396,6.55599803205344,roi,71
3,P98,1.0/99.0 pct of 100d moves,69,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,against_flow,20,52,86.5,24326.71,7098.77,4,97306.84,342.69,408.62,1634.48,84993.0,121.25,-9636.0,9094.0,2574.67,0.159,2.7,True,True,True,True,True,True,147.647,71.58500000000001,0.057562084699180276,6.551208469918027,roi,72
3,P98,1.0/99.0 pct of 100d moves,69,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,with_flow,20,52,86.5,24326.71,7098.77,4,97306.84,342.69,408.62,1634.48,84993.0,121.25,-9636.0,9094.0,2574.67,0.159,2.7,True,True,True,True,True,True,147.647,71.58500000000001,0.057562084699180276,6.551208469918027,roi,73
10,P95,2.5/97.5 pct of 100d moves,52,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,5,44,86.4,27583.16,8055.61,3,82749.48,342.41,204.31,612.93,26968.9,142.5,-9998.0,5512.0,2210.43,0.092,7.0,True,True,True,True,True,True,146.84300000000002,70.5,0.025362449274480767,2.9962449274480765,roi,74
10,P95,2.5/97.5 pct of 100d moves,52,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,5,44,86.4,27583.16,8055.61,3,82749.48,342.41,204.31,612.93,26968.9,142.5,-9998.0,5512.0,2210.43,0.092,7.0,True,True,True,True,True,True,146.84300000000002,70.5,0.025362449274480767,2.9962449274480765,roi,75
1,P100,0.0/100.0 pct (min/max of 100d moves),60,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,against_flow,10,51,92.2,24566.33,7182.18,4,98265.32,342.05,568.46,2273.84,115965.8,165.0,-6896.0,13294.5,2325.35,0.244,0.9,True,True,True,True,True,True,151.155,77.42,0.07914867073785396,9.134867073785397,roi,76
1,P100,0.0/100.0 pct (min/max of 100d moves),60,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,with_flow,10,51,92.2,24566.33,7182.18,4,98265.32,342.05,568.46,2273.84,115965.8,165.0,-6896.0,13294.5,2325.35,0.244,0.9,True,True,True,True,True,True,151.155,77.42,0.07914867073785396,9.134867073785397,roi,77
1,P100,0.0/100.0 pct (min/max of 100d moves),60,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,with_flow,5,51,92.2,24566.33,7182.18,4,98265.32,342.05,568.46,2273.84,115965.8,165.0,-6896.0,13294.5,2325.35,0.244,0.9,True,True,True,True,True,True,151.155,77.42,0.07914867073785396,9.134867073785397,roi,78
1,P100,0.0/100.0 pct (min/max of 100d moves),60,09:00,12:00,C,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),iron_condor,against_flow,5,51,92.2,24566.33,7182.18,4,98265.32,342.05,568.46,2273.84,115965.8,165.0,-6896.0,13294.5,2325.35,0.244,0.9,True,True,True,True,True,True,151.155,77.42,0.07914867073785396,9.134867073785397,roi,79
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,against_flow,25,55,92.7,22545.05,6662.98,4,90180.2,338.36,637.14,2548.56,140170.8,267.5,-2987.0,5502.0,1245.53,0.512,2.7,True,True,True,True,True,True,152.978,81.84,0.09562388000564312,12.122388000564312,roi,80
3,P98,1.0/99.0 pct of 100d moves,69,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,with_flow,25,55,92.7,22545.05,6662.98,4,90180.2,338.36,637.14,2548.56,140170.8,267.5,-2987.0,5502.0,1245.53,0.512,2.7,True,True,True,True,True,True,152.978,81.84,0.09562388000564312,12.122388000564312,roi,81
10,P95,2.5/97.5 pct of 100d moves,52,07:30,10:30,B,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),iron_condor,neutral,10,47,87.2,25946.68,7674.36,3,77840.04,338.1,240.6,721.8,33924.6,154.0,-9998.0,5512.0,2150.76,0.112,6.9,True,True,True,True,True,True,146.15,71.44000000000001,0.03135114849967945,3.695114849967945,roi,82
