dte,band,time_pst,time_et,spread_type,flow_mode,spread_width,n_trades,n_wins,win_rate_pct,avg_credit,avg_max_risk,avg_pnl,total_pnl,median_pnl,min_pnl,max_pnl,pnl_std,sharpe,avg_hold_days
1,P99,09:00,12:00,iron_condor,neutral,30,64,63,98.4,3281.16,7111.69,1733.79,110962.5,219.25,-45.0,19464.0,4114.72,0.421,1.0
1,P99,09:00,12:00,iron_condor,with_flow,30,57,56,98.2,3427.77,6965.33,1818.54,103657.0,239.0,-45.0,19464.0,4286.9,0.424,1.0
1,P99,09:00,12:00,iron_condor,against_flow,30,57,56,98.2,3427.77,6965.33,1818.54,103657.0,239.0,-45.0,19464.0,4286.9,0.424,1.0
1,P99,09:00,12:00,iron_condor,neutral,45,62,61,98.4,2901.21,8231.58,1516.21,94005.0,256.5,-45.0,17668.0,3624.22,0.418,1.0
1,P99,09:00,12:00,iron_condor,neutral,50,62,61,98.4,2930.4,8234.65,1513.15,93815.0,256.5,-235.0,17668.0,3625.64,0.417,1.0
1,P99,09:00,12:00,iron_condor,neutral,25,63,62,98.4,2745.75,6414.79,1464.48,92262.5,200.0,-45.0,19076.0,3721.75,0.393,1.0
1,P99,08:45,11:45,iron_condor,neutral,30,58,55,94.8,3729.91,6112.64,1553.34,90093.5,285.5,-6850.0,16710.5,3539.92,0.439,0.9
1,P99,12:00,15:00,iron_condor,neutral,30,67,65,97.0,3616.45,7087.22,1336.29,89531.5,328.5,-3646.0,16670.5,3109.53,0.43,1.0
1,P98,11:30,14:30,iron_condor,neutral,30,68,68,100.0,2629.21,4898.78,1314.6,89393.0,386.5,0.5,14460.0,2395.95,0.549,1.0
1,P99,12:00,15:00,iron_condor,against_flow,30,62,60,96.8,3882.52,6828.85,1431.27,88738.5,359.25,-3646.0,16670.5,3215.18,0.445,1.0
1,P99,12:00,15:00,iron_condor,with_flow,30,62,60,96.8,3882.52,6828.85,1431.27,88738.5,359.25,-3646.0,16670.5,3215.18,0.445,1.0
1,P99,12:00,15:00,iron_condor,neutral,40,68,67,98.5,3448.09,7985.85,1300.25,88417.0,358.25,-3646.0,16674.0,3023.37,0.43,1.0
1,P99,07:15,10:15,iron_condor,neutral,30,65,63,96.9,2565.55,7693.37,1358.93,88330.5,318.5,-1975.0,28821.0,3888.39,0.349,1.0
1,P98,10:00,13:00,iron_condor,neutral,30,66,66,100.0,2675.73,6100.21,1337.86,88299.0,148.75,2.5,13835.0,2722.28,0.491,1.0
1,P99,08:45,11:45,iron_condor,with_flow,30,53,50,94.3,4005.57,5886.6,1661.76,88073.5,343.5,-6850.0,16710.5,3684.16,0.451,0.9
1,P99,08:45,11:45,iron_condor,against_flow,30,53,50,94.3,4005.57,5886.6,1661.76,88073.5,343.5,-6850.0,16710.5,3684.16,0.451,0.9
1,P99,12:00,15:00,iron_condor,neutral,35,68,67,98.5,3436.53,7985.85,1294.47,88024.0,340.0,-3646.0,16670.5,3024.8,0.428,1.0
1,P99,12:00,15:00,iron_condor,with_flow,40,62,61,98.4,3757.61,7609.82,1414.0,87668.0,391.75,-3646.0,16674.0,3144.7,0.45,1.0
1,P99,12:00,15:00,iron_condor,against_flow,40,62,61,98.4,3757.61,7609.82,1414.0,87668.0,391.75,-3646.0,16674.0,3144.7,0.45,1.0
1,P99,12:00,15:00,iron_condor,with_flow,35,62,61,98.4,3744.94,7609.82,1407.66,87275.0,366.5,-3646.0,16670.5,3146.43,0.447,1.0
1,P99,12:00,15:00,iron_condor,against_flow,35,62,61,98.4,3744.94,7609.82,1407.66,87275.0,366.5,-3646.0,16670.5,3146.43,0.447,1.0
1,P99,12:00,15:00,iron_condor,neutral,45,70,69,98.6,3311.51,8175.5,1244.07,87085.0,343.0,-3646.0,16677.5,2917.64,0.426,1.0
1,P99,12:00,15:00,iron_condor,neutral,25,66,64,97.0,3596.94,6663.58,1319.39,87079.5,264.25,-3646.0,16670.5,3177.93,0.415,1.0
1,P99,09:00,12:00,iron_condor,against_flow,45,56,55,98.2,2952.04,8074.71,1548.65,86724.5,283.75,-45.0,17668.0,3736.98,0.414,1.0
1,P99,09:00,12:00,iron_condor,with_flow,45,56,55,98.2,2952.04,8074.71,1548.65,86724.5,283.75,-45.0,17668.0,3736.98,0.414,1.0
1,P99,09:00,12:00,iron_condor,with_flow,50,56,55,98.2,2984.36,8078.11,1545.26,86534.5,283.75,-235.0,17668.0,3738.53,0.413,1.0
1,P99,09:00,12:00,iron_condor,against_flow,50,56,55,98.2,2984.36,8078.11,1545.26,86534.5,283.75,-235.0,17668.0,3738.53,0.413,1.0
1,P99,12:00,15:00,iron_condor,against_flow,45,64,63,98.4,3598.56,7829.0,1349.0,86336.0,391.75,-3646.0,16677.5,3031.71,0.445,1.0
1,P99,12:00,15:00,iron_condor,with_flow,45,64,63,98.4,3598.56,7829.0,1349.0,86336.0,391.75,-3646.0,16677.5,3031.71,0.445,1.0
1,P99,12:00,15:00,iron_condor,neutral,60,74,73,98.6,3110.78,9967.3,1166.03,86286.0,329.25,-3646.0,12888.5,2461.79,0.474,1.0
1,P99,12:00,15:00,iron_condor,with_flow,25,61,59,96.7,3865.0,6366.25,1414.15,86263.0,294.5,-3646.0,16670.5,3289.22,0.43,1.0
1,P99,12:00,15:00,iron_condor,against_flow,25,61,59,96.7,3865.0,6366.25,1414.15,86263.0,294.5,-3646.0,16670.5,3289.22,0.43,1.0
1,P99,09:00,12:00,iron_condor,neutral,35,65,64,98.5,2496.34,7803.72,1325.64,86166.5,200.0,-45.0,18604.0,3511.87,0.377,1.0
1,P97,07:45,10:45,iron_condor,neutral,20,61,60,98.4,2879.43,5029.02,1407.02,85828.5,107.0,-1993.0,13410.5,2869.17,0.49,1.0
1,P99,09:00,12:00,iron_condor,against_flow,25,56,55,98.2,2856.93,6426.62,1531.53,85765.5,252.25,-45.0,19076.0,3865.73,0.396,1.0
1,P99,09:00,12:00,iron_condor,with_flow,25,56,55,98.2,2856.93,6426.62,1531.53,85765.5,252.25,-45.0,19076.0,3865.73,0.396,1.0
1,P99,12:00,15:00,iron_condor,neutral,55,74,73,98.6,3089.88,9927.08,1155.57,85512.5,329.25,-3646.0,12888.5,2445.33,0.473,1.0
1,P99,07:15,10:15,iron_condor,with_flow,30,61,59,96.7,2631.33,7627.33,1396.81,85205.5,285.0,-1975.0,28821.0,4010.87,0.348,1.0
1,P99,07:15,10:15,iron_condor,against_flow,30,61,59,96.7,2631.33,7627.33,1396.81,85205.5,285.0,-1975.0,28821.0,4010.87,0.348,1.0
1,P100,07:00,10:00,iron_condor,neutral,55,64,63,98.4,2837.52,8549.95,1326.16,84874.5,384.5,-5852.0,12076.0,2587.89,0.512,1.0
1,P100,07:00,10:00,iron_condor,neutral,60,64,63,98.4,2836.34,8549.95,1325.58,84837.0,384.5,-5852.0,11961.0,2582.29,0.513,1.0
1,P99,09:00,12:00,iron_condor,neutral,40,65,64,98.5,2454.57,7836.57,1304.75,84809.0,200.0,-45.0,18604.0,3512.75,0.371,1.0
1,P99,07:00,10:00,iron_condor,neutral,30,63,61,96.8,2859.63,4724.21,1340.44,84448.0,360.0,-3955.0,15755.0,2884.68,0.465,1.0
1,P99,07:00,10:00,iron_condor,neutral,60,66,64,97.0,2869.36,7459.42,1276.86,84272.5,558.25,-5945.0,11968.0,2403.47,0.531,1.0
1,P99,07:00,10:00,iron_condor,neutral,55,67,65,97.0,2813.97,7418.12,1251.51,83851.5,470.5,-5945.0,11968.0,2392.06,0.523,1.0
1,P95,09:00,12:00,iron_condor,neutral,25,66,64,97.0,2670.0,4475.42,1270.32,83841.0,216.25,-2927.0,13017.5,2862.51,0.444,1.0
1,P100,08:00,11:00,iron_condor,neutral,55,66,62,93.9,6341.95,9689.88,1268.87,83745.5,123.0,-7315.0,16280.0,3667.91,0.346,1.0
1,P100,07:00,10:00,iron_condor,neutral,35,72,71,98.6,2415.96,6145.85,1161.69,83641.5,520.5,-2706.0,11865.5,2131.01,0.545,1.0
1,P100,07:00,10:00,iron_condor,neutral,40,72,71,98.6,2403.51,6195.99,1155.83,83220.0,587.25,-2653.0,11782.5,2064.85,0.56,1.0
1,P95,09:00,12:00,iron_condor,neutral,30,69,66,95.7,2634.48,4487.0,1205.03,83147.0,256.5,-3447.0,13025.5,2857.68,0.422,1.0
1,P99,12:00,15:00,iron_condor,neutral,15,63,61,96.8,3602.83,5834.02,1313.94,82778.0,328.5,-3646.0,16685.0,3193.77,0.411,1.0
1,P99,12:00,15:00,iron_condor,neutral,20,63,61,96.8,3602.51,5834.02,1313.78,82768.0,328.5,-3646.0,16675.0,3192.99,0.411,1.0
1,P99,12:30,15:30,iron_condor,neutral,40,65,65,100.0,2588.55,5990.31,1273.28,82763.5,228.5,2.5,14867.0,2760.09,0.461,1.0
1,P99,12:00,15:00,iron_condor,neutral,50,70,69,98.6,3187.67,8134.07,1182.15,82750.5,360.25,-3646.0,12888.5,2488.36,0.475,1.0
1,P99,11:00,14:00,iron_condor,neutral,55,68,67,98.5,2684.0,9992.47,1215.78,82673.0,405.75,-213.0,17823.5,2566.22,0.474,1.0
1,P99,11:00,14:00,iron_condor,neutral,60,68,67,98.5,2683.56,10007.62,1215.56,82658.0,405.75,-213.0,17823.5,2566.1,0.474,1.0
1,P99,12:30,15:30,iron_condor,against_flow,40,60,60,100.0,2800.42,5808.6,1377.47,82648.0,242.25,2.5,14867.0,2849.6,0.483,1.0
1,P99,12:30,15:30,iron_condor,with_flow,40,60,60,100.0,2800.42,5808.6,1377.47,82648.0,242.25,2.5,14867.0,2849.6,0.483,1.0
1,P98,11:30,14:30,iron_condor,neutral,35,67,67,100.0,2464.33,5482.81,1232.16,82555.0,247.5,0.5,14460.0,2387.82,0.516,1.0
1,P98,11:30,14:30,iron_condor,with_flow,30,60,60,100.0,2746.33,4720.73,1373.17,82390.0,347.5,0.5,14460.0,2515.22,0.546,1.0
1,P98,11:30,14:30,iron_condor,against_flow,30,60,60,100.0,2746.33,4720.73,1373.17,82390.0,347.5,0.5,14460.0,2515.22,0.546,1.0
1,P99,12:30,15:30,iron_condor,neutral,35,65,65,100.0,2575.42,5880.45,1266.72,82336.5,230.5,2.5,14867.0,2704.03,0.468,1.0
1,P99,12:30,15:30,iron_condor,against_flow,35,60,60,100.0,2786.18,5689.58,1370.35,82221.0,253.75,2.5,14867.0,2790.96,0.491,1.0
1,P99,12:30,15:30,iron_condor,with_flow,35,60,60,100.0,2786.18,5689.58,1370.35,82221.0,253.75,2.5,14867.0,2790.96,0.491,1.0
1,P100,08:00,11:00,iron_condor,with_flow,55,62,59,95.2,6615.05,9382.79,1325.54,82183.5,123.0,-7315.0,16280.0,3747.01,0.354,1.0
1,P100,08:00,11:00,iron_condor,against_flow,55,62,59,95.2,6615.05,9382.79,1325.54,82183.5,123.0,-7315.0,16280.0,3747.01,0.354,1.0
1,P99,12:00,15:00,iron_condor,against_flow,50,64,63,98.4,3463.11,7783.69,1281.27,82001.5,415.5,-3646.0,12888.5,2581.38,0.496,1.0
1,P99,12:00,15:00,iron_condor,with_flow,50,64,63,98.4,3463.11,7783.69,1281.27,82001.5,415.5,-3646.0,12888.5,2581.38,0.496,1.0
1,P99,12:00,15:00,iron_condor,with_flow,15,58,56,96.6,3885.29,5614.36,1413.15,81962.5,329.75,-3646.0,16685.0,3311.69,0.427,1.0
1,P99,12:00,15:00,iron_condor,against_flow,15,58,56,96.6,3885.29,5614.36,1413.15,81962.5,329.75,-3646.0,16685.0,3311.69,0.427,1.0
1,P99,12:00,15:00,iron_condor,with_flow,20,58,56,96.6,3884.95,5614.36,1412.97,81952.5,329.75,-3646.0,16675.0,3310.88,0.427,1.0
1,P99,12:00,15:00,iron_condor,against_flow,20,58,56,96.6,3884.95,5614.36,1412.97,81952.5,329.75,-3646.0,16675.0,3310.88,0.427,1.0
1,P99,07:15,10:15,iron_condor,neutral,15,65,63,96.9,2010.35,6726.94,1256.12,81647.5,235.5,-446.0,28975.0,3905.26,0.322,1.0
1,P99,08:15,11:15,iron_condor,with_flow,55,59,58,98.3,2972.31,10436.93,1383.04,81599.5,167.5,-2512.0,13077.0,2616.13,0.529,1.0
1,P99,08:15,11:15,iron_condor,with_flow,60,59,58,98.3,2972.31,10436.93,1383.04,81599.5,167.5,-2512.0,13077.0,2616.13,0.529,1.0
1,P99,08:15,11:15,iron_condor,against_flow,55,59,58,98.3,2972.31,10436.93,1383.04,81599.5,167.5,-2512.0,13077.0,2616.13,0.529,1.0
1,P99,08:15,11:15,iron_condor,against_flow,60,59,58,98.3,2972.31,10436.93,1383.04,81599.5,167.5,-2512.0,13077.0,2616.13,0.529,1.0
1,P97,07:45,10:45,iron_condor,neutral,15,59,58,98.3,2831.61,5132.05,1382.01,81538.5,107.0,-1993.0,13410.5,2887.63,0.479,1.0
1,P99,11:00,14:00,iron_condor,with_flow,55,63,62,98.4,2856.25,9985.02,1291.89,81389.0,422.5,-213.0,17823.5,2652.18,0.487,1.0
1,P99,11:00,14:00,iron_condor,against_flow,55,63,62,98.4,2856.25,9985.02,1291.89,81389.0,422.5,-213.0,17823.5,2652.18,0.487,1.0
1,P99,11:00,14:00,iron_condor,with_flow,60,63,62,98.4,2855.78,10001.37,1291.65,81374.0,422.5,-213.0,17823.5,2652.06,0.487,1.0
1,P99,11:00,14:00,iron_condor,against_flow,60,63,62,98.4,2855.78,10001.37,1291.65,81374.0,422.5,-213.0,17823.5,2652.06,0.487,1.0
1,P97,07:45,10:45,iron_condor,neutral,30,65,63,96.9,2744.48,6034.78,1251.78,81365.5,100.5,-4910.0,13410.5,2903.99,0.431,1.0
1,P100,07:00,10:00,iron_condor,neutral,45,68,67,98.5,2497.01,6634.84,1192.26,81073.5,591.0,-3150.0,11991.0,2137.14,0.558,1.0
1,P99,07:00,10:00,iron_condor,against_flow,30,55,53,96.4,3151.62,4614.02,1473.44,81039.0,360.0,-3955.0,15755.0,3066.33,0.481,1.0
1,P99,07:00,10:00,iron_condor,with_flow,30,55,53,96.4,3151.62,4614.02,1473.44,81039.0,360.0,-3955.0,15755.0,3066.33,0.481,1.0
1,P100,07:00,10:00,iron_condor,against_flow,55,56,55,98.2,3104.3,8507.46,1446.33,80994.5,382.25,-5852.0,12076.0,2745.68,0.527,1.0
1,P100,07:00,10:00,iron_condor,with_flow,55,56,55,98.2,3104.3,8507.46,1446.33,80994.5,382.25,-5852.0,12076.0,2745.68,0.527,1.0
1,P100,07:00,10:00,iron_condor,with_flow,60,56,55,98.2,3102.96,8507.46,1445.66,80957.0,382.25,-5852.0,11961.0,2739.66,0.528,1.0
1,P100,07:00,10:00,iron_condor,against_flow,60,56,55,98.2,3102.96,8507.46,1445.66,80957.0,382.25,-5852.0,11961.0,2739.66,0.528,1.0
1,P98,11:30,14:30,iron_condor,neutral,25,64,64,100.0,2525.14,3997.8,1262.57,80804.5,291.25,0.5,14460.0,2458.83,0.513,1.0
1,P95,09:00,12:00,iron_condor,neutral,35,73,69,94.5,2541.07,5293.73,1100.51,80337.5,212.0,-3998.0,13277.0,2901.75,0.379,1.0
