date,dte,model,p95_lo,p95_hi,p97_lo,p97_hi,p98_lo,p98_hi,p99_lo,p99_hi,actual_close,current_price,actual_return_pct,p95_hit,p97_hit,p98_hit,p99_hit,p95_width,p97_width,p98_width,p99_width,midpoint_error,vix,vol_regime
2025-10-31,5,ensemble,24301.675432149572,26841.804086487442,24164.640772193878,26958.907992365803,24072.807158758827,27049.417707309156,23825.265905116747,27267.975221365938,25059.80805697154,25858.12596754833,-3.087299951971278,True,True,True,True,9.823328486858268,10.80614745120625,11.51131583273259,13.313839218548761,1.9412324231781686,17.44,medium
2025-10-31,5,ensemble_combined,24301.675432149572,26841.804086487442,24164.640772193878,26958.907992365803,24072.807158758827,27049.417707309156,23825.265905116747,27267.975221365938,25059.80805697154,25858.12596754833,-3.087299951971278,True,True,True,True,9.823328486858268,10.80614745120625,11.51131583273259,13.313839218548761,1.9412324231781686,17.44,medium
2025-10-31,10,baseline,23788.392899563463,27982.559936333724,23522.296185500036,28077.3748393906,23127.927602250067,28226.749878663908,22442.288625345245,28424.586490613907,25008.2416107317,25858.12596754833,-3.2867206149557244,True,True,True,True,16.219918806312165,17.615656523628733,19.718452461763114,23.13507897972336,3.061296486478011,17.44,medium
2025-10-31,10,conditional,23962.564840005616,26623.41655474833,23748.253337813097,26726.006757769985,23501.5162185132,26746.70565676017,22346.348059907123,26806.067318610927,25008.2416107317,25858.12596754833,-3.2867206149557244,True,True,True,True,10.290195500176834,11.515735609355202,12.549979230202709,17.246877303872306,0.8851702453112614,17.44,medium
2025-10-31,10,ensemble,25109.66000861916,28204.742427685593,24971.183240698043,28491.66728843405,24759.194927960772,28586.629698356202,24609.687885300147,28779.25761191931,25008.2416107317,25858.12596754833,-3.2867206149557244,False,True,True,True,11.96947691781967,13.614614037205087,14.801671146620677,16.124794704194453,6.663992804416383,17.44,medium
2025-10-31,10,ensemble_combined,23962.564840005616,28204.742427685593,23748.253337813097,28491.66728843405,23501.5162185132,28586.629698356202,22346.348059907123,28779.25761191931,25008.2416107317,25858.12596754833,-3.2867206149557244,True,True,True,True,16.405587910755266,18.34399738238528,19.665437032152933,24.87770985447832,4.299301131826294,17.44,medium
2025-11-03,1,baseline,25187.289415768457,26588.760022229213,25023.442724395743,26663.211182003255,24933.04371180362,26690.71840163739,24644.74021719586,26938.87419663335,25435.7040201831,25972.94309113969,-2.068456659191078,True,True,True,True,5.395886794742366,6.3133717725154375,6.767329692542144,8.832784068356515,1.5694137225267075,17.17,medium
2025-11-03,1,conditional,25591.202585496736,26316.791284172592,25440.421987557682,26344.890827983894,25408.651721123544,26369.586334342508,25069.38570028893,26373.145214930842,25435.7040201831,25972.94309113969,-2.068456659191078,False,False,True,True,2.793632959228947,3.482350218272951,3.699752507241944,5.019683406947714,1.7593400408426205,17.17,medium
2025-11-03,1,ensemble,24842.58814473429,27062.901853226882,24639.95958948594,27186.05622189348,24569.33509384125,27273.4549119021,24519.33370850405,27346.653193435533,25435.7040201831,25972.94309113969,-2.068456659191078,True,True,True,True,8.548564175809634,9.802880726582364,10.411295356756552,10.885633849850398,1.8376965745920169,17.17,medium
2025-11-03,1,ensemble_combined,24842.58814473429,27062.901853226882,24639.95958948594,27186.05622189348,24569.33509384125,27273.4549119021,24519.33370850405,27346.653193435533,25435.7040201831,25972.94309113969,-2.068456659191078,True,True,True,True,8.548564175809634,9.802880726582364,10.411295356756552,10.885633849850398,1.8376965745920169,17.17,medium
2025-11-03,2,baseline,25033.886565687004,27031.801682707606,24919.311732887854,27274.84319623652,24830.01842659926,27376.357717994626,24518.520004105358,27771.246412544464,25620.03144019976,25972.94309113969,-1.3587665044409971,True,True,True,True,7.692293899886008,9.069174236754955,9.80381500263639,12.523518790401267,1.8367037677958158,17.17,medium
2025-11-03,2,conditional,25315.773150097666,26421.349972594282,25131.774196796967,26426.07731489978,25056.944771738352,26445.421587577286,25027.904942217556,26447.543391769865,25620.03144019976,25972.94309113969,-1.3587665044409971,True,True,True,True,4.256648230495559,4.983274762359705,5.3458586151239595,5.465835906892657,0.6117686204872854,17.17,medium
2025-11-03,2,ensemble,24819.24266145999,27122.346889677454,24707.28842077298,27199.79275997648,24654.63957974923,27313.261750315334,24557.204579883743,27483.814092364013,25620.03144019976,25972.94309113969,-1.3587665044409971,True,True,True,True,8.867320966036907,9.596541795272264,10.236122110755545,11.267916393651372,1.2840637620645399,17.17,medium
2025-11-03,2,ensemble_combined,24819.24266145999,27122.346889677454,24707.28842077298,27199.79275997648,24654.63957974923,27313.261750315334,24557.204579883743,27483.814092364013,25620.03144019976,25972.94309113969,-1.3587665044409971,True,True,True,True,8.867320966036907,9.596541795272264,10.236122110755545,11.267916393651372,1.2840637620645399,17.17,medium
2025-11-03,5,baseline,24708.696072763465,27768.128529949732,24268.32893412571,27878.638632053182,23828.42569410812,27955.89805302389,23447.27305225579,28254.129116356195,25611.73674388784,25972.94309113969,-1.3907024166817272,True,True,True,True,11.779306051111128,13.900271853131182,15.891431111339106,18.507167428939532,1.7778002191793436,17.17,medium
2025-11-03,5,conditional,25228.19469213786,26688.869168323858,24814.16758849779,26766.17712706756,24752.922563117016,26783.528081256714,24710.882361295775,26948.906008166472,25611.73674388784,25972.94309113969,-1.3907024166817272,True,True,True,True,5.623831196412578,7.515550054224207,7.818157191559903,8.616750281311662,0.6870057554459663,17.17,medium
2025-11-03,5,ensemble,24855.215605235502,27505.84807173425,24763.735883893714,27675.939843789263,24672.085481150592,27763.05950980671,24475.80507719674,27925.56243900677,25611.73674388784,25972.94309113969,-1.3907024166817272,True,True,True,True,10.20536046761283,11.212452703863995,11.90074616422873,13.282119587698437,2.3412869223938397,17.17,medium
2025-11-03,5,ensemble_combined,24855.215605235502,27505.84807173425,24763.735883893714,27675.939843789263,24672.085481150592,27763.05950980671,24475.80507719674,27925.56243900677,25611.73674388784,25972.94309113969,-1.3907024166817272,True,True,True,True,10.20536046761283,11.212452703863995,11.90074616422873,13.282119587698437,2.3412869223938397,17.17,medium
2025-11-03,10,baseline,23894.0198444943,28106.810125486827,23626.741588530112,28202.04603254284,23230.621901336246,28352.084337683413,22541.93850059154,28550.79939808531,24799.91783393158,25972.94309113969,-4.5163355307557325,True,True,True,True,16.219918806312176,17.615656523628733,19.718452461763114,23.135078979723367,4.2909114022780255,17.17,medium
2025-11-03,10,conditional,24585.15031435572,26843.45192763152,23858.85398391178,26924.026077854924,23605.869352828955,26977.141960594083,22445.571932906652,27075.795170537072,24799.91783393158,25972.94309113969,-4.5163355307557325,True,True,True,True,8.694823706929796,11.801404573934422,12.979940686487664,17.827102694457285,2.277455407637494,17.17,medium
2025-11-03,10,ensemble,25180.33089854749,28163.069402163655,25032.91586563311,28330.70957688384,24992.49344038465,28468.67159575932,24702.717833542232,28640.52924888725,24799.91783393158,25972.94309113969,-4.5163355307557325,False,False,False,True,11.484022019182282,12.697035140294627,13.38384388390902,15.161206034784517,7.245597392345095,17.17,medium
2025-11-03,10,ensemble_combined,24585.15031435572,28163.069402163655,23858.85398391178,28330.70957688384,23605.869352828955,28468.67159575932,22445.571932906652,28640.52924888725,24799.91783393158,25972.94309113969,-4.5163355307557325,True,True,True,True,13.775562804927151,17.217361841822125,18.722569197748104,23.851580062537938,4.985434041581352,17.17,medium
2025-11-04,1,baseline,24666.301250578264,26038.78304495308,24505.843657004116,26111.694214754927,24417.314508807794,26138.63245947278,24134.97444703293,26381.65525940198,25620.03144019976,25435.7040201831,0.7246798432250858,True,True,True,True,5.39588679474238,6.313371772515426,6.767329692542144,8.832784068356512,1.223722779889456,19.0,medium
2025-11-04,1,conditional,24971.222486576447,25859.729724530796,24877.05725542605,25982.63166401803,24773.33110688086,25990.582198619293,24735.60628984009,26024.091145854705,25620.03144019976,25435.7040201831,0.7246798432250858,True,True,True,True,3.4931497758006738,4.3465453431708125,4.7856001578432785,5.065654384845061,0.7477165968231403,19.0,medium
2025-11-04,1,ensemble,24510.827614816342,26749.37916015249,24420.919960631018,26841.226130940107,24299.922500460852,26917.560722668688,24036.51890197143,27001.7874282302,25620.03144019976,25435.7040201831,0.7246798432250858,True,True,True,True,8.800824005342523,9.51538895242919,10.291196265417907,11.657898377437652,0.04340986817993702,19.0,medium
2025-11-04,1,ensemble_combined,24510.827614816342,26749.37916015249,24420.919960631018,26841.226130940107,24299.922500460852,26917.560722668688,24036.51890197143,27001.7874282302,25620.03144019976,25435.7040201831,0.7246798432250858,True,True,True,True,8.800824005342523,9.51538895242919,10.291196265417907,11.657898377437652,0.04340986817993702,19.0,medium
2025-11-04,2,baseline,24516.07147196471,26472.66058070231,24403.86656992435,26710.67488586004,24316.420256975896,26810.089623732794,24011.36504434534,27196.810216783822,25130.0416560404,25435.7040201831,-1.2017059323388808,True,True,True,True,7.692293899885991,9.069174236754955,9.803815002636389,12.523518790401269,1.6796431956937,19.0,medium
2025-11-04,2,conditional,24790.166592926515,26040.591162055574,24768.038892306486,26122.399139685367,24626.867224746,26143.318593108746,24242.204036541672,26474.24052405947,25130.0416560404,25435.7040201831,-1.2017059323388808,True,True,True,True,4.916021070762793,5.3246422678303045,5.961900512600116,8.7752101760057,1.239113962426342,19.0,medium
2025-11-04,2,ensemble,24486.333999476363,26845.699261870384,24366.23903723449,26971.26771027593,24294.929111640664,27038.53000505898,24189.029462501498,27261.772219892133,25130.0416560404,25435.7040201831,-1.2017059323388808,True,True,True,True,9.275800899876321,10.241622056045172,10.786416177988556,12.080431329726236,2.1179351563744473,19.0,medium
2025-11-04,2,ensemble_combined,24486.333999476363,26845.699261870384,24366.23903723449,26971.26771027593,24294.929111640664,27038.53000505898,24189.029462501498,27261.772219892133,25130.0416560404,25435.7040201831,-1.2017059323388808,True,True,True,True,9.275800899876321,10.241622056045172,10.786416177988556,12.080431329726236,2.1179351563744473,19.0,medium
2025-11-04,5,baseline,24197.607403447102,27193.756826239252,23766.349068213392,27301.98107477666,23335.54503605794,27377.642418109448,22962.27637140769,27669.70470115248,25533.48601836101,25435.7040201831,0.38442811765823653,True,True,True,True,11.779306051111151,13.900271853131182,15.891431111339097,18.507167428939535,0.0026696848393772702,19.0,medium
2025-11-04,5,conditional,24492.408569488078,26467.975798037114,24333.101881910785,26503.206210478515,24299.477817444844,26592.39447808069,23799.965827824257,26776.373210270394,25533.48601836101,25435.7040201831,0.38442811765823653,True,True,True,True,7.76690602698252,8.531725038338877,9.01455945082718,11.701690584559302,0.4534255158608771,19.0,medium
2025-11-04,5,ensemble,24735.498890017014,27420.272864273975,24600.461042786505,27532.20260741959,24503.20680755921,27578.821721979046,24427.498317629033,27782.127262374906,25533.48601836101,25435.7040201831,0.38442811765823653,True,True,True,True,10.555139233129173,11.52608774778462,12.0917231619748,13.188661662692693,2.0948734358570364,19.0,medium
2025-11-04,5,ensemble_combined,24492.408569488078,27420.272864273975,24333.101881910785,27532.20260741959,24299.477817444844,27578.821721979046,23799.965827824257,27782.127262374906,25533.48601836101,25435.7040201831,0.38442811765823653,True,True,True,True,11.51084433307862,12.577205344779664,12.892679919266476,15.655794042071038,1.569314637359516,19.0,medium
2025-11-04,10,baseline,23399.782399872423,27525.43293976,23138.032678792293,27618.698933354575,22750.106555646555,27765.63376118113,22075.668272565297,27960.238486683327,24503.09634735745,25435.7040201831,-3.666529819994889,True,True,True,True,16.219918806312165,17.61565652362874,19.718452461763114,23.13507897972336,3.441105691517184,19.0,medium
2025-11-04,10,conditional,23567.347148108354,26626.514532398705,23153.92537788966,26681.04708178405,22416.619593479267,26720.41900258434,21974.18488495239,26737.676012850545,24503.09634735745,25435.7040201831,-3.666529819994889,True,True,True,True,12.027060001417368,13.866813755560441,16.920307791323694,18.727577283169953,1.6291661600975889,19.0,medium
2025-11-04,10,ensemble,24552.941269030034,27896.968189406918,24420.965618806797,28065.104266573217,24282.483256430263,28093.202694985375,24143.367473850085,28271.00692667463,24503.09634735745,25435.7040201831,-3.666529819994889,False,True,True,True,13.146979999937944,14.32686370652377,14.98177300510859,16.227738180745,6.840536412720977,19.0,medium
2025-11-04,10,ensemble_combined,23567.347148108354,27896.968189406918,23153.92537788966,28065.104266573217,22416.619593479267,28093.202694985375,21974.18488495239,28271.00692667463,24503.09634735745,25435.7040201831,-3.666529819994889,True,True,True,True,17.021825060800484,19.308208983665487,22.317381492573464,24.75583941661589,4.349863774150118,19.0,medium
2025-11-05,1,baseline,24845.05296381038,26227.480857100967,24683.43256639868,26300.920399453826,24594.26186531,26328.05386020127,24309.875742018103,26572.837797375996,25130.0416560404,25620.03144019976,-1.9125260845329346,True,True,True,True,5.395886794742389,6.313371772515419,6.767329692542146,8.83278406835651,1.4134831478685697,18.01,medium
2025-11-05,1,conditional,25154.983399366552,25987.204532913835,25063.709269867657,26026.72697226957,25005.078479290176,26093.244056833693,24951.261401473592,26103.552968539265,25130.0416560404,25620.03144019976,-1.9125260845329346,False,True,True,True,3.2483220619373023,3.758846684672161,4.247323349635331,4.497619644828541,1.6205150489267934,18.01,medium
2025-11-05,1,ensemble,24642.889803228776,26818.036939038226,24516.750091056718,26966.51574912711,24402.518485661367,27027.394363371634,24301.284452783755,27164.097996533306,25130.0416560404,25620.03144019976,-1.9125260845329346,True,True,True,True,8.49002524015829,9.56191511235433,10.245404592250571,11.174121899232258,2.387160474330565,18.01,medium
2025-11-05,1,ensemble_combined,24642.889803228776,26818.036939038226,24516.750091056718,26966.51574912711,24402.518485661367,27027.394363371634,24301.284452783755,27164.097996533306,25130.0416560404,25620.03144019976,-1.9125260845329346,True,True,True,True,8.49002524015829,9.56191511235433,10.245404592250571,11.174121899232258,2.387160474330565,18.01,medium
2025-11-05,2,baseline,24693.734500272694,26664.502615896057,24580.716471924137,26904.241762747253,24492.6364531721,27004.376939186568,24185.37056690491,27393.900018425036,25059.80805697154,25620.03144019976,-2.1866615758682832,True,True,True,True,7.692293899886006,9.069174236754954,9.803815002636401,12.523518790401262,2.6645988392230957,18.01,medium
2025-11-05,2,conditional,24981.93145698379,26085.509476116284,24946.93358872101,26112.702569289624,24805.333167541543,26229.601723858057,24788.949776134126,26295.692088812735,25059.80805697154,25620.03144019976,-2.1866615758682832,True,True,True,True,4.307481127446608,4.5502246290745525,5.5591990963825655,5.881110318679847,1.8345411602278365,18.01,medium
2025-11-05,2,ensemble,24636.903007457087,27060.481254298247,24521.689047136566,27202.219105419972,24469.2993152701,27333.261734586013,24270.65620626395,27466.65331196271,25059.80805697154,25620.03144019976,-2.1866615758682832,True,True,True,True,9.459700517925137,10.462633758042358,11.178606185557374,12.474602590393388,3.1309330013081285,18.01,medium
2025-11-05,2,ensemble_combined,24636.903007457087,27060.481254298247,24521.689047136566,27202.219105419972,24469.2993152701,27333.261734586013,24270.65620626395,27466.65331196271,25059.80805697154,25620.03144019976,-2.1866615758682832,True,True,True,True,9.459700517925137,10.462633758042358,11.178606185557374,12.474602590393388,3.1309330013081285,18.01,medium
2025-11-05,5,baseline,24372.962586842626,27390.824500574654,23938.579009381247,27499.833028426696,23504.653027240965,27576.04267426373,23128.679359816917,27870.221473801637,25517.32792618351,25620.03144019976,-0.4008719281081834,True,True,True,True,11.779306051111142,13.90027185313119,15.891431111339097,18.507167428939542,0.7879697306057898,18.01,medium
2025-11-05,5,conditional,25007.67513716205,26417.874108431923,24551.16310876589,26531.759601559093,24476.301464285974,26583.358515691445,23972.439382872955,26662.95887618328,25517.32792618351,25620.03144019976,-0.4008719281081834,True,True,True,True,5.504282750633809,7.730655980716318,8.224256306334345,10.501624479229541,0.09419749946566253,18.01,medium
2025-11-05,5,ensemble,24329.488915955295,27059.15252347819,24238.46486936763,27344.97493932413,24128.154734818338,27430.377260414338,24077.56122610344,27539.328893639777,25517.32792618351,25620.03144019976,-0.4008719281081834,True,True,True,True,10.654411622773608,12.12531716523247,12.889221206866141,13.511957140320142,1.07100562621415,18.01,medium
2025-11-05,5,ensemble_combined,24329.488915955295,27059.15252347819,24238.46486936763,27344.97493932413,24128.154734818338,27430.377260414338,23972.439382872955,27539.328893639777,25517.32792618351,25620.03144019976,-0.4008719281081834,True,True,True,True,10.654411622773608,12.12531716523247,12.889221206866141,13.922268280944039,1.07100562621415,18.01,medium
2025-11-05,10,baseline,23569.355906282828,27724.904204034883,23305.709337734334,27818.846077485618,22914.971992167557,27966.845712392107,22235.646190793814,28162.860699113982,24640.51539608016,25620.03144019976,-3.8232429433426223,True,True,True,True,16.219918806312183,17.615656523628743,19.7184524617631,23.13507897972335,3.5978188148649086,18.01,medium
2025-11-05,10,conditional,23960.3135479438,26662.367539933115,23293.924039854137,26708.86226183081,22578.37461957114,26769.210394073765,22133.42737352665,26860.350842604574,24640.51539608016,25620.03144019976,-3.8232429433426223,True,True,True,True,10.546645886427719,13.329172643474507,16.357652738578956,18.45010799503167,1.4085765491921527,18.01,medium
2025-11-05,10,ensemble,24897.044217101804,27885.289076700265,24693.59269843782,28067.415337082977,24558.435679394097,28139.71194657547,24392.07211766852,28408.73251169801,24640.51539608016,25620.03144019976,-3.8232429433426223,False,False,True,True,11.663704888783545,13.168690469877312,13.978422608654883,15.67781211902437,6.791516340413477,18.01,medium
2025-11-05,10,ensemble_combined,23960.3135479438,27885.289076700265,23293.924039854137,28067.415337082977,22578.37461957114,28139.71194657547,22133.42737352665,28408.73251169801,24640.51539608016,25620.03144019976,-3.8232429433426223,True,True,True,True,15.31994813479379,18.631871347897228,21.706988689632023,24.49374487622577,4.059925901403528,18.01,medium
2025-11-06,1,baseline,24369.884845161487,25725.873444393026,24211.355480008206,25797.90843634203,24123.89019183761,25824.52296257504,23844.943027334462,26064.625343100553,25059.80805697154,25130.0416560404,-0.2794806313103774,True,True,True,True,5.395886794742364,6.313371772515432,6.767329692542136,8.83278406835651,0.2195623053539991,19.5,medium
2025-11-06,1,conditional,24713.97259380215,25599.554993200123,24578.108182596254,25670.396837933764,24475.62851733152,25678.251830489073,24438.35704165509,25711.35809871769,25059.80805697154,25130.0416560404,-0.2794806313103774,True,True,True,True,3.523998931315374,4.346545343170815,4.785600157843288,5.0656543848450575,0.2564438777123234,19.5,medium
2025-11-06,1,ensemble,24316.99567330994,26442.979630691625,24197.28695098727,26544.977891670653,24170.929811818052,26656.480056131186,24044.8172535028,26734.184749640215,25059.80805697154,25130.0416560404,-0.2794806313103774,True,True,True,True,8.459930096736121,9.342168918049044,9.890752583435102,10.70180277831328,1.2388533557507753,19.5,medium
2025-11-06,1,ensemble_combined,24316.99567330994,26442.979630691625,24197.28695098727,26544.977891670653,24170.929811818052,26656.480056131186,24044.8172535028,26734.184749640215,25059.80805697154,25130.0416560404,-0.2794806313103774,True,True,True,True,8.459930096736121,9.342168918049044,9.890752583435102,10.70180277831328,1.2388533557507753,19.5,medium
2025-11-06,2,baseline,24221.46038670967,26154.537048056078,24110.603857633505,26389.69112118891,24024.208392215365,26487.91118625903,23722.8190461719,26869.984535001786,25611.736743887843,25130.0416560404,1.916809746838039,True,True,True,True,7.692293899886003,9.069174236754955,9.803815002636393,12.523518790401274,1.4388724834832178,19.5,medium
2025-11-06,2,conditional,24492.261690342624,25770.111219663693,24470.399899613636,25808.484719554526,24330.924700357013,25829.152782665107,23950.884032504855,26156.098005140186,25611.736743887843,25130.0416560404,1.916809746838039,True,True,True,True,5.084947915372507,5.324642267830306,5.961900512600113,8.775210176005709,1.8794017167505825,19.5,medium
2025-11-06,2,ensemble,24242.852807853174,26682.099381043292,24133.583401906264,26779.495787912787,24058.348550167193,26862.601333354312,23877.102910286223,26976.244920296325,25611.736743887843,25130.0416560404,1.916809746838039,True,True,True,True,9.706496338432476,10.528881814927418,11.158965916449539,12.332418912903691,0.6175761707940234,19.5,medium
2025-11-06,2,ensemble_combined,24242.852807853174,26682.099381043292,24133.583401906264,26779.495787912787,24058.348550167193,26862.601333354312,23877.102910286223,26976.244920296325,25611.736743887843,25130.0416560404,1.916809746838039,True,True,True,True,9.706496338432476,10.528881814927418,11.158965916449539,12.332418912903691,0.6175761707940234,19.5,medium
2025-11-06,5,baseline,23906.823319795807,26866.967837232525,23480.747441560306,26973.89154855503,23055.12040701602,27048.643665036503,22686.337334052434,27337.196218298082,24993.46258979259,25130.0416560404,-0.5434892154863633,True,True,True,True,11.779306051111144,13.900271853131182,15.891431111339113,18.507167428939542,0.9305870179839795,19.5,medium
2025-11-06,5,conditional,24255.826560866266,26176.580738570025,24007.797567385114,26271.935137181204,23518.938542653523,26452.782026442022,22683.2917958078,26489.548763787287,24993.46258979259,25130.0416560404,-0.5434892154863633,True,True,True,True,7.6432590283513315,9.009684905364528,11.674646321500642,15.14624217530731,0.5825846391121209,19.5,medium
2025-11-06,5,ensemble,23980.6915536584,26583.679362154773,23888.30400704721,26729.543202934394,23781.47613432396,26851.59767099528,23749.3977772236,27062.069457116966,24993.46258979259,25130.0416560404,-0.5434892154863633,True,True,True,True,10.358072000532104,11.306145985652389,12.216937714201402,13.18211774271816,1.2553143345959508,19.5,medium
2025-11-06,5,ensemble_combined,23980.6915536584,26583.679362154773,23888.30400704721,26729.543202934394,23518.938542653523,26851.59767099528,22683.2917958078,27062.069457116966,24993.46258979259,25130.0416560404,-0.5434892154863633,True,True,True,True,10.358072000532104,11.306145985652389,13.261653816402255,17.42447434525704,1.2553143345959508,19.5,medium
2025-11-06,10,baseline,23118.585826618768,27194.658179220947,22859.981567464736,27286.803389837638,22476.717175553935,27431.972493121528,21810.38365733043,27624.238642092754,24054.37959487321,25130.0416560404,-4.280383120290759,True,True,True,True,16.21991880631217,17.615656523628743,19.718452461763107,23.135078979723353,4.054958991813044,19.5,medium
2025-11-06,10,conditional,23308.8646419532,26306.542127687793,23097.60358828408,26360.41935619212,22873.45461250561,26399.31814228448,22139.872852878118,26416.36777403457,24054.37959487321,25130.0416560404,-4.280383120290759,True,True,True,True,11.92866102955326,12.98372606208462,14.030472285076263,17.017460534644716,2.68456330713137,19.5,medium
2025-11-06,10,ensemble,23751.704705303924,26645.797563891032,23618.40213498869,26732.984592213776,23385.554461995092,26861.927677762087,23187.886634311842,26971.343296439285,24054.37959487321,25130.0416560404,-4.280383120290759,True,True,True,True,11.516466618715162,12.393861100013128,13.833535428825657,15.055512895331907,4.462045006035618,19.5,medium
2025-11-06,10,ensemble_combined,23308.8646419532,26645.797563891032,23097.60358828408,26732.984592213776,22873.45461250561,26861.927677762087,22139.872852878118,26971.343296439285,24054.37959487321,25130.0416560404,-4.280383120290759,True,True,True,True,13.278660527551278,14.466275279953123,15.871334874201388,19.225875188312102,3.4258379160656203,19.5,medium
2025-11-07,1,baseline,24301.775737146614,25653.97461088053,24143.689430863877,25725.808278979268,24056.46859123284,25752.348422766343,23778.30103002607,25991.77976364297,25611.736743887843,25059.80805697154,2.2024457875397014,True,True,True,True,5.395886794742387,6.313371772515442,6.767329692542147,8.832784068356508,2.701488724204083,19.08,medium
2025-11-07,1,conditional,24737.03376641787,25478.44171455421,24513.935362909164,25598.65305079123,24407.2238762341,25606.48609016375,24370.05656711319,25639.49983278492,25611.736743887843,25059.80805697154,2.2024457875397014,False,False,False,True,2.958553977950696,4.328515547349935,4.785600157843272,5.065654384845039,2.2164676432273254,19.08,medium
2025-11-07,1,ensemble,23920.95353926004,26041.412010476997,23790.463690365053,26103.252608522474,23680.37127958513,26201.32493118336,23533.951859474666,26321.26182784066,25611.736743887843,25059.80805697154,2.2024457875397014,True,True,True,True,8.461591032127053,9.229076746715194,10.05974844606565,11.122630955629266,2.65316714690124,19.08,medium
2025-11-07,1,ensemble_combined,23920.95353926004,26041.412010476997,23790.463690365053,26103.252608522474,23680.37127958513,26201.32493118336,23533.951859474666,26321.26182784066,25611.736743887843,25059.80805697154,2.2024457875397014,True,True,True,True,8.461591032127053,9.229076746715194,10.05974844606565,11.122630955629266,2.65316714690124,19.08,medium
2025-11-07,2,baseline,24153.7660963083,26081.44018279786,24043.219389759448,26315.93704584255,23957.06538293348,26413.882604854738,23656.51836173704,26794.88813259036,25533.48601836101,25059.80805697154,1.8901899021437119,True,True,True,True,7.692293899885999,9.069174236754947,9.803815002636386,12.523518790401269,1.412252638788897,19.08,medium
2025-11-07,2,conditional,24423.810562748266,25698.08875013759,24402.009871490023,25736.355003528675,24262.9244784008,25756.965303405992,23883.945950606394,26082.996777309258,25533.48601836101,25059.80805697154,1.8901899021437119,True,True,True,True,5.0849479153725055,5.324642267830311,5.961900512600116,8.775210176005704,1.8527818720562552,19.08,medium
