date,hour,model,p95_lo,p95_hi,p97_lo,p97_hi,p98_lo,p98_hi,p99_lo,p99_hi,actual_close,current_price,p95_hit,p97_hit,p98_hit,p99_hit,p95_width,p97_width,p98_width,p99_width,midpoint_error,vix
2025-11-17,12:30,combined,24871.756787619102,25214.514958511525,24851.13418574483,25222.02472488088,24827.251741621232,25233.23596294415,24807.342237581357,25258.18887944477,24799.91783393158,25062.08710838985,False,False,False,False,1.3676361805385315,1.4798868806576337,1.6199138546087344,1.7989189803449608,0.944301327969019,14.21
2025-11-17,13:00,percentile,24693.936748888955,25121.188897844364,24683.452468904627,25135.146971691018,24681.332146225697,25158.45844763149,24678.864846089557,25166.992964041397,24799.91783393158,24884.19885588078,True,True,True,True,1.7169616407177943,1.815186035935588,1.9173866282339005,1.9615986866962514,0.4395636242892025,14.21
2025-11-17,13:00,statistical,24862.30484246386,24907.193228034754,24854.823444868707,24914.6746256299,24847.34204727356,24922.15602322505,24832.37925208326,24937.11881841535,24799.91783393158,24884.19885588078,False,False,False,False,0.1803891129100473,0.2405188172133964,0.3006485215167309,0.42090793012344374,0.34090388768001645,14.21
2025-11-17,13:00,combined,24693.936748888955,25121.188897844364,24683.452468904627,25135.146971691018,24681.332146225697,25158.45844763149,24678.864846089557,25166.992964041397,24799.91783393158,24884.19885588078,True,True,True,True,1.7169616407177943,1.815186035935588,1.9173866282339005,1.9615986866962514,0.4395636242892025,14.21
2025-11-17,13:30,percentile,24714.376416819006,25055.028450078735,24692.806209920207,25093.138572051135,24683.100882097424,25093.453106917183,24666.99835165121,25125.40589741829,24799.91783393158,24881.35879325619,True,True,True,True,1.3691054258341318,1.6089650306374497,1.6492355913093462,1.8423734393932165,0.3739930677713242,14.21
2025-11-17,13:30,statistical,24862.67727019122,24901.061083487246,24856.279967975213,24907.458385703252,24849.88266575921,24913.85568791925,24837.088061327202,24926.650292351267,24799.91783393158,24881.35879325619,False,False,False,False,0.15426735177513634,0.2056898023668631,0.25711225295854595,0.35995715414199947,0.32936843839036045,14.21
2025-11-17,13:30,combined,24714.376416819006,25055.028450078735,24692.806209920207,25093.138572051135,24683.100882097424,25093.453106917183,24666.99835165121,25125.40589741829,24799.91783393158,24881.35879325619,True,True,True,True,1.3691054258341318,1.6089650306374497,1.6492355913093462,1.8423734393932165,0.3739930677713242,14.21
2025-11-17,14:00,percentile,24655.137655010578,24954.16627203368,24608.654029426736,24964.86760716884,24590.76094400144,24984.63928582439,24576.799451670246,25002.504315196406,24799.91783393158,24789.08731905279,True,True,True,True,1.2062913538299933,1.4369773810442725,1.5889182879283223,1.7173075315240223,0.05307583722004308,14.21
2025-11-17,14:00,statistical,24768.863836052064,24809.061753858532,24762.16418308432,24815.761406826274,24755.464530116573,24822.461059794023,24742.065224181086,24835.86036572951,24799.91783393158,24789.08731905279,True,True,True,True,0.162159732986912,0.21621297731587288,0.27026622164486314,0.3783727103027849,0.04419299038841344,14.21
2025-11-17,14:00,combined,24655.137655010578,24954.16627203368,24608.654029426736,24964.86760716884,24590.76094400144,24984.63928582439,24576.799451670246,25002.504315196406,24799.91783393158,24789.08731905279,True,True,True,True,1.2062913538299933,1.4369773810442725,1.5889182879283223,1.7173075315240223,0.05307583722004308,14.21
2025-11-17,14:30,percentile,24603.692479316804,24919.23087878454,24571.734838696022,24922.89657933764,24561.7751185517,24926.70501294953,24547.270596959388,24940.371979901294,24799.91783393158,24743.78764903363,True,True,True,True,1.2752227102145341,1.4191915385894187,1.4748344092424375,1.5886871828907678,0.21258719829339964,14.21
2025-11-17,14:30,statistical,24723.33467744128,24762.72432558714,24716.769736083636,24769.289266944783,24710.204794725993,24775.854208302422,24697.074912010703,24788.98409101771,24799.91783393158,24743.78764903363,False,False,False,False,0.15919005087080834,0.2122534011610729,0.2653167514513227,0.3714434520318812,0.22990955638754504,14.21
2025-11-17,14:30,combined,24603.692479316804,24919.23087878454,24571.734838696022,24922.89657933764,24561.7751185517,24926.70501294953,24547.270596959388,24940.371979901294,24799.91783393158,24743.78764903363,True,True,True,True,1.2752227102145341,1.4191915385894187,1.4748344092424375,1.5886871828907678,0.21258719829339964,14.21
2025-11-17,15:00,percentile,24581.290486369795,24774.846188851483,24574.614138895224,24782.125672538685,24566.662765917208,24783.021000996083,24553.176430523752,24783.92466747017,24799.91783393158,24669.88544524353,False,False,False,False,0.7845828993057059,0.8411532112868818,0.8770135376554398,0.9353437714924979,0.4926975785291341,14.21
2025-11-17,15:00,statistical,24643.152235471036,24692.991994712065,24634.845608930864,24701.298621252237,24626.53898239069,24709.605247792406,24609.925729310347,24726.21850087275,24799.91783393158,24669.88544524353,False,False,False,False,0.20202671533133765,0.26936895377512177,0.3367111922188912,0.47139566910645936,0.5344399313595195,14.21
2025-11-17,15:00,combined,24581.290486369795,24774.846188851483,24574.614138895224,24782.125672538685,24566.662765917208,24783.021000996083,24553.176430523752,24783.92466747017,24799.91783393158,24669.88544524353,False,False,False,False,0.7845828993057059,0.8411532112868818,0.8770135376554398,0.9353437714924979,0.4926975785291341,14.21
2025-11-17,15:30,percentile,24585.600977188045,24802.224029637546,24552.17745269833,24814.431033676025,24547.710615133434,24850.366364441463,24541.843679969832,24865.90597109764,24799.91783393158,24686.78739892426,True,True,True,True,0.8774857941173011,1.0623236500554971,1.22598272678128,1.312695272540521,0.47237248354754297,14.21
2025-11-17,15:30,statistical,24663.10399870719,24708.147819672777,24655.596695212924,24715.65512316705,24648.08939171866,24723.16242666131,24633.074784730128,24738.177033649838,24799.91783393158,24686.78739892426,False,False,False,False,0.18246125037537472,0.2432816671672007,0.30410208395898247,0.4257429175425607,0.462967995368146,14.21
2025-11-17,15:30,combined,24585.600977188045,24802.224029637546,24552.17745269833,24814.431033676025,24547.710615133434,24850.366364441463,24541.843679969832,24865.90597109764,24799.91783393158,24686.78739892426,True,True,True,True,0.8774857941173011,1.0623236500554971,1.22598272678128,1.312695272540521,0.47237248354754297,14.21
2025-11-18,9:30,percentile,24407.71939551544,24948.5817864274,24373.517342179377,24967.60676240245,24332.922364175436,24993.04368672339,24314.141717459945,25016.257045581784,24503.09634735745,24656.40860374324,True,True,True,True,2.1935976143332083,2.4094726436877814,2.6772809177397314,2.8475977154890555,0.6791974760997567,16.96
2025-11-18,9:30,statistical,24619.129177051815,24691.516975666822,24607.064543949313,24703.581608769324,24594.999910846815,24715.646241871822,24570.87064464181,24739.775508076822,24503.09634735745,24656.40860374324,False,False,False,False,0.2935861413491408,0.391448188465526,0.4893102355818817,0.6850343298146373,0.6173921411196828,16.96
2025-11-18,9:30,combined,24407.71939551544,24948.5817864274,24373.517342179377,24967.60676240245,24332.922364175436,24993.04368672339,24314.141717459945,25016.257045581784,24503.09634735745,24656.40860374324,True,True,True,True,2.1935976143332083,2.4094726436877814,2.6772809177397314,2.8475977154890555,0.6791974760997567,16.96
2025-11-18,10:00,percentile,24055.882393820335,24650.17543579441,24001.499601147956,24668.57590766109,23976.678378920024,24684.493344330087,23965.95478507738,24726.8133628017,24503.09634735745,24356.49062016658,True,True,True,True,2.439978120173081,2.7388030439853654,2.9060630139549333,3.1238432070929982,0.6899951046879377,16.96
2025-11-18,10:00,statistical,24315.306212659736,24390.769375987893,24302.72901877171,24403.346569875917,24290.151824883684,24415.923763763945,24264.99743710763,24441.078151539994,24503.09634735745,24356.49062016658,False,False,False,False,0.3098277354688992,0.4131036472918507,0.5163795591148319,0.7229313827607499,0.6160926685775941,16.96
2025-11-18,10:00,combined,24055.882393820335,24650.17543579441,24001.499601147956,24668.57590766109,23976.678378920024,24684.493344330087,23965.95478507738,24726.8133628017,24503.09634735745,24356.49062016658,True,True,True,True,2.439978120173081,2.7388030439853654,2.9060630139549333,3.1238432070929982,0.6899951046879377,16.96
2025-11-18,10:30,percentile,24233.09782673544,24663.20889862702,24204.527908130327,24682.78384430592,24147.17287367486,24699.455176169984,24095.13136883577,24717.512390516582,24503.09634735745,24433.54570460737,True,True,True,True,1.760330150570311,1.957374267155211,2.260344483653809,2.547239885709472,0.24327402931174597,16.96
2025-11-18,10:30,statistical,24396.44596224472,24466.54908766509,24384.76210800799,24478.23294190182,24373.078253771266,24489.916796138546,24349.710545297807,24513.284504612002,24503.09634735745,24433.54570460737,False,False,False,True,0.28691343560157434,0.3825512474687757,0.4781890593359473,0.6694646830703352,0.2930349252955173,16.96
2025-11-18,10:30,combined,24233.09782673544,24663.20889862702,24204.527908130327,24682.78384430592,24147.17287367486,24699.455176169984,24095.13136883577,24717.512390516582,24503.09634735745,24433.54570460737,True,True,True,True,1.760330150570311,1.957374267155211,2.260344483653809,2.547239885709472,0.24327402931174597,16.96
2025-11-18,11:00,percentile,24129.565145304583,24549.02330044642,24096.100759464374,24567.923245396323,24090.980759256465,24592.851653544374,24064.88058941646,24618.003341885837,24503.09634735745,24328.9390546899,True,True,True,True,1.724111989425115,1.9393467379375733,2.062855651698315,2.273517769212995,0.7032133400577593,16.96
2025-11-18,11:00,statistical,24296.117222785913,24355.927100718003,24286.148909797234,24365.89541370669,24276.180596808554,24375.86372669537,24256.24397083119,24395.800352672733,24503.09634735745,24328.9390546899,False,False,False,False,0.24583841406993165,0.32778455209325713,0.4097306901165528,0.5736229661631739,0.7278335697558912,16.96
2025-11-18,11:00,combined,24129.565145304583,24549.02330044642,24096.100759464374,24567.923245396323,24090.980759256465,24592.851653544374,24064.88058941646,24618.003341885837,24503.09634735745,24328.9390546899,True,True,True,True,1.724111989425115,1.9393467379375733,2.062855651698315,2.273517769212995,0.7032133400577593,16.96
2025-11-18,11:30,percentile,24365.424792448975,24832.572035368135,24330.975180874477,24842.949882071407,24327.21978066193,24848.703324700116,24287.681601870318,24854.417062718236,24503.09634735745,24565.9727341372,True,True,True,True,1.901602871479239,2.084080719040624,2.1227880926267018,2.3069937713493225,0.3413916681546746,16.96
