dte,band,time_pst,time_et,spread_type,flow_mode,spread_width,n_trades,n_wins,win_rate_pct,avg_credit,avg_max_risk,avg_pnl,total_pnl,median_pnl,min_pnl,max_pnl,pnl_std,sharpe,avg_hold_days
3,P95,09:00,12:00,iron_condor,neutral,200,24,24,100.0,6637.58,16993.12,3473.1,83354.5,2335.25,8.5,17750.0,4158.92,0.835,2.9
3,P99,07:15,10:15,iron_condor,against_flow,50,52,48,92.3,3403.81,7496.06,1598.37,83115.0,125.5,-5931.0,26895.0,4853.12,0.329,2.8
3,P99,07:15,10:15,iron_condor,with_flow,50,52,48,92.3,3403.81,7496.06,1598.37,83115.0,125.5,-5931.0,26895.0,4853.12,0.329,2.8
3,P99,09:00,12:00,iron_condor,with_flow,150,33,31,93.9,5207.21,14320.06,2511.62,82883.5,319.0,-3093.0,23935.0,5810.04,0.432,2.6
3,P99,09:00,12:00,iron_condor,against_flow,150,33,31,93.9,5207.21,14320.06,2511.62,82883.5,319.0,-3093.0,23935.0,5810.04,0.432,2.6
3,P99,09:00,12:00,iron_condor,neutral,150,34,31,91.2,5460.59,13992.35,2356.43,80118.5,268.25,-3093.0,23935.0,5792.46,0.407,2.6
3,P99,07:15,10:15,iron_condor,neutral,50,55,50,90.9,3257.76,7411.2,1440.45,79224.5,124.0,-5931.0,26895.0,4802.7,0.3,2.8
3,P95,09:00,12:00,iron_condor,with_flow,200,23,23,100.0,6488.57,17300.0,3405.3,78322.0,2320.5,8.5,17750.0,4238.81,0.803,2.9
3,P95,09:00,12:00,iron_condor,against_flow,200,23,23,100.0,6488.57,17300.0,3405.3,78322.0,2320.5,8.5,17750.0,4238.81,0.803,2.9
3,P97,07:45,10:45,iron_condor,neutral,50,62,59,95.2,2904.13,6953.15,1196.86,74205.5,358.75,-5302.0,15630.0,3074.13,0.389,2.8
3,P97,07:45,10:45,iron_condor,against_flow,50,57,55,96.5,2632.16,6870.09,1252.09,71369.0,359.0,-5302.0,15630.0,3062.67,0.409,2.9
3,P97,07:45,10:45,iron_condor,with_flow,50,57,55,96.5,2632.16,6870.09,1252.09,71369.0,359.0,-5302.0,15630.0,3062.67,0.409,2.9
3,P98,12:00,15:00,iron_condor,neutral,200,30,27,90.0,9197.5,16371.3,2367.0,71010.0,983.0,-7036.0,15830.0,4303.41,0.55,2.5
3,P99,07:15,10:15,iron_condor,with_flow,100,54,49,90.7,3677.67,10593.89,1303.41,70384.0,126.5,-10911.0,26902.0,5256.24,0.248,2.8
3,P99,07:15,10:15,iron_condor,against_flow,100,54,49,90.7,3677.67,10593.89,1303.41,70384.0,126.5,-10911.0,26902.0,5256.24,0.248,2.8
3,P100,09:00,12:00,iron_condor,with_flow,150,33,29,87.9,6343.24,15037.24,2103.55,69417.0,597.5,-4275.0,18561.0,4756.99,0.442,2.5
3,P100,09:00,12:00,iron_condor,neutral,150,33,29,87.9,6343.24,15037.24,2103.55,69417.0,597.5,-4275.0,18561.0,4756.99,0.442,2.5
3,P100,09:00,12:00,iron_condor,against_flow,150,33,29,87.9,6343.24,15037.24,2103.55,69417.0,597.5,-4275.0,18561.0,4756.99,0.442,2.5
3,P100,06:30,09:30,iron_condor,neutral,200,47,46,97.9,2997.45,18899.32,1462.8,68751.5,376.5,-1177.0,10117.5,2338.34,0.626,3.0
3,P98,12:00,15:00,iron_condor,neutral,150,41,36,87.8,7804.39,15249.78,1638.61,67183.0,745.0,-3646.0,8591.5,2949.51,0.556,2.6
3,P95,07:00,10:00,iron_condor,neutral,200,36,36,100.0,3670.67,17859.75,1835.62,66082.5,1493.75,2.5,5827.0,1839.23,0.998,3.0
3,P98,12:00,15:00,iron_condor,with_flow,200,28,25,89.3,9203.93,16476.39,2322.95,65042.5,978.75,-7036.0,15830.0,4422.4,0.525,2.6
3,P98,12:00,15:00,iron_condor,against_flow,200,28,25,89.3,9203.93,16476.39,2322.95,65042.5,978.75,-7036.0,15830.0,4422.4,0.525,2.6
3,P98,12:00,15:00,iron_condor,against_flow,150,38,34,89.5,7958.71,15301.97,1664.37,63246.0,830.75,-3646.0,8591.5,2877.7,0.578,2.6
3,P98,12:00,15:00,iron_condor,with_flow,150,38,34,89.5,7958.71,15301.97,1664.37,63246.0,830.75,-3646.0,8591.5,2877.7,0.578,2.6
3,P98,10:00,13:00,iron_condor,with_flow,50,56,51,91.1,4998.71,7606.18,1117.03,62553.5,313.0,-4929.0,15744.0,3052.48,0.366,2.5
3,P98,10:00,13:00,iron_condor,against_flow,50,56,51,91.1,4998.71,7606.18,1117.03,62553.5,313.0,-4929.0,15744.0,3052.48,0.366,2.5
3,P99,10:00,13:00,iron_condor,neutral,50,52,46,88.5,5273.54,7620.31,1192.87,62029.0,239.0,-4929.0,15744.0,3165.88,0.377,2.5
3,P95,08:15,11:15,iron_condor,neutral,50,54,50,92.6,2811.19,6700.09,1146.06,61887.0,137.75,-4717.0,17945.0,3848.65,0.298,2.9
3,P99,09:00,12:00,iron_condor,against_flow,100,50,46,92.0,3229.26,11404.1,1236.57,61828.5,208.75,-10982.0,21349.0,4604.94,0.269,2.7
3,P99,09:00,12:00,iron_condor,with_flow,100,50,46,92.0,3229.26,11404.1,1236.57,61828.5,208.75,-10982.0,21349.0,4604.94,0.269,2.7
3,P99,10:00,13:00,iron_condor,with_flow,50,48,42,87.5,5704.15,7585.85,1287.84,61816.5,313.75,-4929.0,15744.0,3279.62,0.393,2.4
3,P99,10:00,13:00,iron_condor,against_flow,50,48,42,87.5,5704.15,7585.85,1287.84,61816.5,313.75,-4929.0,15744.0,3279.62,0.393,2.4
3,P95,07:00,10:00,iron_condor,neutral,50,63,59,93.7,2462.52,5307.87,979.0,61677.0,585.0,-4921.0,6940.5,2022.5,0.484,2.9
3,P100,07:15,10:15,iron_condor,against_flow,100,47,45,95.7,19984.17,10302.04,1303.91,61284.0,153.0,-7173.0,26895.0,4340.82,0.3,2.7
3,P100,07:15,10:15,iron_condor,with_flow,100,47,45,95.7,19984.17,10302.04,1303.91,61284.0,153.0,-7173.0,26895.0,4340.82,0.3,2.7
3,P98,10:00,13:00,iron_condor,neutral,50,61,55,90.2,4648.43,7808.62,974.64,59453.0,311.0,-4929.0,15744.0,3027.41,0.322,2.6
3,P98,07:15,10:15,call_spread,neutral,150,34,33,97.1,3015.85,14734.15,1740.69,59183.5,110.0,-2240.0,26895.0,4973.14,0.35,2.9
3,P95,09:00,12:00,iron_condor,neutral,150,44,41,93.2,4066.48,15085.36,1344.9,59175.5,695.0,-16152.0,24463.0,5586.84,0.241,2.8
3,P99,09:00,12:00,iron_condor,neutral,100,53,48,90.6,3310.92,11251.53,1116.24,59160.5,189.0,-10982.0,21349.0,4508.83,0.248,2.7
3,P99,07:15,10:15,iron_condor,neutral,100,57,50,87.7,3528.63,10612.37,1032.84,58872.0,120.0,-10911.0,26902.0,5284.32,0.195,2.8
3,P95,12:30,15:30,iron_condor,neutral,150,50,46,92.0,3177.28,15254.2,1174.92,58746.0,459.5,-13897.0,14528.5,3583.91,0.328,2.9
3,P95,08:15,11:15,iron_condor,against_flow,50,51,47,92.2,2846.12,6612.63,1148.25,58561.0,140.0,-4717.0,17945.0,3947.88,0.291,2.8
3,P95,08:15,11:15,iron_condor,with_flow,50,51,47,92.2,2846.12,6612.63,1148.25,58561.0,140.0,-4717.0,17945.0,3947.88,0.291,2.8
3,P95,07:00,10:00,iron_condor,with_flow,200,33,33,100.0,3489.33,18180.21,1744.98,57584.5,1482.5,2.5,5797.0,1781.63,0.979,3.0
3,P95,07:00,10:00,iron_condor,against_flow,200,33,33,100.0,3489.33,18180.21,1744.98,57584.5,1482.5,2.5,5797.0,1781.63,0.979,3.0
3,P98,07:30,10:30,iron_condor,neutral,150,58,55,94.8,4212.59,15268.02,992.8,57582.5,504.5,-14725.0,7572.5,3141.42,0.316,2.8
3,P100,06:30,09:30,iron_condor,neutral,150,63,60,95.2,2508.87,15287.43,911.98,57455.0,209.5,-10757.0,10275.5,2854.12,0.32,2.9
3,P97,08:15,11:15,iron_condor,against_flow,50,55,51,92.7,3786.47,8568.31,1035.64,56960.0,422.5,-7930.0,9075.0,3118.31,0.332,2.8
3,P97,08:15,11:15,iron_condor,with_flow,50,55,51,92.7,3786.47,8568.31,1035.64,56960.0,422.5,-7930.0,9075.0,3118.31,0.332,2.8
3,P98,07:30,10:30,iron_condor,with_flow,150,54,51,94.4,4485.07,15215.91,1046.56,56514.5,602.5,-14725.0,7572.5,3250.37,0.322,2.8
3,P98,07:30,10:30,iron_condor,against_flow,150,54,51,94.4,4485.07,15215.91,1046.56,56514.5,602.5,-14725.0,7572.5,3250.37,0.322,2.8
3,P100,08:45,11:45,iron_condor,against_flow,200,25,21,84.0,8703.48,17632.12,2253.38,56334.5,523.0,-9030.0,18986.0,5932.96,0.38,2.5
3,P100,08:45,11:45,iron_condor,with_flow,200,25,21,84.0,8703.48,17632.12,2253.38,56334.5,523.0,-9030.0,18986.0,5932.96,0.38,2.5
3,P98,12:00,15:00,put_spread,neutral,200,31,30,96.8,5385.0,16195.65,1812.92,56200.5,951.5,-3646.0,8382.5,2663.56,0.681,2.9
3,P100,07:15,10:15,iron_condor,neutral,100,50,47,94.0,18852.18,10266.06,1118.11,55905.5,152.75,-7173.0,26895.0,4366.18,0.256,2.8
3,P95,12:30,15:30,iron_condor,with_flow,150,48,44,91.7,3186.02,15171.56,1162.05,55778.5,459.5,-13897.0,14528.5,3646.69,0.319,2.9
3,P95,12:30,15:30,iron_condor,against_flow,150,48,44,91.7,3186.02,15171.56,1162.05,55778.5,459.5,-13897.0,14528.5,3646.69,0.319,2.9
3,P97,09:00,12:00,put_spread,neutral,200,31,31,100.0,3263.32,17591.52,1792.24,55559.5,377.5,3.5,12284.0,2972.87,0.603,3.0
3,P100,08:15,11:15,iron_condor,against_flow,50,53,45,84.9,4096.58,8392.79,1044.16,55340.5,207.5,-4962.0,16900.0,3032.01,0.344,2.4
3,P100,08:15,11:15,iron_condor,with_flow,50,53,45,84.9,4096.58,8392.79,1044.16,55340.5,207.5,-4962.0,16900.0,3032.01,0.344,2.4
