rank,strategy.config.slope_detection.skip_slope,strategy.config.tiers.call.0.spread_width,strategy.config.tiers.call.1.spread_width,strategy.config.tiers.call.2.spread_width,strategy.config.tiers.put.0.spread_width,strategy.config.tiers.put.1.spread_width,strategy.config.tiers.put.2.spread_width,total_trades,win_rate,total_credits,total_gains,total_losses,net_pnl,profit_factor,roi
441,False,45,30,25,45,30,25,293,2.0,34212.0,34212.0,0,34212.0,inf,4.41
442,True,45,30,25,45,30,25,293,2.0,34212.0,34212.0,0,34212.0,inf,4.41
443,False,45,25,30,45,25,30,293,2.4,34197.0,34197.0,0,34197.0,inf,4.14
444,True,45,25,30,45,25,30,293,2.4,34197.0,34197.0,0,34197.0,inf,4.14
445,False,35,40,10,35,40,10,293,3.1,34138.0,34138.0,0,34138.0,inf,3.58
446,True,35,40,10,35,40,10,293,3.1,34138.0,34138.0,0,34138.0,inf,3.58
447,False,30,25,30,30,25,30,293,2.0,34137.0,34137.0,0,34137.0,inf,4.0
448,True,30,25,30,30,25,30,293,2.0,34137.0,34137.0,0,34137.0,inf,4.0
449,False,30,30,25,30,30,25,293,2.0,34132.0,34132.0,0,34132.0,inf,4.25
450,True,30,30,25,30,30,25,293,2.0,34132.0,34132.0,0,34132.0,inf,4.25
451,False,35,35,15,35,35,15,293,2.7,34077.0,34077.0,0,34077.0,inf,3.41
452,True,35,35,15,35,35,15,293,2.7,34077.0,34077.0,0,34077.0,inf,3.41
453,False,45,40,10,45,40,10,293,2.4,33946.0,33946.0,0,33946.0,inf,4.57
454,True,45,40,10,45,40,10,293,2.4,33946.0,33946.0,0,33946.0,inf,4.57
455,False,45,35,30,45,35,30,293,2.0,33906.0,33906.0,0,33906.0,inf,4.22
456,True,45,35,30,45,35,30,293,2.0,33906.0,33906.0,0,33906.0,inf,4.22
457,False,45,35,25,45,35,25,293,2.0,33892.0,33892.0,0,33892.0,inf,4.19
458,True,45,35,25,45,35,25,293,2.0,33892.0,33892.0,0,33892.0,inf,4.19
459,False,35,35,30,35,35,30,293,2.7,33859.0,33859.0,0,33859.0,inf,3.39
460,True,35,35,30,35,35,30,293,2.7,33859.0,33859.0,0,33859.0,inf,3.39
461,False,30,25,25,30,25,25,293,2.0,33763.0,33763.0,0,33763.0,inf,3.96
462,True,30,25,25,30,25,25,293,2.0,33763.0,33763.0,0,33763.0,inf,3.96
463,False,35,35,25,35,35,25,293,2.7,33654.0,33654.0,0,33654.0,inf,3.36
464,True,35,35,25,35,35,25,293,2.7,33654.0,33654.0,0,33654.0,inf,3.36
465,False,30,35,25,30,35,25,293,2.4,33607.0,33607.0,0,33607.0,inf,4.03
466,True,30,35,25,30,35,25,293,2.4,33607.0,33607.0,0,33607.0,inf,4.03
467,False,30,45,10,30,45,10,293,2.7,33494.0,33494.0,0,33494.0,inf,4.21
468,True,30,45,10,30,45,10,293,2.7,33494.0,33494.0,0,33494.0,inf,4.21
469,False,35,25,10,35,25,10,293,3.1,33235.0,33235.0,0,33235.0,inf,3.26
470,True,35,25,10,35,25,10,293,3.1,33235.0,33235.0,0,33235.0,inf,3.26
471,False,35,45,10,35,45,10,293,3.1,33193.0,33193.0,0,33193.0,inf,3.48
472,True,35,45,10,35,45,10,293,3.1,33193.0,33193.0,0,33193.0,inf,3.48
473,False,35,30,10,35,30,10,293,3.1,33185.0,33185.0,0,33185.0,inf,3.44
474,True,35,30,10,35,30,10,293,3.1,33185.0,33185.0,0,33185.0,inf,3.44
475,False,45,45,10,45,45,10,293,2.4,33001.0,33001.0,0,33001.0,inf,4.43
476,True,45,45,10,45,45,10,293,2.4,33001.0,33001.0,0,33001.0,inf,4.43
477,False,35,35,10,35,35,10,293,3.1,32968.0,32968.0,0,32968.0,inf,3.3
478,True,35,35,10,35,35,10,293,3.1,32968.0,32968.0,0,32968.0,inf,3.3
479,False,45,35,10,45,35,10,293,2.4,32857.0,32857.0,0,32857.0,inf,4.12
480,True,45,35,10,45,35,10,293,2.4,32857.0,32857.0,0,32857.0,inf,4.12
481,False,45,25,10,45,25,10,293,2.7,32786.0,32786.0,0,32786.0,inf,4.08
482,True,45,25,10,45,25,10,293,2.7,32786.0,32786.0,0,32786.0,inf,4.08
483,False,45,30,10,45,30,10,293,2.4,32736.0,32736.0,0,32736.0,inf,4.37
484,True,45,30,10,45,30,10,293,2.4,32736.0,32736.0,0,32736.0,inf,4.37
485,False,30,35,10,30,35,10,293,2.7,32717.0,32717.0,0,32717.0,inf,3.96
486,True,30,35,10,30,35,10,293,2.7,32717.0,32717.0,0,32717.0,inf,3.96
487,False,30,25,10,30,25,10,293,2.4,32614.0,32614.0,0,32614.0,inf,3.93
488,True,30,25,10,30,25,10,293,2.4,32614.0,32614.0,0,32614.0,inf,3.93
489,False,30,30,10,30,30,10,293,2.4,32452.0,32452.0,0,32452.0,inf,4.21
490,True,30,30,10,30,30,10,293,2.4,32452.0,32452.0,0,32452.0,inf,4.21
