trial	hash	status	op	score	ann_sharpe	hold_sharpe	ann_roi	max_dd	win_d	improvement_pct	profit_target	stop_loss	apply_dtes	apply_tiers	apply_sides
207	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
208	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
209	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
210	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
211	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
212	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
213	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
214	49e726a	discard	swap_tiers	9.0699	9.344	11.220	43097.67	0.88	93.88	-16.7	70	100	0,1,3	aggressive,moderate	call,put
215	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
216	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
217	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
218	43da125	discard	toggle_dte	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1	conservative	call,put
219	ae04c21	discard	shift_profit_target	11.7457	11.746	11.220	57566.57	0.00	100.00	+4.7	60	100	0,1,3	conservative	call,put
220	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
221	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
222	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
223	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
224	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
225	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
226	69bca02	discard	shift_profit_target	11.7463	11.746	11.220	57659.83	0.00	100.00	+4.7	65	100	0,1,3	conservative	call,put
227	791289f	discard	toggle_dte	11.6510	11.651	11.220	56527.87	0.00	100.00	+3.8	70	100	0,1,2,3	conservative	call,put
228	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
229	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
230	43da125	discard	toggle_dte	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1	conservative	call,put
231	43da125	discard	toggle_dte	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1	conservative	call,put
232	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
233	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
234	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
235	791289f	discard	toggle_dte	11.6510	11.651	11.220	56527.87	0.00	100.00	+3.8	70	100	0,1,2,3	conservative	call,put
236	69bca02	discard	shift_profit_target	11.7463	11.746	11.220	57659.83	0.00	100.00	+4.7	65	100	0,1,3	conservative	call,put
237	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
238	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
239	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
240	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
241	3b8952f	discard	toggle_dte	11.3171	11.317	11.220	58880.72	0.00	100.00	+0.9	70	100	0,3	conservative	call,put
242	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
243	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
244	2d0823a	discard	swap_tiers	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	call,put
245	2d0823a	discard	swap_tiers	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	call,put
246	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
247	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
248	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
249	2d0823a	discard	swap_tiers	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	call,put
250	ed1439a	discard	swap_tiers	10.6574	10.848	11.220	46973.37	0.53	97.86	-3.3	70	100	0,1,3	conservative,moderate	call,put
251	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
252	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
253	791289f	discard	toggle_dte	11.6510	11.651	11.220	56527.87	0.00	100.00	+3.8	70	100	0,1,2,3	conservative	call,put
254	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
255	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
256	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
257	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
258	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
