trial	hash	status	op	score	ann_sharpe	hold_sharpe	ann_roi	max_dd	win_d	improvement_pct	profit_target	stop_loss	apply_dtes	apply_tiers	apply_sides
203	0a63142	discard	toggle_dte	10.9581	10.958	11.220	54652.23	0.00	100.00	-2.3	30	9999	0,2,3	aggressive,conservative,moderate	put
204	c9eaf87	discard	shift_profit_target	11.4251	11.425	11.220	56380.26	0.00	100.00	+1.8	30	9999	0,3	aggressive,conservative,moderate	put
205	0a63142	discard	toggle_dte	10.9581	10.958	11.220	54652.23	0.00	100.00	-2.3	30	9999	0,2,3	aggressive,conservative,moderate	put
206	c9eaf87	discard	shift_profit_target	11.4251	11.425	11.220	56380.26	0.00	100.00	+1.8	30	9999	0,3	aggressive,conservative,moderate	put
207	c9eaf87	discard	swap_tiers	11.4251	11.425	11.220	56380.26	0.00	100.00	+1.8	30	9999	0,3	aggressive,conservative,moderate	put
208	222b80c	discard	toggle_dte	11.3912	11.391	11.220	56660.39	0.00	100.00	+1.5	30	9999	0	aggressive,conservative,moderate	put
209	c9eaf87	discard	shift_profit_target	11.4251	11.425	11.220	56380.26	0.00	100.00	+1.8	30	9999	0,3	aggressive,conservative,moderate	put
210	a975223	discard	swap_tiers	11.3604	11.360	11.220	56812.35	0.00	100.00	+1.3	30	9999	0,3	aggressive,moderate	put
211	c9eaf87	discard	toggle_side	11.4251	11.425	11.220	56380.26	0.00	100.00	+1.8	30	9999	0,3	aggressive,conservative,moderate	put
212	36e5fa4	discard	swap_tiers	11.3447	11.345	11.220	58274.22	0.00	100.00	+1.1	30	9999	0,3	moderate	put
213	df63ff9	discard	shift_profit_target	11.4180	11.418	11.220	56595.35	0.00	100.00	+1.8	35	9999	0,3	aggressive,conservative,moderate	put
214	63efa8d	discard	toggle_side	11.3482	11.348	11.220	55279.65	0.00	100.00	+1.1	30	9999	0,3	aggressive,conservative,moderate	call,put
215	df63ff9	discard	shift_profit_target	11.4180	11.418	11.220	56595.35	0.00	100.00	+1.8	35	9999	0,3	aggressive,conservative,moderate	put
216	63efa8d	discard	toggle_side	11.3482	11.348	11.220	55279.65	0.00	100.00	+1.1	30	9999	0,3	aggressive,conservative,moderate	call,put
217	c9eaf87	discard	shift_profit_target	11.4251	11.425	11.220	56380.26	0.00	100.00	+1.8	30	9999	0,3	aggressive,conservative,moderate	put
218	0a63142	discard	toggle_dte	10.9581	10.958	11.220	54652.23	0.00	100.00	-2.3	30	9999	0,2,3	aggressive,conservative,moderate	put
219	c9eaf87	discard	shift_profit_target	11.4251	11.425	11.220	56380.26	0.00	100.00	+1.8	30	9999	0,3	aggressive,conservative,moderate	put
220	cb64e02	discard	shift_profit_target	11.3697	11.370	11.220	56926.43	0.00	100.00	+1.3	40	9999	0,3	aggressive,conservative,moderate	put
221	63efa8d	discard	toggle_side	11.3482	11.348	11.220	55279.65	0.00	100.00	+1.1	30	9999	0,3	aggressive,conservative,moderate	call,put
222	c9eaf87	discard	toggle_side	11.4251	11.425	11.220	56380.26	0.00	100.00	+1.8	30	9999	0,3	aggressive,conservative,moderate	put
