rank,max_spread_width_call,max_spread_width_put,max_trading_hour,min_trading_hour,option_type,percent_beyond_call,percent_beyond_put,total_trades,win_rate,total_credits,total_gains,total_losses,net_pnl,profit_factor,roi
136,30,20,10,6,both,0.02,0.005,95,88.42,1909860.0,1441587.0,546727.0,894860.0,2.6368,19.07
137,10,20,10,6,both,0.025,0.005,95,88.42,1909860.0,1441587.0,546727.0,894860.0,2.6368,19.07
138,20,20,10,6,both,0.025,0.005,95,88.42,1909860.0,1441587.0,546727.0,894860.0,2.6368,19.07
139,30,20,10,6,both,0.025,0.005,95,88.42,1909860.0,1441587.0,546727.0,894860.0,2.6368,19.07
140,30,10,13,6,both,0.015,0.0075,95,91.58,1714908.0,1291916.73,398881.0,893035.73,3.2389,18.95
141,20,10,12,6,both,0.015,0.0075,95,91.58,1712016.0,1289024.73,398881.0,890143.73,3.2316,18.89
142,10,10,12,7,both,0.015,0.005,95,89.47,1843097.0,1387614.2,498192.0,889422.2,2.7853,18.85
143,30,10,12,6,both,0.015,0.0075,95,91.58,1709368.0,1286376.73,398881.0,887495.73,3.225,18.83
144,10,20,11,7,both,0.02,0.005,95,89.47,1845115.0,1383024.62,496602.0,886422.62,2.785,18.89
145,20,20,11,7,both,0.02,0.005,95,89.47,1845115.0,1383024.62,496602.0,886422.62,2.785,18.89
146,30,20,11,7,both,0.02,0.005,95,89.47,1845115.0,1383024.62,496602.0,886422.62,2.785,18.89
147,10,20,11,7,both,0.025,0.005,95,89.47,1845115.0,1383024.62,496602.0,886422.62,2.785,18.89
148,20,20,11,7,both,0.025,0.005,95,89.47,1845115.0,1383024.62,496602.0,886422.62,2.785,18.89
149,30,20,11,7,both,0.025,0.005,95,89.47,1845115.0,1383024.62,496602.0,886422.62,2.785,18.89
150,10,10,11,6,both,0.015,0.0075,95,92.63,1602565.0,1231917.73,349225.0,882692.73,3.5276,18.71
151,20,10,9,6,both,0.015,0.0075,95,92.63,1461824.0,1176896.73,299647.54,877249.2,3.9276,18.62
152,30,10,9,6,both,0.015,0.0075,95,92.63,1460964.0,1176036.73,299647.54,876389.2,3.9247,18.61
153,20,10,13,6,both,0.015,0.01,95,94.74,1403177.0,1121758.0,249581.0,872177.0,4.4946,18.52
154,20,10,11,7,both,0.015,0.005,95,89.47,1713688.0,1313190.0,449204.54,863985.46,2.9234,18.34
155,30,10,11,7,both,0.015,0.005,95,89.47,1712191.0,1311693.0,449204.54,862488.46,2.92,18.31
156,10,10,9,6,both,0.015,0.0075,95,92.63,1446765.0,1161837.73,299647.54,862190.2,3.8773,18.28
157,20,10,12,7,both,0.02,0.005,95,89.47,1812079.0,1356596.2,498192.0,858404.2,2.723,18.2
158,20,10,13,7,both,0.02,0.005,95,89.47,1812079.0,1356596.2,498192.0,858404.2,2.723,18.2
159,30,10,12,7,both,0.02,0.005,95,89.47,1812079.0,1356596.2,498192.0,858404.2,2.723,18.2
160,30,10,13,7,both,0.02,0.005,95,89.47,1812079.0,1356596.2,498192.0,858404.2,2.723,18.2
161,10,10,12,7,both,0.02,0.005,95,89.47,1812054.0,1356571.2,498192.0,858379.2,2.723,18.2
162,10,10,13,7,both,0.02,0.005,95,89.47,1812054.0,1356571.2,498192.0,858379.2,2.723,18.2
163,10,10,12,7,both,0.025,0.005,95,89.47,1812054.0,1356571.2,498192.0,858379.2,2.723,18.2
164,10,10,13,7,both,0.025,0.005,95,89.47,1812054.0,1356571.2,498192.0,858379.2,2.723,18.2
165,20,10,12,7,both,0.025,0.005,95,89.47,1812054.0,1356571.2,498192.0,858379.2,2.723,18.2
166,20,10,13,7,both,0.025,0.005,95,89.47,1812054.0,1356571.2,498192.0,858379.2,2.723,18.2
167,30,10,12,7,both,0.025,0.005,95,89.47,1812054.0,1356571.2,498192.0,858379.2,2.723,18.2
168,30,10,13,7,both,0.025,0.005,95,89.47,1812054.0,1356571.2,498192.0,858379.2,2.723,18.2
169,10,10,11,6,both,0.02,0.0075,95,92.63,1572881.0,1202233.73,349225.0,853008.73,3.4426,18.08
170,20,10,11,6,both,0.02,0.0075,95,92.63,1572881.0,1202233.73,349225.0,853008.73,3.4426,18.08
171,30,10,11,6,both,0.02,0.0075,95,92.63,1572881.0,1202233.73,349225.0,853008.73,3.4426,18.08
172,10,10,11,6,both,0.025,0.0075,95,92.63,1572881.0,1202233.73,349225.0,853008.73,3.4426,18.08
173,20,10,11,6,both,0.025,0.0075,95,92.63,1572881.0,1202233.73,349225.0,853008.73,3.4426,18.08
174,30,10,11,6,both,0.025,0.0075,95,92.63,1572881.0,1202233.73,349225.0,853008.73,3.4426,18.08
175,10,10,11,7,both,0.015,0.005,95,89.47,1702195.0,1301697.0,449204.54,852492.46,2.8978,18.07
176,10,20,13,6,both,0.015,0.01,95,94.74,1448831.0,1098467.0,247636.0,850831.0,4.4358,18.14
177,30,20,13,6,both,0.015,0.01,95,94.74,1445718.0,1095354.0,247636.0,847718.0,4.4232,18.1
178,10,10,12,6,both,0.015,0.0075,95,91.58,1664369.0,1241377.73,398881.0,842496.73,3.1122,17.86
179,20,20,10,6,both,0.015,0.0075,95,91.58,1592121.0,1206952.91,366689.13,840263.77,3.2915,17.94
180,30,20,10,6,both,0.015,0.0075,95,91.58,1591639.0,1206470.91,366689.13,839781.77,3.2902,17.93
181,20,10,10,6,both,0.015,0.0075,95,91.58,1573627.0,1187729.73,349677.54,838052.2,3.3966,17.79
182,30,10,10,6,both,0.015,0.0075,95,91.58,1572632.0,1186734.73,349677.54,837057.2,3.3938,17.76
183,20,20,12,6,both,0.015,0.01,95,94.74,1423756.0,1077892.0,248136.0,829756.0,4.344,17.71
184,10,10,9,6,both,0.02,0.0075,95,92.63,1412840.0,1127912.73,299647.54,828265.2,3.7641,17.57
185,20,10,9,6,both,0.02,0.0075,95,92.63,1412840.0,1127912.73,299647.54,828265.2,3.7641,17.57
186,30,10,9,6,both,0.02,0.0075,95,92.63,1412840.0,1127912.73,299647.54,828265.2,3.7641,17.57
187,10,10,9,6,both,0.025,0.0075,95,92.63,1412840.0,1127912.73,299647.54,828265.2,3.7641,17.57
188,20,10,9,6,both,0.025,0.0075,95,92.63,1412840.0,1127912.73,299647.54,828265.2,3.7641,17.57
189,30,10,9,6,both,0.025,0.0075,95,92.63,1412840.0,1127912.73,299647.54,828265.2,3.7641,17.57
190,10,20,10,6,both,0.015,0.0075,95,91.58,1579255.0,1194086.91,366689.13,827397.77,3.2564,17.65
191,20,20,9,6,both,0.015,0.0075,95,91.58,1439022.0,1165202.91,339444.19,825758.72,3.4327,17.64
192,30,20,12,6,both,0.015,0.01,95,94.74,1419106.0,1073242.0,248136.0,825106.0,4.3252,17.61
193,30,20,9,6,both,0.015,0.0075,95,91.58,1438027.0,1164207.91,339444.19,824763.72,3.4297,17.62
194,20,30,13,6,both,0.015,0.01,95,94.74,1421455.0,1071695.0,247240.0,824455.0,4.3346,17.71
195,10,10,10,6,both,0.015,0.0075,95,91.58,1559926.0,1174028.73,349677.54,824351.2,3.3575,17.47
196,10,10,13,6,both,0.015,0.01,95,94.74,1353260.0,1071841.0,249581.0,822260.0,4.2946,17.44
197,20,10,11,7,both,0.02,0.005,95,89.47,1671177.0,1270679.0,449204.54,821474.46,2.8287,17.42
198,30,10,11,7,both,0.02,0.005,95,89.47,1671177.0,1270679.0,449204.54,821474.46,2.8287,17.42
199,10,10,11,7,both,0.02,0.005,95,89.47,1671152.0,1270654.0,449204.54,821449.46,2.8287,17.42
200,10,10,11,7,both,0.025,0.005,95,89.47,1671152.0,1270654.0,449204.54,821449.46,2.8287,17.42
201,20,10,11,7,both,0.025,0.005,95,89.47,1671152.0,1270654.0,449204.54,821449.46,2.8287,17.42
202,30,10,11,7,both,0.025,0.005,95,89.47,1671152.0,1270654.0,449204.54,821449.46,2.8287,17.42
203,20,20,13,7,both,0.015,0.0075,95,91.58,1565439.0,1186457.91,366876.13,819581.77,3.2339,17.49
204,30,10,13,6,both,0.015,0.01,95,94.74,1349747.0,1068328.0,249581.0,818747.0,4.2805,17.4
205,10,10,12,6,both,0.02,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
206,10,10,13,6,both,0.02,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
207,20,10,12,6,both,0.02,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
208,20,10,13,6,both,0.02,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
209,30,10,12,6,both,0.02,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
210,30,10,13,6,both,0.02,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
211,10,10,12,6,both,0.025,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
212,10,10,13,6,both,0.025,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
213,20,10,12,6,both,0.025,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
214,20,10,13,6,both,0.025,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
215,30,10,12,6,both,0.025,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
216,30,10,13,6,both,0.025,0.0075,95,91.58,1634685.0,1211693.73,398881.0,812812.73,3.0377,17.23
217,10,20,9,6,both,0.015,0.0075,95,91.58,1423869.0,1150049.91,339444.19,810605.72,3.388,17.29
218,20,10,12,6,both,0.015,0.01,95,94.74,1339017.0,1057598.0,249581.0,808017.0,4.2375,17.16
219,20,20,12,7,both,0.015,0.0075,95,92.63,1491991.0,1123613.91,317480.13,806133.77,3.5392,17.2
220,30,10,12,6,both,0.015,0.01,95,94.74,1334367.0,1052948.0,249581.0,803367.0,4.2189,17.07
221,20,20,9,6,both,0.015,0.005,95,87.37,1776290.0,1371753.0,569904.41,801848.59,2.407,17.09
222,30,20,9,6,both,0.015,0.005,95,87.37,1775347.0,1370810.0,569904.41,800905.59,2.4053,17.07
223,30,20,12,7,both,0.015,0.0075,95,92.63,1485993.0,1117615.91,317480.13,800135.77,3.5203,17.09
224,20,10,9,6,both,0.015,0.01,95,95.79,1128588.0,947268.0,150382.54,796885.46,6.2991,16.93
225,30,10,9,6,both,0.015,0.01,95,95.79,1127521.0,946201.0,150382.54,795818.46,6.292,16.93
226,10,20,10,6,both,0.02,0.0075,95,91.58,1546494.0,1161325.91,366689.13,794636.77,3.1671,16.97
227,20,20,10,6,both,0.02,0.0075,95,91.58,1546494.0,1161325.91,366689.13,794636.77,3.1671,16.97
228,30,20,10,6,both,0.02,0.0075,95,91.58,1546494.0,1161325.91,366689.13,794636.77,3.1671,16.97
229,10,20,10,6,both,0.025,0.0075,95,91.58,1546494.0,1161325.91,366689.13,794636.77,3.1671,16.97
230,20,20,10,6,both,0.025,0.0075,95,91.58,1546494.0,1161325.91,366689.13,794636.77,3.1671,16.97
231,30,20,10,6,both,0.025,0.0075,95,91.58,1546494.0,1161325.91,366689.13,794636.77,3.1671,16.97
232,10,10,10,6,both,0.02,0.0075,95,91.58,1528514.0,1142616.73,349677.54,792939.2,3.2676,16.81
233,20,10,10,6,both,0.02,0.0075,95,91.58,1528514.0,1142616.73,349677.54,792939.2,3.2676,16.81
234,30,10,10,6,both,0.02,0.0075,95,91.58,1528514.0,1142616.73,349677.54,792939.2,3.2676,16.81
235,10,10,10,6,both,0.025,0.0075,95,91.58,1528514.0,1142616.73,349677.54,792939.2,3.2676,16.81
236,20,10,10,6,both,0.025,0.0075,95,91.58,1528514.0,1142616.73,349677.54,792939.2,3.2676,16.81
237,30,10,10,6,both,0.025,0.0075,95,91.58,1528514.0,1142616.73,349677.54,792939.2,3.2676,16.81
238,10,20,9,6,both,0.015,0.005,95,87.37,1761529.0,1356992.0,569904.41,787087.59,2.3811,16.75
239,10,10,9,6,both,0.015,0.01,95,95.79,1113694.0,932374.0,150382.54,781991.46,6.2,16.59
240,10,20,12,6,both,0.015,0.01,95,94.74,1372297.0,1026433.0,248136.0,778297.0,4.1366,16.6
