rank,max_spread_width_call,max_spread_width_put,max_trading_hour,min_trading_hour,option_type,percent_beyond_call,percent_beyond_put,total_trades,win_rate,total_credits,total_gains,total_losses,net_pnl,profit_factor,roi
1,30,20,7,6,both,0.015,0.005,13,92.31,213672.0,155568.0,49896.0,105672.0,3.1178,16.58
2,30,20,7,6,both,0.015,0.0075,13,92.31,213672.0,155568.0,49896.0,105672.0,3.1178,16.58
3,10,20,7,6,both,0.015,0.005,12,91.67,213381.0,155277.0,49896.0,105381.0,3.112,17.75
4,10,20,7,6,both,0.015,0.0075,12,91.67,213381.0,155277.0,49896.0,105381.0,3.112,17.75
5,20,20,7,6,both,0.015,0.005,13,92.31,213176.0,155072.0,49896.0,105176.0,3.1079,16.41
6,20,20,7,6,both,0.015,0.0075,13,92.31,213176.0,155072.0,49896.0,105176.0,3.1079,16.41
7,30,20,7,6,both,0.02,0.005,12,91.67,209253.0,151149.0,49896.0,101253.0,3.0293,17.26
8,30,20,7,6,both,0.02,0.0075,12,91.67,209253.0,151149.0,49896.0,101253.0,3.0293,17.26
9,20,20,7,6,both,0.02,0.005,12,91.67,209146.0,151042.0,49896.0,101146.0,3.0271,17.06
10,20,20,7,6,both,0.02,0.0075,12,91.67,209146.0,151042.0,49896.0,101146.0,3.0271,17.06
11,10,20,7,6,both,0.02,0.005,12,91.67,208571.0,150467.0,49896.0,100571.0,3.0156,16.95
12,10,20,7,6,both,0.02,0.0075,12,91.67,208571.0,150467.0,49896.0,100571.0,3.0156,16.95
13,10,20,7,6,both,0.025,0.005,10,90.0,207571.0,149467.0,49896.0,99571.0,2.9956,20.14
14,20,20,7,6,both,0.025,0.005,10,90.0,207571.0,149467.0,49896.0,99571.0,2.9956,20.14
15,30,20,7,6,both,0.025,0.005,10,90.0,207571.0,149467.0,49896.0,99571.0,2.9956,20.14
16,10,20,7,6,both,0.025,0.0075,10,90.0,207571.0,149467.0,49896.0,99571.0,2.9956,20.14
17,20,20,7,6,both,0.025,0.0075,10,90.0,207571.0,149467.0,49896.0,99571.0,2.9956,20.14
18,30,20,7,6,both,0.025,0.0075,10,90.0,207571.0,149467.0,49896.0,99571.0,2.9956,20.14
19,20,10,9,6,both,0.015,0.005,20,85.0,410997.0,245436.0,149439.0,95997.0,1.6424,9.67
20,30,10,9,6,both,0.015,0.005,20,85.0,409347.0,243786.0,149439.0,94347.0,1.6313,9.51
21,30,10,7,6,both,0.015,0.005,13,92.31,169713.0,132477.0,49764.0,82713.0,2.6621,12.92
22,30,10,7,6,both,0.015,0.0075,13,92.31,169713.0,132477.0,49764.0,82713.0,2.6621,12.92
23,10,10,7,6,both,0.015,0.005,12,91.67,169422.0,132186.0,49764.0,82422.0,2.6563,13.82
24,10,10,7,6,both,0.015,0.0075,12,91.67,169422.0,132186.0,49764.0,82422.0,2.6563,13.82
25,20,10,7,6,both,0.015,0.005,13,92.31,169217.0,131981.0,49764.0,82217.0,2.6521,12.77
26,20,10,7,6,both,0.015,0.0075,13,92.31,169217.0,131981.0,49764.0,82217.0,2.6521,12.77
27,30,10,8,6,both,0.015,0.005,20,85.0,394021.0,228460.0,149439.0,79021.0,1.5288,7.98
28,30,10,7,6,both,0.02,0.005,12,91.67,165294.0,128058.0,49764.0,78294.0,2.5733,13.28
29,30,10,7,6,both,0.02,0.0075,12,91.67,165294.0,128058.0,49764.0,78294.0,2.5733,13.28
30,20,10,7,6,both,0.02,0.005,12,91.67,165187.0,127951.0,49764.0,78187.0,2.5712,13.12
31,20,10,7,6,both,0.02,0.0075,12,91.67,165187.0,127951.0,49764.0,78187.0,2.5712,13.12
32,10,10,9,6,both,0.015,0.005,20,85.0,393097.0,227536.0,149439.0,78097.0,1.5226,7.86
33,10,10,7,6,both,0.02,0.005,12,91.67,164612.0,127376.0,49764.0,77612.0,2.5596,13.01
34,10,10,7,6,both,0.02,0.0075,12,91.67,164612.0,127376.0,49764.0,77612.0,2.5596,13.01
35,10,10,7,6,both,0.025,0.005,10,90.0,163612.0,126376.0,49764.0,76612.0,2.5395,15.4
36,20,10,7,6,both,0.025,0.005,10,90.0,163612.0,126376.0,49764.0,76612.0,2.5395,15.4
37,30,10,7,6,both,0.025,0.005,10,90.0,163612.0,126376.0,49764.0,76612.0,2.5395,15.4
38,10,10,7,6,both,0.025,0.0075,10,90.0,163612.0,126376.0,49764.0,76612.0,2.5395,15.4
39,20,10,7,6,both,0.025,0.0075,10,90.0,163612.0,126376.0,49764.0,76612.0,2.5395,15.4
40,30,10,7,6,both,0.025,0.0075,10,90.0,163612.0,126376.0,49764.0,76612.0,2.5395,15.4
41,20,10,9,6,both,0.015,0.0075,20,85.0,390759.0,225198.0,149439.0,75759.0,1.507,7.63
42,20,10,8,6,both,0.015,0.005,20,85.0,389809.0,224248.0,149439.0,74809.0,1.5006,7.53
43,30,10,9,6,both,0.015,0.0075,20,85.0,389244.0,223683.0,149439.0,74244.0,1.4968,7.5
44,10,10,8,6,both,0.015,0.005,20,85.0,384543.0,218982.0,149439.0,69543.0,1.4654,6.99
45,10,10,9,6,both,0.02,0.005,20,85.0,381759.0,216198.0,149439.0,66759.0,1.4467,6.72
46,20,10,9,6,both,0.02,0.005,20,85.0,381759.0,216198.0,149439.0,66759.0,1.4467,6.72
47,30,10,9,6,both,0.02,0.005,20,85.0,381759.0,216198.0,149439.0,66759.0,1.4467,6.72
48,10,10,9,6,both,0.025,0.005,20,85.0,381759.0,216198.0,149439.0,66759.0,1.4467,6.72
49,20,10,9,6,both,0.025,0.005,20,85.0,381759.0,216198.0,149439.0,66759.0,1.4467,6.72
50,30,10,9,6,both,0.025,0.005,20,85.0,381759.0,216198.0,149439.0,66759.0,1.4467,6.72
51,30,10,8,6,both,0.02,0.005,20,85.0,376758.0,211197.0,149439.0,61758.0,1.4133,6.21
52,20,10,8,6,both,0.02,0.005,20,85.0,376753.0,211192.0,149439.0,61753.0,1.4132,6.22
53,10,10,8,6,both,0.02,0.005,20,85.0,376350.0,210789.0,149439.0,61350.0,1.4105,6.17
54,20,20,13,6,both,0.015,0.005,20,75.0,659247.0,308883.0,247636.0,61247.0,1.2473,6.18
55,10,10,8,6,both,0.025,0.005,20,85.0,375978.0,210417.0,149439.0,60978.0,1.408,6.13
56,20,10,8,6,both,0.025,0.005,20,85.0,375978.0,210417.0,149439.0,60978.0,1.408,6.13
57,30,10,8,6,both,0.025,0.005,20,85.0,375978.0,210417.0,149439.0,60978.0,1.408,6.13
58,30,10,7,6,both,0.015,0.01,13,92.31,147367.0,110131.0,49764.0,60367.0,2.2131,9.44
59,10,10,7,6,both,0.015,0.01,12,91.67,147076.0,109840.0,49764.0,60076.0,2.2072,10.08
60,20,10,7,6,both,0.015,0.01,13,92.31,146871.0,109635.0,49764.0,59871.0,2.2031,9.31
61,30,10,8,6,both,0.015,0.0075,20,85.0,373783.0,208222.0,149439.0,58783.0,1.3934,5.94
62,30,20,7,6,both,0.015,0.01,13,92.31,166406.0,108302.0,49896.0,58406.0,2.1706,9.19
63,10,20,7,6,both,0.015,0.01,12,91.67,166115.0,108011.0,49896.0,58115.0,2.1647,9.82
64,10,10,9,6,both,0.015,0.0075,20,85.0,372911.0,207350.0,149439.0,57911.0,1.3875,5.83
65,20,20,7,6,both,0.015,0.01,13,92.31,165910.0,107806.0,49896.0,57910.0,2.1606,9.06
66,30,10,7,6,both,0.02,0.01,12,91.67,142948.0,105712.0,49764.0,55948.0,2.1243,9.5
67,20,10,7,6,both,0.02,0.01,12,91.67,142841.0,105605.0,49764.0,55841.0,2.1221,9.38
68,10,10,7,6,both,0.02,0.01,12,91.67,142266.0,105030.0,49764.0,55266.0,2.1106,9.28
69,10,10,7,6,both,0.025,0.01,10,90.0,141266.0,104030.0,49764.0,54266.0,2.0905,10.92
70,20,10,7,6,both,0.025,0.01,10,90.0,141266.0,104030.0,49764.0,54266.0,2.0905,10.92
71,30,10,7,6,both,0.025,0.01,10,90.0,141266.0,104030.0,49764.0,54266.0,2.0905,10.92
72,20,10,8,6,both,0.015,0.0075,20,85.0,369121.0,203560.0,149439.0,54121.0,1.3622,5.45
73,30,20,7,6,both,0.02,0.01,12,91.67,161987.0,103883.0,49896.0,53987.0,2.082,9.23
74,20,20,7,6,both,0.02,0.01,12,91.67,161880.0,103776.0,49896.0,53880.0,2.0798,9.11
75,10,20,7,6,both,0.02,0.01,12,91.67,161305.0,103201.0,49896.0,53305.0,2.0683,9.01
76,10,20,7,6,both,0.025,0.01,10,90.0,160305.0,102201.0,49896.0,52305.0,2.0483,10.62
77,20,20,7,6,both,0.025,0.01,10,90.0,160305.0,102201.0,49896.0,52305.0,2.0483,10.62
78,30,20,7,6,both,0.025,0.01,10,90.0,160305.0,102201.0,49896.0,52305.0,2.0483,10.62
79,10,10,8,6,both,0.015,0.0075,20,85.0,363309.0,197748.0,149439.0,48309.0,1.3233,4.86
80,10,10,13,12,both,0.015,0.005,6,83.33,161035.0,96224.89,49955.0,46269.89,1.9262,15.48
81,20,10,13,12,both,0.015,0.005,6,83.33,161035.0,96224.89,49955.0,46269.89,1.9262,15.48
82,20,10,9,6,both,0.015,0.01,20,85.0,343315.0,195029.0,149714.0,45315.0,1.3027,4.57
83,10,10,13,12,both,0.015,0.0075,5,80.0,160015.0,95204.89,49955.0,45249.89,1.9058,18.17
84,20,10,13,12,both,0.015,0.0075,5,80.0,160015.0,95204.89,49955.0,45249.89,1.9058,18.17
85,10,10,13,12,both,0.015,0.01,5,80.0,160015.0,95204.89,49955.0,45249.89,1.9058,18.17
86,20,10,13,12,both,0.015,0.01,5,80.0,160015.0,95204.89,49955.0,45249.89,1.9058,18.17
87,10,10,13,12,both,0.015,0.0125,5,80.0,160015.0,95204.89,49955.0,45249.89,1.9058,18.17
88,20,10,13,12,both,0.015,0.0125,5,80.0,160015.0,95204.89,49955.0,45249.89,1.9058,18.17
89,20,10,13,6,both,0.015,0.005,20,75.0,593096.0,294402.0,249306.0,45096.0,1.1809,4.53
90,10,10,9,6,both,0.02,0.0075,20,85.0,360024.0,194463.0,149439.0,45024.0,1.3013,4.53
91,20,10,9,6,both,0.02,0.0075,20,85.0,360024.0,194463.0,149439.0,45024.0,1.3013,4.53
92,30,10,9,6,both,0.02,0.0075,20,85.0,360024.0,194463.0,149439.0,45024.0,1.3013,4.53
93,10,10,9,6,both,0.025,0.0075,20,85.0,360024.0,194463.0,149439.0,45024.0,1.3013,4.53
