rank,max_spread_width_call,max_spread_width_put,max_trading_hour,min_trading_hour,option_type,percent_beyond_call,percent_beyond_put,total_trades,win_rate,total_credits,total_gains,total_losses,net_pnl,profit_factor,roi
1,30,30,12,6,both,0.015,0.005,88,88.64,888289.0,509544.0,351755.0,157789.0,1.4486,3.66
2,20,30,12,6,both,0.015,0.005,88,88.64,886099.0,507354.0,351755.0,155599.0,1.4424,3.61
3,10,30,12,6,both,0.015,0.005,88,88.64,878571.0,499826.0,351755.0,148071.0,1.4209,3.44
4,30,30,13,6,both,0.015,0.005,88,88.64,921657.0,524561.0,378554.0,146007.0,1.3857,3.39
5,20,30,12,6,both,0.02,0.005,88,88.64,876256.0,497511.0,351755.0,145756.0,1.4144,3.38
6,30,30,12,6,both,0.02,0.005,88,88.64,876256.0,497511.0,351755.0,145756.0,1.4144,3.38
7,10,30,12,6,both,0.02,0.005,88,88.64,875817.0,497072.0,351755.0,145317.0,1.4131,3.37
8,10,30,12,6,both,0.025,0.005,88,88.64,875817.0,497072.0,351755.0,145317.0,1.4131,3.37
9,20,30,12,6,both,0.025,0.005,88,88.64,875817.0,497072.0,351755.0,145317.0,1.4131,3.37
10,30,30,12,6,both,0.025,0.005,88,88.64,875817.0,497072.0,351755.0,145317.0,1.4131,3.37
11,20,30,13,6,both,0.015,0.005,88,88.64,917472.0,520376.0,378554.0,141822.0,1.3746,3.29
12,30,30,12,7,both,0.015,0.005,80,87.5,861298.0,486465.0,352667.0,133798.0,1.3794,3.41
13,10,30,11,6,both,0.015,0.005,88,88.64,864291.0,485546.0,351755.0,133791.0,1.3804,3.11
14,20,30,11,6,both,0.015,0.005,88,88.64,864017.0,485272.0,351755.0,133517.0,1.3796,3.1
15,30,30,11,6,both,0.015,0.005,88,88.64,864017.0,485272.0,351755.0,133517.0,1.3796,3.1
16,20,30,12,7,both,0.015,0.005,80,87.5,859108.0,484275.0,352667.0,131608.0,1.3732,3.35
17,10,30,11,6,both,0.02,0.005,88,88.64,861537.0,482792.0,351755.0,131037.0,1.3725,3.04
18,20,30,11,6,both,0.02,0.005,88,88.64,861537.0,482792.0,351755.0,131037.0,1.3725,3.04
19,30,30,11,6,both,0.02,0.005,88,88.64,861537.0,482792.0,351755.0,131037.0,1.3725,3.04
20,10,30,11,6,both,0.025,0.005,88,88.64,861537.0,482792.0,351755.0,131037.0,1.3725,3.04
21,20,30,11,6,both,0.025,0.005,88,88.64,861537.0,482792.0,351755.0,131037.0,1.3725,3.04
22,30,30,11,6,both,0.025,0.005,88,88.64,861537.0,482792.0,351755.0,131037.0,1.3725,3.04
23,10,30,12,7,both,0.015,0.005,80,87.5,851292.0,476459.0,352667.0,123792.0,1.351,3.15
24,30,30,13,7,both,0.015,0.005,80,87.5,895628.0,502093.0,379115.0,122978.0,1.3244,3.13
25,10,30,13,6,both,0.015,0.005,88,88.64,897000.0,499904.0,378554.0,121350.0,1.3206,2.82
26,20,30,12,7,both,0.02,0.005,80,87.5,848760.0,473927.0,352667.0,121260.0,1.3438,3.09
27,30,30,12,7,both,0.02,0.005,80,87.5,848760.0,473927.0,352667.0,121260.0,1.3438,3.09
28,10,30,12,7,both,0.02,0.005,79,87.34,848001.0,473168.0,352667.0,120501.0,1.3417,3.11
29,10,30,12,7,both,0.025,0.005,79,87.34,848001.0,473168.0,352667.0,120501.0,1.3417,3.11
30,20,30,12,7,both,0.025,0.005,79,87.34,848001.0,473168.0,352667.0,120501.0,1.3417,3.11
31,30,30,12,7,both,0.025,0.005,79,87.34,848001.0,473168.0,352667.0,120501.0,1.3417,3.11
32,20,30,13,6,both,0.02,0.005,88,88.64,894685.0,497589.0,378554.0,119035.0,1.3144,2.76
33,30,30,13,6,both,0.02,0.005,88,88.64,894685.0,497589.0,378554.0,119035.0,1.3144,2.76
34,20,30,13,7,both,0.015,0.005,80,87.5,891443.0,497908.0,379115.0,118793.0,1.3133,3.02
35,10,30,13,6,both,0.02,0.005,88,88.64,894246.0,497150.0,378554.0,118596.0,1.3133,2.76
36,10,30,13,6,both,0.025,0.005,88,88.64,894246.0,497150.0,378554.0,118596.0,1.3133,2.76
37,20,30,13,6,both,0.025,0.005,88,88.64,894246.0,497150.0,378554.0,118596.0,1.3133,2.76
38,30,30,13,6,both,0.025,0.005,88,88.64,894246.0,497150.0,378554.0,118596.0,1.3133,2.76
39,10,30,11,7,both,0.015,0.005,80,87.5,837012.0,462179.0,352667.0,109512.0,1.3105,2.79
40,20,30,11,7,both,0.015,0.005,80,87.5,836738.0,461905.0,352667.0,109238.0,1.3097,2.78
41,30,30,11,7,both,0.015,0.005,80,87.5,836738.0,461905.0,352667.0,109238.0,1.3097,2.78
42,10,30,11,7,both,0.02,0.005,79,87.34,833721.0,458888.0,352667.0,106221.0,1.3012,2.74
43,20,30,11,7,both,0.02,0.005,79,87.34,833721.0,458888.0,352667.0,106221.0,1.3012,2.74
44,30,30,11,7,both,0.02,0.005,79,87.34,833721.0,458888.0,352667.0,106221.0,1.3012,2.74
45,10,30,11,7,both,0.025,0.005,79,87.34,833721.0,458888.0,352667.0,106221.0,1.3012,2.74
46,20,30,11,7,both,0.025,0.005,79,87.34,833721.0,458888.0,352667.0,106221.0,1.3012,2.74
47,30,30,11,7,both,0.025,0.005,79,87.34,833721.0,458888.0,352667.0,106221.0,1.3012,2.74
48,10,30,13,7,both,0.015,0.005,80,87.5,870072.0,476537.0,379115.0,97422.0,1.257,2.48
49,10,30,10,6,both,0.015,0.005,88,88.64,823014.0,448109.0,352595.0,95514.0,1.2709,2.22
50,20,30,10,6,both,0.015,0.005,88,88.64,822740.0,447835.0,352595.0,95240.0,1.2701,2.21
51,30,30,10,6,both,0.015,0.005,88,88.64,822740.0,447835.0,352595.0,95240.0,1.2701,2.21
52,20,30,13,7,both,0.02,0.005,80,87.5,867540.0,474005.0,379115.0,94890.0,1.2503,2.42
53,30,30,13,7,both,0.02,0.005,80,87.5,867540.0,474005.0,379115.0,94890.0,1.2503,2.42
54,10,30,13,7,both,0.02,0.005,79,87.34,866781.0,473246.0,379115.0,94131.0,1.2483,2.43
55,10,30,13,7,both,0.025,0.005,79,87.34,866781.0,473246.0,379115.0,94131.0,1.2483,2.43
56,20,30,13,7,both,0.025,0.005,79,87.34,866781.0,473246.0,379115.0,94131.0,1.2483,2.43
57,30,30,13,7,both,0.025,0.005,79,87.34,866781.0,473246.0,379115.0,94131.0,1.2483,2.43
58,10,30,10,6,both,0.02,0.005,88,88.64,820260.0,445355.0,352595.0,92760.0,1.2631,2.16
59,20,30,10,6,both,0.02,0.005,88,88.64,820260.0,445355.0,352595.0,92760.0,1.2631,2.16
60,30,30,10,6,both,0.02,0.005,88,88.64,820260.0,445355.0,352595.0,92760.0,1.2631,2.16
61,10,30,10,6,both,0.025,0.005,88,88.64,820260.0,445355.0,352595.0,92760.0,1.2631,2.16
62,20,30,10,6,both,0.025,0.005,88,88.64,820260.0,445355.0,352595.0,92760.0,1.2631,2.16
63,30,30,10,6,both,0.025,0.005,88,88.64,820260.0,445355.0,352595.0,92760.0,1.2631,2.16
