rank,max_spread_width_call,max_spread_width_put,max_trading_hour,min_trading_hour,option_type,percent_beyond_call,percent_beyond_put,total_trades,win_rate,total_credits,total_gains,total_losses,net_pnl,profit_factor,roi
1,20,10,13,6,both,0.025,0.005,620,87.42,16584407.0,11982912.08,3860040.62,8122871.45,3.1043,26.38
2,10,10,13,6,both,0.025,0.005,620,87.1,16511081.0,11901558.48,3848274.55,8053283.93,3.0927,26.15
3,20,10,12,6,both,0.025,0.005,620,87.42,16319445.0,11879175.08,3860265.62,8018909.45,3.0773,26.05
4,30,10,13,6,both,0.025,0.005,620,86.77,16588674.0,11880078.48,3884019.72,7996058.77,3.0587,25.97
5,20,10,11,6,both,0.025,0.005,620,87.9,15573023.0,11648444.7,3691412.12,7957032.57,3.1556,25.85
6,30,10,11,6,both,0.025,0.005,620,87.58,15604393.0,11615035.29,3661247.76,7953787.53,3.1724,25.84
7,10,10,12,6,both,0.025,0.005,620,87.1,16246119.0,11797821.48,3848499.55,7949321.93,3.0656,25.81
8,10,10,11,6,both,0.025,0.005,620,87.9,15537557.0,11624687.29,3687571.89,7937115.4,3.1524,25.78
9,30,10,12,6,both,0.025,0.005,620,86.77,16323712.0,11776341.48,3884244.72,7892096.77,3.0318,25.64
10,10,10,11,6,both,0.02,0.005,620,87.1,16072667.0,11854552.58,3982873.86,7871678.72,2.9764,25.57
11,10,10,12,6,both,0.02,0.005,620,86.29,16886690.0,12071151.77,4231931.11,7839220.66,2.8524,25.46
12,10,10,13,6,both,0.02,0.005,620,85.97,17155105.0,12149330.18,4331253.11,7818077.07,2.805,25.39
13,30,10,13,6,both,0.02,0.005,620,85.48,17406096.0,12085252.17,4348833.91,7736418.27,2.779,25.13
14,20,10,12,6,both,0.02,0.005,620,85.81,17053571.0,12074641.48,4352529.86,7722111.62,2.7742,25.08
15,20,10,11,6,both,0.02,0.005,620,86.29,16286140.0,11851892.29,4158855.61,7693036.68,2.8498,24.99
16,20,10,13,6,both,0.02,0.005,620,85.65,17392151.0,12119623.52,4429498.11,7690125.41,2.7361,24.98
17,30,10,12,6,both,0.02,0.005,620,85.65,17049154.0,12022328.34,4359867.11,7662461.23,2.7575,24.89
18,20,10,13,6,both,0.015,0.005,620,83.71,18757221.0,12672017.48,5027287.11,7644730.38,2.5206,24.83
19,30,10,13,6,both,0.015,0.005,620,83.71,18805189.0,12627896.48,5020198.11,7607698.38,2.5154,24.72
20,10,10,12,6,both,0.015,0.005,620,84.19,18082920.0,12486551.48,4879122.11,7607429.38,2.5592,24.7
