date,hour,time,current_price,predicted_close,actual_close,eod_error,eod_error_pct,range_lower,range_upper,in_range,next_hour_actual,next_hour_error,next_hour_error_pct,confidence
2026-01-27,12.5,12:30,25950.55167108629,26016.03423171738,25939.74427393451,-76.28995778287208,-0.29410450996439413,25388.58628938784,26084.645509862356,True,25930.81607964191,-19.73559144437968,-0.07610863994316763,ConfidenceLevel.LOW
2026-01-27,13.0,13:00,25922.98199936134,25984.003705449806,25939.74427393451,-44.259431515296455,-0.17062400865597754,25318.219623409856,26080.95747143063,True,25946.88596788785,23.90396852651247,0.09212654095021763,ConfidenceLevel.LOW
2026-01-27,13.5,13:30,25957.02868160743,26015.200278998844,25939.74427393451,-75.45600506433402,-0.2908895487460754,25370.209323043615,26034.311692084426,True,25959.317119054,2.288437446572061,0.00881547629345134,ConfidenceLevel.LOW
2026-01-27,14.0,14:00,25946.52530882337,25996.036247116743,25939.74427393451,-56.29197318223305,-0.21701051709595268,25379.93906953213,26114.690925929604,True,25961.05574243969,14.530433616320806,0.0559701183206015,ConfidenceLevel.LOW
2026-01-27,14.5,14:30,25955.88501831849,26010.881495587477,25939.74427393451,-71.13722165296713,-0.274240258121778,25397.78096981882,26107.817424355566,True,25961.22569526008,5.340676941588754,0.020571744201445148,ConfidenceLevel.LOW
2026-01-27,15.0,15:00,25961.61815169046,26005.960472155413,25939.74427393451,-66.2161982209036,-0.25526927914798603,25527.566246442337,26110.796631529873,True,25965.9144759638,4.296324273338541,0.016546015651848406,ConfidenceLevel.LOW
2026-01-27,15.5,15:30,25964.85007729311,26019.038130179426,25939.74427393451,-79.29385624491624,-0.30568480324069536,25527.37248941996,26103.690872260402,True,25940.65322388429,-24.19685340882279,-0.09327773360211325,ConfidenceLevel.LOW
2026-01-28,9.5,09:30,26123.23243335109,26201.45627086091,26022.79027959953,-178.66599126137953,-0.6865750726256442,25433.275920979504,26557.648397623452,True,26123.29839147146,0.06595812036903226,0.00025248771950852033,ConfidenceLevel.LOW
2026-01-28,10.0,10:00,26126.82994057879,26200.504722400878,26022.79027959953,-177.71444280134892,-0.6829184760431609,25475.109813937204,26534.096721877475,True,26092.65882279414,-34.17111778465187,-0.13096065838564722,ConfidenceLevel.LOW
2026-01-28,10.5,10:30,26070.13880068432,26144.20283993803,26022.79027959953,-121.41256033850004,-0.46656242099326667,25403.423226024104,26549.615697177727,True,26032.68646052377,-37.452340160547465,-0.1438665971617665,ConfidenceLevel.LOW
2026-01-28,11.0,11:00,26051.64067403631,26125.418780566233,26022.79027959953,-102.62850096670445,-0.3943793108426181,25427.64919834405,26488.0785971128,True,26053.23800210756,1.597328071249649,0.006131015542561098,ConfidenceLevel.LOW
2026-01-28,11.5,11:30,26021.76269322467,26100.37964020784,26022.79027959953,-77.58936060831184,-0.2981592664532125,25407.72684385827,26483.32641522182,True,25989.08395213533,-32.6787410893412,-0.12574025752322152,ConfidenceLevel.LOW
2026-01-28,12.0,12:00,26006.79611426262,26081.399656274723,26022.79027959953,-58.60937667519465,-0.22522326024792683,25393.900330680473,26409.237132730323,True,25998.83160838241,-7.96450588020889,-0.030634091562949373,ConfidenceLevel.LOW
2026-01-28,12.5,12:30,25985.52353373318,26062.884431757764,26022.79027959953,-40.094152158235374,-0.15407322476739568,25380.584687482562,26368.072490264003,True,26013.88567158885,28.36213785567088,0.109026918214862,ConfidenceLevel.LOW
2026-01-28,13.0,13:00,26020.20047508622,26091.35417525167,26022.79027959953,-68.56389565213976,-0.2634763409898061,25407.462489167923,26377.534795544845,True,26032.26202011139,12.061545025168016,0.04633306554708842,ConfidenceLevel.LOW
2026-01-28,13.5,13:30,26026.65738036344,26096.263047467524,26022.79027959953,-73.47276786799557,-0.28234008374418745,25431.26368033871,26259.40960018477,True,26040.02884689661,13.37146653317177,0.05134966098459354,ConfidenceLevel.LOW
2026-01-28,14.0,14:00,26025.63543208506,26095.238366091668,26022.79027959953,-72.44808649213883,-0.2784024530564435,25435.817545489994,26224.68888795292,True,25991.96561845415,-33.66981363090963,-0.12953931274441302,ConfidenceLevel.LOW
2026-01-28,14.5,14:30,26021.82156444399,26089.97466935459,26022.79027959953,-67.18438975506069,-0.2581751957926266,25452.71914872213,26239.59988249422,True,26031.35964047885,9.538076034859841,0.03664071399493133,ConfidenceLevel.LOW
2026-01-28,15.0,15:00,26054.88729364629,26120.616114297303,26022.79027959953,-97.82583469777455,-0.3759236947563796,25623.39815614863,26241.276555630073,True,26044.96323606393,-9.924057582360547,-0.03810355765301641,ConfidenceLevel.LOW
2026-01-28,15.5,15:30,26026.59987644723,26096.2053897629,26022.79027959953,-73.41511016337245,-0.28211851755545964,25595.81997750615,26200.56066784667,True,26018.74214117643,-7.857735270801641,-0.030200288807836873,ConfidenceLevel.LOW
2026-01-29,9.5,09:30,25976.46091473121,26040.75969767702,25884.29557417993,-156.4641234970877,-0.604475107497859,25426.12571268006,26439.15002991087,True,25737.10866088421,-239.35225384700243,-0.9299889004656336,ConfidenceLevel.LOW
2026-01-29,10.0,10:00,25670.44816523967,25750.6213434758,25884.29557417993,133.67423070413133,0.5164298573281395,25244.495565806,26085.32947119981,True,25615.64134342815,-54.80682181152224,-0.21395842125023845,ConfidenceLevel.LOW
2026-01-29,10.5,10:30,25580.26529816828,25660.061550652135,25884.29557417993,224.23402352779522,0.8662937064877008,25196.46875717666,25999.68149975016,True,25457.35430459264,-122.91099357563871,-0.4828113405070727,ConfidenceLevel.LOW
2026-01-29,11.0,11:00,25439.32324702247,25516.016488119796,25884.29557417993,368.27908606013443,1.4227896795750536,24973.41442423862,25833.575016378472,False,25570.55349704643,131.23025002396025,0.5132084842790682,ConfidenceLevel.LOW
2026-01-29,11.5,11:30,25566.75394996521,25631.28109951596,25884.29557417993,253.01447466397076,0.9774825586382093,25079.44164210344,25980.373488117926,True,25590.21275357021,23.458803605000867,0.09167099871699198,ConfidenceLevel.LOW
2026-01-29,12.0,12:00,25624.46739294767,25690.700608396633,25884.29557417993,193.59496578329708,0.7479244131967481,25131.7532311623,26007.86805622551,True,25718.47261613992,94.0052231922491,0.3655163531494287,ConfidenceLevel.LOW
2026-01-29,12.5,12:30,25730.6781054576,25793.607545324725,25884.29557417993,90.68802885520563,0.3503592693697588,25240.877036127127,26063.409402267847,True,25635.42178006665,-95.25632539095022,-0.3715808782401963,ConfidenceLevel.LOW
2026-01-29,13.0,13:00,25686.65046704964,25748.785724750964,25884.29557417993,135.50984942896685,0.5235214883117795,25133.84307764891,26026.89444576641,True,25727.95203280785,41.30156575821093,0.16053188262145338,ConfidenceLevel.LOW
2026-01-29,13.5,13:30,25720.87923941401,25775.11583517241,25884.29557417993,109.17973900751895,0.4217991511286395,25198.11928249437,25954.27898510144,True,25720.05720634863,-0.8220330653821293,-0.0031960779044426938,ConfidenceLevel.LOW
2026-01-29,14.0,14:00,25721.88860578659,25776.385341083598,25884.29557417993,107.91023309633238,0.41689461004291284,25205.411548669028,25898.798071170862,True,25759.45649567471,37.56788988811968,0.14584115893294464,ConfidenceLevel.LOW
2026-01-29,14.5,14:30,25727.90356356451,25780.23092555022,25884.29557417993,104.06464862971188,0.4020377851561791,25220.204175520106,25894.534165819143,True,25727.72997463241,-0.17358893209893722,-0.0006747153062866263,ConfidenceLevel.LOW
2026-01-29,15.0,15:00,25732.67119534706,25785.023061184595,25884.29557417993,99.272512995336,0.3835241052275813,25312.061129016936,25888.33424892456,True,25730.23026637864,-2.44092896841903,-0.009486619214630817,ConfidenceLevel.LOW
2026-01-29,15.5,15:30,25750.06745498111,25801.588735218676,25884.29557417993,82.7068389612541,0.3195251681631843,25347.068679547832,25883.74170335898,False,25878.18784442324,128.12038944213054,0.49509026757351,ConfidenceLevel.LOW
2026-01-30,9.5,09:30,25776.97072611698,25824.131325683185,25552.38674697859,-271.74457870459446,-1.0634802196578625,25176.491526965558,26190.428148688858,True,25714.42219019583,-62.54853592114887,-0.24324301537289386,ConfidenceLevel.LOW
2026-01-30,10.0,10:00,25701.85695422074,25779.498630538863,25552.38674697859,-227.11188356027196,-0.8888088843095117,25310.918741931513,26179.029398851857,True,25681.28315383998,-20.573800380760076,-0.08011204213401538,ConfidenceLevel.LOW
2026-01-30,10.5,10:30,25688.68051190867,25759.826292207883,25552.38674697859,-207.43954522929198,-0.8118206227988484,25298.477218684275,26158.78442785658,True,25724.20426283037,35.52375092170041,0.13809465419705783,ConfidenceLevel.LOW
2026-01-30,11.0,11:00,25720.86899526318,25788.64177147193,25552.38674697859,-236.25502449333726,-0.9245908291571743,25241.279039782952,26147.576770273823,True,25682.3423161416,-38.526679121579946,-0.1500123261629667,ConfidenceLevel.LOW
2026-01-30,11.5,11:30,25675.01943692229,25744.980152701562,25552.38674697859,-192.5934057229715,-0.7537198291104625,25155.16488517016,26125.08282860991,True,25642.48519210535,-32.5342448169431,-0.12687633266903298,ConfidenceLevel.LOW
2026-01-30,12.0,12:00,25602.19283683421,25680.38339354164,25552.38674697859,-127.99664656304958,-0.5009185553994653,25153.72926152362,26029.036048905196,True,25662.8628327144,60.66999588019098,0.23641164384376606,ConfidenceLevel.LOW
2026-01-30,12.5,12:30,25624.36680644408,25695.414752893234,25552.38674697859,-143.02800591464256,-0.5597442122761965,25140.53550026298,26030.72040726296,True,25567.27270876119,-57.094097682889696,-0.22330929987430825,ConfidenceLevel.LOW
2026-01-30,13.0,13:00,25568.06661342683,25645.849756153988,25552.38674697859,-93.46300917539702,-0.36577017286437413,25073.73206227418,25957.733406628122,True,25555.54286057798,-12.523752848846925,-0.04900601375275844,ConfidenceLevel.LOW
2026-01-30,13.5,13:30,25491.09704436321,25565.50208516163,25552.38674697859,-13.115338183037238,-0.05132725296038361,25026.51800069536,25768.905729736125,True,25625.02308413754,133.926039774331,0.5226377331821184,ConfidenceLevel.LOW
2026-01-30,14.0,14:00,25638.3345423111,25692.928681365942,25552.38674697859,-140.54193438735092,-0.5500148998956785,25137.290526308472,25844.796056517782,True,25601.52486062436,-36.80968168674008,-0.1437792548964694,ConfidenceLevel.LOW
2026-01-30,14.5,14:30,25612.570319425,25669.179629734488,25552.38674697859,-116.79288275589715,-0.4570723037044952,25140.49415417814,25831.97351926163,True,25540.11850370895,-72.4518157160528,-0.28367846337726005,ConfidenceLevel.LOW
2026-01-30,15.0,15:00,25541.74543517057,25601.668202755518,25552.38674697859,-49.28145577692703,-0.19286439370582184,25165.136487117405,25776.86093566472,True,25480.38240465231,-61.36303051825962,-0.24082460594098348,ConfidenceLevel.LOW
2026-01-30,15.5,15:30,25507.37626748746,25575.337760887563,25552.38674697859,-22.951013908972527,-0.08981945262583481,25150.43662904324,25701.513104983667,True,25550.04937252425,42.67310503678891,0.16701770088428197,ConfidenceLevel.LOW
2026-02-02,9.5,09:30,25523.07477411256,25588.351742617182,25738.61393708193,150.26219446474715,0.5838006461111824,24951.289872537804,25935.668565589513,True,25636.53103660112,113.45626248856206,0.4425569993326368,ConfidenceLevel.LOW
2026-02-02,10.0,10:00,25682.27471261119,25727.694573889963,25738.61393708193,10.919363191966113,0.04242405289833597,25216.95899375206,25980.21951654655,True,25753.80802939934,71.53331678815084,0.27775821232530645,ConfidenceLevel.LOW
2026-02-02,10.5,10:30,25760.05156922982,25815.01741455652,25738.61393708193,-76.40347747459236,-0.29684379143865613,25248.683888028267,25969.729974156944,True,25724.35033435493,-35.70123487489036,-0.1387838153767144,ConfidenceLevel.LOW
2026-02-02,11.0,11:00,25705.47474949666,25766.50055541175,25738.61393708193,-27.886618329819612,-0.10834545480183386,25124.455453105333,25961.53609454827,True,25778.06091699662,72.58616749995781,0.28158117762883605,ConfidenceLevel.LOW
2026-02-02,11.5,11:30,25779.89836586355,25826.055113305876,25738.61393708193,-87.44117622394697,-0.33972760319455053,25213.227928529497,25931.73167733785,True,25781.27473853403,1.376372670478304,0.005338652508214056,ConfidenceLevel.LOW
2026-02-02,12.0,12:00,25804.34438139496,25855.492864105578,25738.61393708193,-116.87892702364843,-0.45409953818554133,25224.50746102915,25896.99088941488,True,25803.25911105524,-1.085270339721319,-0.0042059428812864265,ConfidenceLevel.LOW
2026-02-02,12.5,12:30,25810.49789070106,25863.74755896248,25738.61393708193,-125.1336218805518,-0.48617078676591163,25237.624791514518,25883.596449108638,True,25811.29565438161,0.797763680551725,0.0030907541071705175,ConfidenceLevel.LOW
2026-02-02,13.0,13:00,25822.22313584143,25863.513749452042,25738.61393708193,-124.89981237011307,-0.485262386993452,25198.487485458874,25903.148967014127,True,25799.4557034914,-22.767432350028685,-0.08824772356320526,ConfidenceLevel.LOW
2026-02-02,13.5,13:30,25800.98270656217,25850.617323200357,25738.61393708193,-112.00338611842744,-0.4351570227993623,25194.501344842844,25828.931940078175,True,25828.93794698011,27.95524041794124,0.10823224894235242,ConfidenceLevel.LOW
2026-02-02,14.0,14:00,25829.07392725307,25858.398204186084,25738.61393708193,-119.78426710415442,-0.4653874035212898,25258.021022379533,25887.117045028117,True,25809.79485475521,-19.27907249785858,-0.07469672892152643,ConfidenceLevel.LOW
2026-02-02,14.5,14:30,25797.45469433533,25847.79726475322,25738.61393708193,-109.18332767128959,-0.42420049478261873,25222.41951546918,25829.059865131225,True,25729.95692724271,-67.49776709262005,-0.2623314422308802,ConfidenceLevel.LOW
2026-02-02,15.0,15:00,25757.96328771287,25806.92062824092,25738.61393708193,-68.30669115899218,-0.2653860511912878,25329.544146025015,25851.529326704276,True,25750.04726790722,-7.916019805652468,-0.030741768056940056,ConfidenceLevel.LOW
2026-02-02,15.5,15:30,25746.22063050003,25795.073828335335,25738.61393708193,-56.45989125340566,-0.21935870902536525,25353.62809205484,25844.2014373265,True,25737.9042745205,-8.316355979528453,-0.032311706076867,ConfidenceLevel.MEDIUM
2026-02-03,9.5,09:30,25764.38638710795,25841.05951077369,25338.62056521204,-502.43894556165105,-1.9828977835181,25225.0571827656,26089.532716779333,True,25522.50157934936,-241.8848077585899,-0.9477315811170428,ConfidenceLevel.LOW
2026-02-03,10.0,10:00,25511.78137951527,25593.965198155005,25338.62056521204,-255.34463294296438,-1.0077290209457288,25096.796526005473,25894.65908544712,True,25438.60163848484,-73.17974103042798,-0.2876720272222741,ConfidenceLevel.LOW
2026-02-03,10.5,10:30,25398.76699400791,25488.359670609407,25338.62056521204,-149.73910539736607,-0.590952080489126,25030.249623372725,25776.94942903122,True,25509.14493930539,110.37794529748135,0.43269951054849787,ConfidenceLevel.LOW
2026-02-03,11.0,11:00,25462.83623259786,25541.630089960836,25338.62056521204,-203.00952474879523,-0.8011861743867443,24976.160892073178,25807.851412756438,True,25388.64976473179,-74.18646786607133,-0.2922032819922791,ConfidenceLevel.LOW
2026-02-03,11.5,11:30,25407.17962038436,25494.141986999657,25338.62056521204,-155.52142178761642,-0.6137722508901501,24928.029591182774,25772.079050664026,True,25385.76130651702,-21.418313867339748,-0.0843713671168934,ConfidenceLevel.LOW
2026-02-03,12.0,12:00,25383.64695264925,25470.515439456907,25338.62056521204,-131.89487424486651,-0.5205290236910053,24919.90611145567,25733.19100993696,True,25310.35527511995,-73.29167752930152,-0.28957190340724753,ConfidenceLevel.LOW
2026-02-03,12.5,12:30,25275.11448353917,25360.884510907825,25338.62056521204,-22.26394569578406,-0.08786565803171908,24823.28913003384,25607.846534160388,True,25278.95344099107,3.83895745189875,0.015186378110391592,ConfidenceLevel.LOW
2026-02-03,13.0,13:00,25263.63446550207,25343.30165781674,25338.62056521204,-4.681092604700098,-0.018474141450015927,24762.20802681948,25578.319080842815,True,25225.24339131391,-38.39107418815911,-0.15219307735749632,ConfidenceLevel.LOW
2026-02-03,13.5,13:30,25202.98150547376,25282.87926161771,25338.62056521204,55.74130359433184,0.21998554913782606,24711.654870173556,25437.37464677589,True,25140.05681621283,-62.92468926092988,-0.2502965276528323,ConfidenceLevel.LOW
2026-02-03,14.0,14:00,25122.0485791295,25207.845301140373,25338.62056521204,130.77526407166806,0.5161104320383263,24621.70992025083,25320.390118882286,False,25187.09227414356,65.04369501406109,0.25824217542107203,ConfidenceLevel.LOW
2026-02-03,14.5,14:30,25167.58927833463,25254.33789833274,25338.62056521204,84.28266687930227,0.3326253166086548,24666.675077490294,25322.692230085813,False,25213.81011635052,46.22083801588815,0.18331556318779088,ConfidenceLevel.LOW
2026-02-03,15.0,15:00,25184.87966425092,25271.924302796437,25338.62056521204,66.696262415604,0.26321978437600024,24761.767291852593,25334.455984167533,False,25225.31012887221,40.43046462129132,0.16027737385482407,ConfidenceLevel.LOW
2026-02-03,15.5,15:30,25289.96860539483,25361.879822501414,25338.62056521204,-23.259257289373636,-0.09179369977743299,24880.278691425152,25405.98869906107,True,25340.50222340095,50.53361800611674,0.199418376007761,ConfidenceLevel.LOW
2026-02-04,9.5,09:30,25181.00255721717,25266.154592116698,24891.23845053545,-374.91614158124867,-1.5062173074525491,24605.876295593756,25627.877583161822,True,25086.75654358481,-94.2460136323607,-0.37568034539906003,ConfidenceLevel.LOW
2026-02-04,10.0,10:00,25030.67766086604,25127.415560193826,24891.23845053545,-236.17710965837614,-0.9488363149455732,24635.183744467176,25467.07677153446,True,25141.99014370852,111.31248284248068,0.4427353690230258,ConfidenceLevel.LOW
2026-02-04,10.5,10:30,25067.62413792594,25153.317568046994,24891.23845053545,-262.0791175115446,-1.0528970586672712,24677.524470458888,25502.326587694824,True,25041.70893866127,-25.915199264669354,-0.10348814183627668,ConfidenceLevel.LOW
2026-02-04,11.0,11:00,24966.08997618712,25059.11745415984,24891.23845053545,-167.87900362439177,-0.674450184381165,24529.008696974764,25373.99087840601,True,25027.31942578529,61.229449598169595,0.24465045000019364,ConfidenceLevel.LOW
2026-02-04,11.5,11:30,24961.46715519994,25055.23689599852,24891.23845053545,-163.99844546307213,-0.6588601277874314,24492.288593200254,25368.1942980426,True,24933.12479325657,-28.342361943370634,-0.11367352539396154,ConfidenceLevel.LOW
2026-02-04,12.0,12:00,24941.07102819752,25022.159620212482,24891.23845053545,-130.9211696770326,-0.5259729038279984,24427.527130896047,25318.702252675932,True,24783.83416585819,-157.2368623393304,-0.6344331602893687,ConfidenceLevel.LOW
2026-02-04,12.5,12:30,24781.55924352166,24873.543347035105,24891.23845053545,17.695103500343976,0.0710896869816589,24340.255242305502,25151.091781445164,True,24773.49656431648,-8.062679205180757,-0.032545584287016496,ConfidenceLevel.LOW
2026-02-04,13.0,13:00,24755.33475587612,24837.112938370636,24891.23845053545,54.1255121648137,0.21744804812493923,24248.49324918612,25117.399940112842,True,24843.13854758562,87.80379170949891,0.35343276591770295,ConfidenceLevel.LOW
2026-02-04,13.5,13:30,24769.50519241824,24847.851320094003,24891.23845053545,43.38713044144606,0.17430683703290278,24231.35561237521,25030.144167919418,True,24819.2826613191,49.777468900858366,0.20055965992295438,ConfidenceLevel.LOW
2026-02-04,14.0,14:00,24801.5412615343,24879.44614327632,24891.23845053545,11.792307259129302,0.0473753336241718,24269.072089768335,25009.04871027835,True,24857.43809244812,55.89683091381812,0.22486963743379496,ConfidenceLevel.LOW
2026-02-04,14.5,14:30,24903.09894170119,24977.634205623996,24891.23845053545,-86.39575508854614,-0.34709303540775666,24379.900492057517,25096.82118597812,True,25008.07053153554,104.97158983434929,0.4197508548369559,ConfidenceLevel.LOW
2026-02-04,15.0,15:00,24964.84111406245,25037.954328284635,24891.23845053545,-146.7158777491859,-0.5894277942045499,24526.923313118896,25116.068092718095,True,24957.9690941767,-6.872019885748159,-0.02753437132571644,ConfidenceLevel.LOW
2026-02-04,15.5,15:30,24964.57849161076,25037.690936704414,24891.23845053545,-146.45248616896424,-0.5883696243559702,24541.159743350432,25094.715875239566,True,24891.27071138173,-73.30778022902814,-0.2945120041441178,ConfidenceLevel.LOW
2026-02-05,9.5,09:30,24699.9856542736,24747.415202072876,24548.69024491809,-198.72495715478726,-0.8095134818686549,24241.869449204754,25201.299059977824,True,24670.66130530284,-29.324348970760184,-0.11886324654157955,ConfidenceLevel.LOW
2026-02-05,10.0,10:00,24593.2368720177,24659.193658172666,24548.69024491809,-110.50341325457703,-0.450139751457627,24195.815697369013,25150.136120845986,True,24482.77544258041,-110.46142943729137,-0.4511801764320274,ConfidenceLevel.LOW
2026-02-05,10.5,10:30,24469.16705079015,24540.22821251964,24548.69024491809,8.462032398449082,0.03447040275478989,24179.217449431642,25018.47648723994,True,24526.33419645452,57.167145664370764,0.23308475374454748,ConfidenceLevel.LOW
2026-02-05,11.0,11:00,24494.2409745189,24561.416197062186,24548.69024491809,-12.725952144097391,-0.0518396379486349,24092.477191084356,25024.897483275257,True,24677.1159370535,182.87496253459904,0.7410710514189638,ConfidenceLevel.LOW
2026-02-05,11.5,11:30,24717.54792720327,24769.325460726643,24548.69024491809,-220.63521580855377,-0.8987657329467026,24190.562889831617,25204.116797200655,True,24730.7086961261,13.160768922829448,0.05321630319834301,ConfidenceLevel.LOW
2026-02-05,12.0,12:00,24662.17184981011,24720.82159523898,24548.69024491809,-172.13135032089122,-0.7011834383161225,24169.888141333147,25144.67149390498,True,24741.20090983284,79.02906002273085,0.3194228942675232,ConfidenceLevel.LOW
2026-02-05,12.5,12:30,24708.72627272932,24752.47615685978,24548.69024491809,-203.78591194168985,-0.8301294688578194,24213.770475229972,25159.093215112003,True,24685.68071457125,-23.0455581580718,-0.09335597597869225,ConfidenceLevel.LOW
2026-02-05,13.0,13:00,24702.11486829556,24748.853840505322,24548.69024491809,-200.16359558723343,-0.8153738288692205,24131.118927416068,25168.129892349945,True,24634.54140935753,-67.57345893802994,-0.2743037015187215,ConfidenceLevel.LOW
2026-02-05,13.5,13:30,24645.64878670715,24698.27738475789,24548.69024491809,-149.58713983980124,-0.6093487609619735,24117.58984173867,25088.774495280057,True,24602.78972826329,-42.859058443857066,-0.1742040594470523,ConfidenceLevel.LOW
2026-02-05,14.0,14:00,24629.40101195518,24684.257673716165,24548.69024491809,-135.56742879807643,-0.5522389481701198,24120.607179741426,25044.10068877814,True,24665.52892653758,36.12791458240099,0.14647127450622419,ConfidenceLevel.LOW
2026-02-05,14.5,14:30,24620.51249805185,24676.35838302453,24548.69024491809,-127.66813810644089,-0.520060894624999,24130.029545275367,25035.834217977903,True,24611.77328965725,-8.7392083945997,-0.035508243521291616,ConfidenceLevel.LOW
2026-02-05,15.0,15:00,24635.90646139274,24689.490832517604,24548.69024491809,-140.80058759951498,-0.5735564145979748,24211.948380536207,25022.410297169612,True,24538.78161763271,-97.12484376002976,-0.39580141049154305,ConfidenceLevel.LOW
2026-02-05,15.5,15:30,24528.38697470779,24593.068099237338,24548.69024491809,-44.37785431924931,-0.18077483513987525,24116.702591180398,24932.66942281634,True,24552.21979909625,23.832824388457084,0.09706993739659481,ConfidenceLevel.LOW
2026-02-06,9.5,09:30,24766.9194227574,24813.630541222727,25075.77232205038,262.14178082765284,1.0453986320378992,24283.246358946006,25090.23319129657,True,24759.86406276247,-7.055359994930768,-0.02849514834591381,ConfidenceLevel.LOW
2026-02-06,10.0,10:00,24709.70148314662,24774.311541144565,25075.77232205038,301.4607809058143,1.2021993860612812,24271.876340644023,25112.740213519057,True,24810.61448247795,100.91299933133268,0.4067331722178855,ConfidenceLevel.LOW
