approach,date,hour,current_price,predicted_close,actual_close,error,error_pct,range_lower,range_upper,range_width,range_width_pct,in_range,confidence
STATIC,2026-01-22,9.5,25527.37047871472,25584.00426731436,25518.35133584543,-65.65293146893237,0.2572773240907229,24946.031089710425,25955.517456912417,1009.4863672019928,3.9545254692163634,True,ConfidenceLevel.LOW
STATIC,2026-01-22,10.0,25416.95743535024,25477.66717765616,25518.35133584543,40.68415818926951,0.1594309822520579,24985.96285968097,25857.433101027073,871.4702413461018,3.4286961512318923,True,ConfidenceLevel.LOW
STATIC,2026-01-22,10.5,25482.10186573663,25529.359190565534,25518.35133584543,-11.00785472010466,0.04313701373270934,24988.743495241608,25852.445179704708,863.7016844630998,3.3894444383508167,True,ConfidenceLevel.LOW
STATIC,2026-01-22,11.0,25485.43150164825,25531.612046177415,25518.35133584543,-13.260710331986047,0.05196538819245282,24952.839093900217,25847.557228623125,894.7181347229089,3.5107042808556868,True,ConfidenceLevel.LOW
STATIC,2026-01-22,11.5,25527.60092403334,25570.723188239754,25518.35133584543,-52.37185239432438,0.20523211591948748,24915.27885107789,25879.22216244993,963.9433113720406,3.776082657514917,True,ConfidenceLevel.LOW
STATIC,2026-01-22,12.0,25535.24476645144,25572.744492252965,25518.35133584543,-54.39315640753557,0.2131530979085233,24921.25841289909,25856.445899983937,935.1874870848478,3.662340015293333,True,ConfidenceLevel.LOW
STATIC,2026-01-22,12.5,25559.45135192915,25586.480790155474,25518.35133584543,-68.12945431004482,0.2669821941605761,24967.480664449504,25862.6329653407,895.1523008911972,3.5022359774699696,True,ConfidenceLevel.LOW
STATIC,2026-01-22,13.0,25570.23809087842,25587.960220579113,25518.35133584543,-69.60888473368323,0.27277970985493943,24966.039025296184,25856.606464676417,890.5674393802328,3.4828281074861076,True,ConfidenceLevel.LOW
STATIC,2026-01-22,13.5,25561.85843977718,25581.946438580504,25518.35133584543,-63.59510273507476,0.24921321090890075,24970.3299939945,25797.11479349201,826.7847994975127,3.234447141022191,True,ConfidenceLevel.LOW
STATIC,2026-01-22,14.0,25550.90164828365,25571.306183483775,25518.35133584543,-52.95484763834611,0.20751672763420592,25053.817150719427,25770.357505106327,716.5403543868997,2.804364261779515,True,ConfidenceLevel.LOW
STATIC,2026-01-22,14.5,25554.87548382554,25574.4091998033,25518.35133584543,-56.05786395787072,0.21967666805780936,25090.18968745654,25760.997488037683,670.807800581144,2.624969943624725,True,ConfidenceLevel.LOW
STATIC,2026-01-22,15.0,25505.25610100975,25532.176736090983,25518.35133584543,-13.825400245554192,0.05417826592164581,25063.271197832382,25746.538858724365,683.2676608919828,2.678928837985408,True,ConfidenceLevel.LOW
STATIC,2026-01-22,15.5,25461.08758662618,25506.18011955397,25518.35133584543,12.171216291459132,0.04769593509891965,25067.703630444794,25674.449296673298,606.745666228504,2.3830312203442805,True,ConfidenceLevel.LOW
STATIC,2026-01-23,9.5,25460.45934303576,25531.97951561924,25605.4662985037,73.48678288445808,0.2869964640665513,24835.92483809528,25882.58010666414,1046.6552685688584,4.110904891647809,True,ConfidenceLevel.LOW
STATIC,2026-01-23,10.0,25575.87712990294,25607.3165738045,25605.4662985037,-1.8502753007996944,0.007226094925316078,25014.492345736762,25914.712831928093,900.2204861913306,3.519802983174352,True,ConfidenceLevel.LOW
STATIC,2026-01-23,10.5,25637.77080044671,25662.917808903625,25605.4662985037,-57.45151039992561,0.22437205294434684,25123.163683536164,25947.83330120582,824.6696176696569,3.216619822715975,True,ConfidenceLevel.LOW
STATIC,2026-01-23,11.0,25704.45685440392,25731.119217671094,25605.4662985037,-125.65291916739443,0.4907269319080402,25163.508359717034,26002.63389775283,839.1255380357943,3.264513787584769,True,ConfidenceLevel.LOW
STATIC,2026-01-23,11.5,25634.91683648895,25685.0274420677,25605.4662985037,-79.56114356400212,0.3107193699833204,25010.01604176664,25920.175067324122,910.1590255574811,3.5504660747014922,True,ConfidenceLevel.LOW
STATIC,2026-01-23,12.0,25656.66343119217,25703.90075879889,25605.4662985037,-98.43446029518964,0.3844275247623271,24997.838260317414,25916.44911176848,918.610851451067,3.5803987292215984,True,ConfidenceLevel.LOW
STATIC,2026-01-23,12.5,25641.8641582773,25694.58901542196,25605.4662985037,-89.12271691826027,0.3480612923790742,24984.22997351706,25855.43548524634,871.2055117292803,3.3975903871561983,True,ConfidenceLevel.LOW
STATIC,2026-01-23,13.0,25586.87130977394,25631.08622552149,25605.4662985037,-25.61992701778945,0.10005647512572968,24914.213818934546,25860.321508347664,946.1076894131184,3.6976294520687034,True,ConfidenceLevel.LOW
STATIC,2026-01-23,13.5,25601.24610543142,25639.431075771867,25605.4662985037,-33.96477726816738,0.13264658753803743,24954.2511032975,25834.981317236907,880.7302139394051,3.440184943781132,True,ConfidenceLevel.LOW
STATIC,2026-01-23,14.0,25613.92300922939,25647.533712464952,25605.4662985037,-42.067413961252896,0.16429075522718045,25097.968120494017,25820.815214152557,722.84709365854,2.822086618274282,True,ConfidenceLevel.LOW
STATIC,2026-01-23,14.5,25611.44257500979,25645.511017207817,25605.4662985037,-40.04471870411726,0.15639128863065205,25129.311011123882,25813.16322535304,683.8522142291586,2.6701042404242514,True,ConfidenceLevel.LOW
STATIC,2026-01-23,15.0,25599.39262347568,25632.44910385094,25605.4662985037,-26.982805347241083,0.10537908207833681,25172.50556437655,25799.42322531428,626.9176609377282,2.448955216081257,True,ConfidenceLevel.LOW
STATIC,2026-01-23,15.5,25576.86109415604,25619.868781823425,25605.4662985037,-14.402483319725434,0.05624769005111643,25185.153300889582,25753.245437227582,568.0921363380003,2.221117494624082,True,ConfidenceLevel.LOW
STATIC,2026-01-26,9.5,25639.97704329374,25684.764741731487,25713.20987189766,28.44513016617202,0.11062457899221723,25056.481383265036,25974.219139535824,917.7377562707879,3.579323627010917,True,ConfidenceLevel.LOW
STATIC,2026-01-26,10.0,25707.28236151267,25752.57965467331,25713.20987189766,-39.3697827756514,0.15311111670534455,25178.53520099979,26032.831844886605,854.2966438868134,3.323169800187875,True,ConfidenceLevel.LOW
STATIC,2026-01-26,10.5,25728.43673852699,25776.366374318888,25713.20987189766,-63.15650242122865,0.24561889680779725,25201.146771196625,26054.99226658147,853.845495384845,3.3186839296235044,True,ConfidenceLevel.LOW
STATIC,2026-01-26,11.0,25750.73356580614,25794.4912326821,25713.20987189766,-81.28136078444004,0.3161074062296424,25208.207422852054,26051.480791870854,843.2733690187997,3.2747547438359765,True,ConfidenceLevel.LOW
STATIC,2026-01-26,11.5,25770.72286634825,25815.0800429882,25713.20987189766,-101.87017109054068,0.3961783518979327,25194.4542932727,26065.60690826025,871.1526149875499,3.380396504613041,True,ConfidenceLevel.LOW
STATIC,2026-01-26,12.0,25794.63937645016,25830.036785576573,25713.20987189766,-116.82691367891312,0.4543458955958468,25216.124989985055,26070.21337609889,854.0883861138354,3.3111080703597513,True,ConfidenceLevel.LOW
STATIC,2026-01-26,12.5,25775.13333306244,25822.64982063894,25713.20987189766,-109.43994874128111,0.42561760778412044,25166.068591592728,26005.39184325713,839.323251664402,3.2563294273546206,True,ConfidenceLevel.LOW
STATIC,2026-01-26,13.0,25758.83776897184,25809.672272128206,25713.20987189766,-96.46240023054634,0.3751472519810586,25104.282865529578,25941.80017889155,837.5173133619719,3.2513785011325895,True,ConfidenceLevel.LOW
STATIC,2026-01-26,13.5,25789.60069393052,25815.914581594756,25713.20987189766,-102.7047096970964,0.3994239156012329,25203.557926207508,25967.303245184798,763.7453189772896,2.9614468562013605,True,ConfidenceLevel.LOW
STATIC,2026-01-26,14.0,25763.77236424826,25799.544686426925,25713.20987189766,-86.33481452926571,0.33576054860277205,25279.74177474795,25927.174648738845,647.432873990896,2.5129583697507063,True,ConfidenceLevel.LOW
STATIC,2026-01-26,14.5,25764.40761525181,25799.29966066749,25713.20987189766,-86.0897887698302,0.33480763078093556,25308.450215124256,25925.6001457783,617.1499306540427,2.3953585111295443,True,ConfidenceLevel.LOW
STATIC,2026-01-26,15.0,25753.64663343014,25795.25802357833,25713.20987189766,-82.04815168067216,0.31908949559169497,25325.84692721525,25905.958383940073,580.1114567248223,2.2525410283908873,True,ConfidenceLevel.LOW
STATIC,2026-01-26,15.5,25753.55623501444,25795.167479101616,25713.20987189766,-81.95760720395629,0.31873736344962883,25346.174237913838,25904.737204471112,558.5629665572742,2.1688770337583674,True,ConfidenceLevel.LOW
STATIC,2026-01-27,9.5,25838.63078819833,25905.68029731866,25939.74427393451,34.06397661584924,0.1313196315897314,25246.520789451042,26208.13969157426,961.6189021232167,3.7216325818720684,True,ConfidenceLevel.LOW
STATIC,2026-01-27,10.0,25925.72235763144,25962.83086542256,25939.74427393451,-23.086591488048725,0.08900084458907806,25417.355829938555,26249.81500722313,832.4591772845743,3.2109391815635693,True,ConfidenceLevel.LOW
STATIC,2026-01-27,10.5,25942.50525452578,25974.99400554941,25939.74427393451,-35.249731614901975,0.13589082160043722,25443.33723092604,26278.827315118782,835.490084192741,3.2205451092545747,True,ConfidenceLevel.LOW
STATIC,2026-01-27,11.0,25954.08586727593,25992.29245566371,25939.74427393451,-52.54818172920204,0.20257787113963557,25419.06868287502,26286.06659760864,866.9979147336198,3.340506458856906,True,ConfidenceLevel.LOW
STATIC,2026-01-27,11.5,25961.53027938014,26000.660378791847,25939.74427393451,-60.916104857336904,0.23483695218440648,25388.91501957255,26273.79351927309,884.8784997005423,3.408421961949424,True,ConfidenceLevel.LOW
STATIC,2026-01-27,12.0,25947.32457021122,25996.76542113198,25939.74427393451,-57.02114719746896,0.2198215471798869,25324.05606474358,26222.36939899081,898.3133342472283,3.46206535404631,True,ConfidenceLevel.LOW
STATIC,2026-01-27,12.5,25950.55167108629,25998.70509614099,25939.74427393451,-58.96082220648168,0.22729916526481844,25333.118580315626,26194.925232851085,861.8066525354589,3.3209569625283564,True,ConfidenceLevel.LOW
STATIC,2026-01-27,13.0,25922.98199936134,25976.93791639326,25939.74427393451,-37.19364245875113,0.14338476920192722,25268.6224117717,26120.91348301167,852.2910712399716,3.2877817500354296,True,ConfidenceLevel.LOW
STATIC,2026-01-27,13.5,25957.02868160743,25991.606236881387,25939.74427393451,-51.86196294687761,0.19993243726381288,25347.805191347794,26138.23721413557,790.4320227877761,3.0451560249184397,True,ConfidenceLevel.LOW
STATIC,2026-01-27,14.0,25946.52530882337,25982.470513025182,25939.74427393451,-42.72623909067261,0.1647134167533254,25461.582489650784,26111.369415740908,649.7869260901243,2.50433119023131,True,ConfidenceLevel.LOW
STATIC,2026-01-27,14.5,25955.88501831849,25987.35458642172,25939.74427393451,-47.61031248720974,0.18354195008410645,25503.032368148477,26111.097664991066,608.0652968425893,2.342687588627567,True,ConfidenceLevel.LOW
STATIC,2026-01-27,15.0,25961.61815169046,25987.387980823376,25939.74427393451,-47.64370688886629,0.1836706884452248,25562.91861413259,26120.31907193204,557.4004577994492,2.1470173952279423,True,ConfidenceLevel.LOW
STATIC,2026-01-27,15.5,25964.85007729311,25996.148215401237,25939.74427393451,-56.4039414667277,0.217442164699384,25578.479397427134,26116.320071732298,537.8406743051637,2.0714183702355298,True,ConfidenceLevel.LOW
STATIC,2026-01-28,9.5,26123.23243335109,26203.503742848476,26022.79027959953,-180.71346324894694,0.6944430682001714,25482.56651346885,26482.582647116662,1000.0161336478122,3.828071951659047,True,ConfidenceLevel.LOW
STATIC,2026-01-28,10.0,26126.82994057879,26198.103826204715,26022.79027959953,-175.31354660518627,0.6736923470601947,25496.74932907072,26469.942604657044,973.1932755863236,3.724880813323671,True,ConfidenceLevel.LOW
STATIC,2026-01-28,10.5,26070.13880068432,26150.78604605274,26022.79027959953,-127.99576645321213,0.49186026970195407,25491.04069521067,26496.520247029846,1005.479551819175,3.8568246970468065,True,ConfidenceLevel.LOW
STATIC,2026-01-28,11.0,26051.64067403631,26131.06236401979,26022.79027959953,-108.27208442025949,0.4160663912552797,25487.55557378275,26473.643318972976,986.087745190227,3.785127230673751,True,ConfidenceLevel.LOW
STATIC,2026-01-28,11.5,26021.76269322467,26101.54141405713,26022.79027959953,-78.75113445760144,0.30262371410393335,25470.000234386156,26419.749139306,949.7489049198448,3.6498254023626635,True,ConfidenceLevel.LOW
STATIC,2026-01-28,12.0,26006.79611426262,26086.960133834687,26022.79027959953,-64.16985423515871,0.24659098254142423,25373.4266679191,26346.980188569316,973.5535206502173,3.743458119073353,True,ConfidenceLevel.LOW
STATIC,2026-01-28,12.5,25985.52353373318,26066.79666876549,26022.79027959953,-44.0063891659629,0.16910711223946476,25400.691902249386,26302.49738303849,901.8054807891058,3.4704149008905847,True,ConfidenceLevel.LOW
STATIC,2026-01-28,13.0,26020.20047508622,26089.061382262295,26022.79027959953,-66.27110266276577,0.25466562943758864,25359.93594485693,26254.78291841698,894.8469735600484,3.439047191111556,True,ConfidenceLevel.LOW
STATIC,2026-01-28,13.5,26026.65738036344,26096.002603083914,26022.79027959953,-73.2123234843857,0.28133925185486447,25379.68347020217,26243.07469521665,863.3912250144786,3.317334271537646,True,ConfidenceLevel.LOW
STATIC,2026-01-28,14.0,26025.63543208506,26095.414407037835,26022.79027959953,-72.62412743830646,0.27907894064396266,25479.67627102183,26212.623165384306,732.9468943624743,2.8162497560343094,True,ConfidenceLevel.LOW
STATIC,2026-01-28,14.5,26021.82156444399,26091.49714090461,26022.79027959953,-68.70686130507966,0.2640257273215707,25499.61589782508,26213.93574064218,714.3198428171017,2.7450800899854864,True,ConfidenceLevel.LOW
STATIC,2026-01-28,15.0,26054.88729364629,26122.20412314747,26022.79027959953,-99.4138435479399,0.38202607206912403,25580.693210308702,26258.276615101484,677.583404792782,2.600600022392024,True,ConfidenceLevel.LOW
STATIC,2026-01-28,15.5,26026.59987644723,26096.381437232703,26022.79027959953,-73.59115763317459,0.28279503021190666,25570.907773168823,26199.000528129072,628.0927549602493,2.4132724133844383,True,ConfidenceLevel.LOW
STATIC,2026-01-29,9.5,25976.46091473121,26040.13368891189,25884.29557417993,-155.83811473195965,0.6020566187917089,25326.123220236528,26388.93055273604,1062.807332499513,4.091424678628167,True,ConfidenceLevel.LOW
STATIC,2026-01-29,10.0,25670.44816523967,25761.288741162352,25884.29557417993,123.00683301757817,0.4752180049291347,25166.209188664357,26073.10047105275,906.8912823883911,3.5328221640337847,True,ConfidenceLevel.LOW
STATIC,2026-01-29,10.5,25580.26529816828,25673.612131083926,25884.29557417993,210.68344309600434,0.8139431204230453,25129.14100345404,25970.059396158464,840.9183927044251,3.2873716628913954,True,ConfidenceLevel.LOW
STATIC,2026-01-29,11.0,25439.32324702247,25532.527802003504,25884.29557417993,351.76777217642666,1.3590007546016496,24979.621681607645,25809.723524543486,830.101842935841,3.263065746188825,False,ConfidenceLevel.LOW
STATIC,2026-01-29,11.5,25566.75394996521,25638.222071850472,25884.29557417993,246.07350232945828,0.9506671781901656,25020.50223470555,25930.786217611723,910.2839829061741,3.560420633325698,True,ConfidenceLevel.LOW
STATIC,2026-01-29,12.0,25624.46739294767,25695.36277109692,25884.29557417993,188.9328030830111,0.729912863734546,25034.639938654,25960.300428545732,925.6604898917321,3.6124087017960465,True,ConfidenceLevel.LOW
STATIC,2026-01-29,12.5,25730.6781054576,25791.073977368364,25884.29557417993,93.221596811567,0.36014732000107924,25127.899692591945,26029.803436904724,901.9037443127781,3.5051689684053837,True,ConfidenceLevel.LOW
STATIC,2026-01-29,13.0,25686.65046704964,25746.07222923254,25884.29557417993,138.2233449473897,0.5340046614413957,25033.91156804685,25942.913865145838,909.0022970989885,3.538812108900846,True,ConfidenceLevel.LOW
STATIC,2026-01-29,13.5,25720.87923941401,25769.388391287062,25884.29557417993,114.90718289286815,0.4439262508170793,25104.102938170556,25938.023644525183,833.9207063546273,3.242193622513296,True,ConfidenceLevel.LOW
STATIC,2026-01-29,14.0,25721.88860578659,25770.39966130789,25884.29557417993,113.89591287204166,0.4400193644274985,25201.84825669746,25910.033861158918,708.1856044614578,2.753241083168905,True,ConfidenceLevel.LOW
STATIC,2026-01-29,14.5,25727.90356356451,25772.648447868756,25884.29557417993,111.64712631117436,0.4313315229738933,25248.60988561278,25930.1968300945,681.5869444817217,2.6492129170095904,True,ConfidenceLevel.LOW
STATIC,2026-01-29,15.0,25732.67119534706,25780.98059610985,25884.29557417993,103.31497807008054,0.39914154810200503,25281.329328116593,25924.03041157834,642.7010834617467,2.49760733575906,True,ConfidenceLevel.LOW
STATIC,2026-01-29,15.5,25750.06745498111,25798.336761080158,25884.29557417993,85.95881309977267,0.3320886707286645,25313.18301916325,25914.759289374226,601.576270210975,2.3362124051236446,True,ConfidenceLevel.LOW
STATIC,2026-01-30,9.5,25776.97072611698,25829.465396965028,25552.38674697859,-277.0786499864371,1.0843552609393716,25092.067405964823,26171.61759337222,1079.5501874073962,4.1880413291295175,True,ConfidenceLevel.LOW
STATIC,2026-01-30,10.0,25701.85695422074,25772.480257232237,25552.38674697859,-220.09351025364595,0.8613422786412336,25188.044383136337,26131.668980283,943.6245971466633,3.6714257605098917,True,ConfidenceLevel.LOW
STATIC,2026-01-30,10.5,25688.68051190867,25757.504617443905,25552.38674697859,-205.1178704653139,0.8027346818769006,25156.190878625923,26090.930333561537,934.739454935614,3.6387211655432856,True,ConfidenceLevel.LOW
STATIC,2026-01-30,11.0,25720.86899526318,25779.13847845245,25552.38674697859,-226.75173147385794,0.8873994187672896,25179.906283511264,26140.97856190024,961.072278388976,3.7365466873065976,True,ConfidenceLevel.LOW
STATIC,2026-01-30,11.5,25675.01943692229,25744.04010829394,25552.38674697859,-191.65336131534787,0.7500409383010362,25100.642699733897,26050.66445379782,950.0217540639242,3.7001792983951285,True,ConfidenceLevel.LOW
STATIC,2026-01-30,12.0,25602.19283683421,25674.572119767876,25552.38674697859,-122.18537278928488,0.4781759684493369,25118.216754741665,25978.212012120253,859.9952573785886,3.3590687440698526,True,ConfidenceLevel.LOW
STATIC,2026-01-30,12.5,25624.36680644408,25690.719712857575,25552.38674697859,-138.3329658789844,0.5413700381446418,25071.707080931563,25954.880600816945,883.1735198853821,3.446615975163451,True,ConfidenceLevel.LOW
STATIC,2026-01-30,13.0,25568.06661342683,25628.263738245147,25552.38674697859,-75.8769912665557,0.2969467862939562,25053.57937269398,25875.307968757017,821.7285960630361,3.2138863234637896,True,ConfidenceLevel.LOW
STATIC,2026-01-30,13.5,25491.09704436321,25562.278920668272,25552.38674697859,-9.89217368968093,0.03871330607052047,24990.70762384703,25729.173788753415,738.4661649063855,2.8969571753667656,True,ConfidenceLevel.LOW
STATIC,2026-01-30,14.0,25638.3345423111,25676.074034303747,25552.38674697859,-123.68728732515592,0.4840537541557881,25202.607096081367,25849.11524360021,646.5081475188417,2.5216464293025953,True,ConfidenceLevel.LOW
STATIC,2026-01-30,14.5,25612.570319425,25659.19781498283,25552.38674697859,-106.81106800423731,0.41800818476131996,25189.06572262415,25827.660356090426,638.5946334662767,2.4932860134773582,True,ConfidenceLevel.LOW
STATIC,2026-01-30,15.0,25541.74543517057,25601.570548569984,25552.38674697859,-49.183801591392694,0.19248222124380757,25148.349507323666,25751.981758000806,603.6322506771394,2.3633163685280003,True,ConfidenceLevel.LOW
STATIC,2026-01-30,15.5,25507.37626748746,25573.70161098216,25552.38674697859,-21.3148640035688,0.08341633294231957,25143.66976660961,25699.51107754357,555.8413109339599,2.1791394971597042,True,ConfidenceLevel.LOW
STATIC,2026-02-02,9.5,25523.07477411256,25571.68889303016,25738.61393708193,166.92504405176805,0.6485393675813954,24912.69760130628,25946.425784854575,1033.7281835482936,4.0501710420751476,True,ConfidenceLevel.LOW
STATIC,2026-02-02,10.0,25682.27471261119,25712.870711452648,25738.61393708193,25.74322562928137,0.10001791740693851,25166.605053410585,26019.046495111823,852.4414417012376,3.3191820087597197,True,ConfidenceLevel.LOW
STATIC,2026-02-02,10.5,25760.05156922982,25804.084776211792,25738.61393708193,-65.47083912986272,0.2543681617429216,25213.031738592697,26031.697146971866,818.6654083791691,3.1780425834125983,True,ConfidenceLevel.LOW
STATIC,2026-02-02,11.0,25705.47474949666,25760.265907308123,25738.61393708193,-21.651970226193953,0.0841225183264422,25125.54114378647,26039.82683277926,914.2856889927898,3.5567741809969586,True,ConfidenceLevel.LOW
STATIC,2026-02-02,11.5,25779.89836586355,25813.031487085806,25738.61393708193,-74.41755000387639,0.2891280400171904,25258.173220410783,26029.588349342772,771.4151289319889,2.9923125296469673,True,ConfidenceLevel.LOW
STATIC,2026-02-02,12.0,25804.34438139496,25826.6577630599,25738.61393708193,-88.04382597796939,0.34206902591255545,25254.884666476028,26041.15889144981,786.2742249737821,3.0470614302477266,True,ConfidenceLevel.LOW
STATIC,2026-02-02,12.5,25810.49789070106,25836.125733287285,25738.61393708193,-97.5117962053555,0.3788541078541494,25273.20768200855,26009.539439883338,736.3317578747883,2.8528382559410916,True,ConfidenceLevel.LOW
STATIC,2026-02-02,13.0,25822.22313584143,25827.884780315384,25738.61393708193,-89.2708432334548,0.3468362494253866,25290.618341986326,26023.01551464597,732.3971726596428,2.8363056457484883,True,ConfidenceLevel.LOW
STATIC,2026-02-02,13.5,25800.98270656217,25820.308328901272,25738.61393708193,-81.69439181934285,0.31740012115277416,25248.381077169994,25943.107997817573,694.7269206475794,2.6926374415610304,True,ConfidenceLevel.LOW
STATIC,2026-02-02,14.0,25829.07392725307,25822.926566405895,25738.61393708193,-84.31262932396567,0.32757253180015045,25455.571178968043,26006.587971473662,551.0167925056194,2.133319971352996,True,ConfidenceLevel.LOW
STATIC,2026-02-02,14.5,25797.45469433533,25821.616086168913,25738.61393708193,-83.00214908698399,0.32248103681838824,25393.740882374903,25921.333432578773,527.5925502038699,2.0451341283670126,True,ConfidenceLevel.LOW
STATIC,2026-02-02,15.0,25757.96328771287,25797.868070109595,25738.61393708193,-59.254133027665375,0.23021493376648863,25371.650620790297,25905.847977539368,534.1973567490713,2.073911476548674,True,ConfidenceLevel.LOW
STATIC,2026-02-02,15.5,25746.22063050003,25788.626166841394,25738.61393708193,-50.01222975946439,0.19430817013580973,25373.325894406393,25896.869100981923,523.5432065755303,2.033475957847264,True,ConfidenceLevel.LOW
