date,dte,method,p95_lo,p95_hi,p97_lo,p97_hi,p98_lo,p98_hi,p99_lo,p99_hi,actual_close,actual_return_pct,p95_hit,p97_hit,p98_hit,p99_hit,p95_width_pct,p97_width_pct,p98_width_pct,p99_width_pct,midpoint,midpoint_error_pct,vix,position_vs_sma20,return_5d,vol_regime
2025-09-12,1,baseline,23386.297012649597,24686.95182019168,23211.448046666475,24732.477777927732,23127.594997053664,24757.993147914112,22860.16810218295,24988.179513813815,24293.78116970626,0.8367352275943348,True,True,True,True,5.398656698783647,6.313371772515426,6.767329692542146,8.832784068356508,23971.962912297102,1.3357781642587143,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,1,conditional,23734.399818686434,24260.720951356943,23734.399818686434,24276.763598184207,23727.119436530174,24296.94632794692,23676.309136188436,24363.98756651483,24293.78116970626,0.8367352275943348,False,False,True,True,2.1846127751394997,2.2512013444186123,2.365193090938189,2.854362082054949,24005.58170843532,1.1962358829983943,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,1,ensemble,23091.89871012728,25003.959120635966,23030.023980495145,25112.717187972907,22956.057722250174,25179.750540049106,22837.681174744437,25269.743524875314,24293.78116970626,0.8367352275943348,True,True,True,True,7.936431468068622,8.644680795290276,9.229930998781828,10.094815028751379,24071.370584234028,0.9231645400282068,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,1,ensemble_combined,23091.89871012728,25003.959120635966,23030.023980495145,25112.717187972907,22956.057722250174,25179.750540049106,22837.681174744437,25269.743524875314,24293.78116970626,0.8367352275943348,True,True,True,True,7.936431468068622,8.644680795290276,9.229930998781828,10.094815028751379,24071.370584234028,0.9231645400282068,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,2,baseline,23256.75291846481,25074.377945375632,23114.85737662742,25299.820364574,23032.029967039525,25393.98402837208,22743.08773275268,25760.278087855088,24274.249179605704,0.755663363956499,True,True,True,True,7.544456431105323,9.069174236754952,9.803815002636403,12.523518790401267,24207.33887060071,0.2777261006016821,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,2,conditional,23736.141112438232,24301.995285253142,23704.173437554906,24329.512799682943,23683.66975445485,24349.632865443014,23619.7920648674,24358.959334359606,24274.249179605704,0.755663363956499,True,True,True,True,2.348703439904099,2.5956099318507233,2.764227825423784,3.068077946451289,24016.843118618926,1.0684210348477223,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,2,ensemble,23051.96763622869,24978.36656161694,22890.68305558436,25077.16513779958,22838.309856010354,25105.954879667206,22765.657446102203,25300.760277553265,24274.249179605704,0.755663363956499,True,True,True,True,7.9959466591526045,9.075479574959934,9.412364392488792,10.522507435298774,23983.924096691968,1.2050587478003425,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,2,ensemble_combined,23051.96763622869,24978.36656161694,22890.68305558436,25077.16513779958,22838.309856010354,25105.954879667206,22765.657446102203,25300.760277553265,24274.249179605704,0.755663363956499,True,True,True,True,7.9959466591526045,9.075479574959934,9.412364392488792,10.522507435298774,23983.924096691968,1.2050587478003425,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,3,baseline,23017.98193915406,25431.532880177005,22760.55831665997,25606.26011019907,22457.52161347576,25809.132985925135,21728.179830830428,26260.784953267008,24223.68741785472,0.5457955403061207,True,True,True,True,10.01797931322951,11.811717422136551,13.911607509287444,18.813584407861097,24183.40921342952,0.1671836346386141,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,3,conditional,23696.212817146115,24347.443574512603,23666.10044141083,24355.678867985323,23630.42299943192,24388.868793158974,23571.447081991377,24417.34739367538,24223.68741785472,0.5457955403061207,True,True,True,True,2.7030779191555645,2.8622484385370885,3.148097743710028,3.511097147140833,24010.889654698076,0.8832643856695349,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,3,ensemble,22867.024269228594,24914.401448845358,22760.768951952985,25006.234458458937,22696.26222970333,25070.63820742579,22579.166569653233,25282.603513435854,24223.68741785472,0.5457955403061207,True,True,True,True,8.498093776751126,9.320303379721867,9.855374925946734,11.221215561315647,23883.501705205963,1.412016367272968,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,3,ensemble_combined,22867.024269228594,24914.401448845358,22760.768951952985,25006.234458458937,22696.26222970333,25070.63820742579,22579.166569653233,25282.603513435854,24223.68741785472,0.5457955403061207,True,True,True,True,8.498093776751126,9.320303379721867,9.855374925946734,11.221215561315647,23883.501705205963,1.412016367272968,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,4,baseline,22907.761615787243,25573.943266774157,22774.324686225056,25644.35022011093,22177.299746526845,25770.032371347457,21639.278176401986,26177.693519319946,24454.894467521026,1.505471758968486,True,True,True,True,11.066579192887675,11.912678509583532,14.912434828561372,18.837701018618482,24209.337453167995,1.0192389347143604,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,4,conditional,23673.354043927935,24385.30765706984,23652.758836159595,24413.421400844516,23615.479650255613,24484.704074399535,23520.76928718966,24687.636092451325,24454.894467521026,1.505471758968486,False,False,True,True,2.955121620682129,3.1572989439915835,3.607909056991749,4.8433398764109254,24033.090118502056,1.750792647828398,,2.1279733093824085,1.3883040750009863,medium
2025-09-12,4,ensemble,22890.329620662957,25015.431175930044,22788.51839055796,25089.021223519092,22772.689175503434,25160.657713516794,22651.91271711212,25317.921590581114,24454.894467521026,1.505471758968486,True,True,True,True,8.820706063139662,9.548748028853552,9.911793866808349,11.065862041419727,23938.769807038527,2.1422900523366764,,2.1279733093824085,1.3883040750009863,medium
