timestamp,ticker,type,strike,expiration,bid,ask,day_close,vwap,fmv,delta,gamma,theta,vega,implied_volatility,volume
2025-10-14T13:30:00+00:00,O:NDXP251014P19600000,put,19600,2025-10-14,0.05,0.05,0.05,0.05,,,,,,,2
2025-10-14T13:30:00+00:00,O:NDXP251014P20100000,put,20100,2025-10-14,0.08,0.08,0.08,0.08,,,,,,,5
2025-10-14T13:30:00+00:00,O:NDXP251014P22200000,put,22200,2025-10-14,0.15,0.3,0.15,0.2,,,,,,,3
2025-10-14T13:30:00+00:00,O:NDXP251014P22700000,put,22700,2025-10-14,0.51,0.51,0.51,0.51,,,,,,,1
2025-10-14T13:30:00+00:00,O:NDXP251014P22800000,put,22800,2025-10-14,0.3,0.3,0.3,0.3,,,,,,,1
2025-10-14T13:30:00+00:00,O:NDXP251014P23000000,put,23000,2025-10-14,0.53,0.53,0.53,0.53,,,,,,,1
2025-10-14T13:30:00+00:00,O:NDXP251014P23100000,put,23100,2025-10-14,0.7,0.7,0.7,0.7,,,,,,,1
2025-10-14T13:30:00+00:00,O:NDXP251014P23200000,put,23200,2025-10-14,0.72,0.84,0.72,0.7515,,,,,,,27
2025-10-14T13:30:00+00:00,O:NDXP251014P23300000,put,23300,2025-10-14,1.0,1.3,1.3,1.026,,,,,,,20
2025-10-14T13:30:00+00:00,O:NDXP251014P23400000,put,23400,2025-10-14,1.25,1.57,1.25,1.29,,,,,,,8
2025-10-14T13:30:00+00:00,O:NDXP251014P23500000,put,23500,2025-10-14,1.61,2.3,1.77,1.7256,,,,,,,39
2025-10-14T13:30:00+00:00,O:NDXP251014P23550000,put,23550,2025-10-14,1.95,2.4,2.33,2.0927,,,,,,,22
2025-10-14T13:30:00+00:00,O:NDXP251014P23600000,put,23600,2025-10-14,2.2,3.0,3.0,2.3587,,,,,,,8
2025-10-14T13:30:00+00:00,O:NDXP251014P23610000,put,23610,2025-10-14,2.42,2.42,2.42,2.42,,,,,,,1
2025-10-14T13:30:00+00:00,O:NDXP251014P23640000,put,23640,2025-10-14,3.28,3.38,3.28,3.3467,,,,,,,3
2025-10-14T13:30:00+00:00,O:NDXP251014P23650000,put,23650,2025-10-14,3.38,4.05,3.38,3.67,,,,,,,8
2025-10-14T13:30:00+00:00,O:NDXP251014P23660000,put,23660,2025-10-14,2.8,3.42,3.42,3.1067,,,,,,,3
2025-10-14T13:30:00+00:00,O:NDXP251014P23690000,put,23690,2025-10-14,3.52,4.1,4.1,3.7058,,,,,,,26
2025-10-14T13:30:00+00:00,O:NDXP251014P23700000,put,23700,2025-10-14,3.23,5.35,4.43,4.3358,,,,,,,38
2025-10-14T13:30:00+00:00,O:NDXP251014P23720000,put,23720,2025-10-14,4.76,4.76,4.76,4.76,,,,,,,1
2025-10-14T13:30:00+00:00,O:NDXP251014P23730000,put,23730,2025-10-14,4.18,4.18,4.18,4.18,,,,,,,1
2025-10-14T13:30:00+00:00,O:NDXP251014P23740000,put,23740,2025-10-14,5.03,5.2,5.2,5.0867,,,,,,,3
2025-10-14T13:30:00+00:00,O:NDXP251014P23750000,put,23750,2025-10-14,5.05,5.68,5.58,5.6357,,,,,,,28
2025-10-14T13:30:00+00:00,O:NDXP251014P23760000,put,23760,2025-10-14,5.2,5.55,5.55,5.5316,,,,,,,103
2025-10-14T13:30:00+00:00,O:NDXP251014P23780000,put,23780,2025-10-14,5.78,6.5,6.5,6.0957,,,,,,,7
2025-10-14T13:30:00+00:00,O:NDXP251014P23790000,put,23790,2025-10-14,6.03,6.27,6.27,6.194,,,,,,,5
2025-10-14T13:30:00+00:00,O:NDXP251014P23800000,put,23800,2025-10-14,5.92,8.2,6.7,6.7084,,,,,,,103
2025-10-14T13:30:00+00:00,O:NDXP251014P23820000,put,23820,2025-10-14,7.85,7.9,7.9,7.875,,,,,,,2
2025-10-14T13:30:00+00:00,O:NDXP251014P23840000,put,23840,2025-10-14,6.86,9.5,6.86,7.78,,,,,,,12
2025-10-14T13:30:00+00:00,O:NDXP251014P23850000,put,23850,2025-10-14,7.48,7.5,7.5,7.49,,,,,,,2
2025-10-14T13:30:00+00:00,O:NDXP251014P23860000,put,23860,2025-10-14,7.11,9.65,9.65,8.5034,,,,,,,6
2025-10-14T13:30:00+00:00,O:NDXP251014P23870000,put,23870,2025-10-14,7.79,7.79,7.79,7.79,,,,,,,1
2025-10-14T13:30:00+00:00,O:NDXP251014P23890000,put,23890,2025-10-14,10.1,10.65,10.65,10.4667,,,,,,,3
