timestamp,ticker,type,strike,expiration,bid,ask,day_close,vwap,fmv,delta,gamma,theta,vega,implied_volatility,volume
2025-12-01T14:30:00+00:00,O:NDXP251201P20000000,put,20000,2025-12-01,0.05,0.05,0.05,0.05,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201C21000000,call,21000,2025-12-01,4230.97,4230.97,4230.97,4230.97,,,,,,,20
2025-12-01T14:30:00+00:00,O:NDXP251201C22600000,call,22600,2025-12-01,2627.8,2627.8,2627.8,2627.8,,,,,,,20
2025-12-01T14:30:00+00:00,O:NDXP251201P23300000,put,23300,2025-12-01,0.15,0.15,0.15,0.15,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P23600000,put,23600,2025-12-01,0.3,0.3,0.3,0.3,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P23670000,put,23670,2025-12-01,0.27,0.27,0.27,0.27,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P24000000,put,24000,2025-12-01,0.45,0.49,0.45,0.4843,,,,,,,7
2025-12-01T14:30:00+00:00,O:NDXP251201P24300000,put,24300,2025-12-01,0.75,0.75,0.75,0.75,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P24350000,put,24350,2025-12-01,0.68,0.68,0.68,0.68,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P24400000,put,24400,2025-12-01,0.85,0.85,0.85,0.85,,,,,,,2
2025-12-01T14:30:00+00:00,O:NDXP251201P24430000,put,24430,2025-12-01,1.22,1.22,1.22,1.22,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P24440000,put,24440,2025-12-01,1.15,1.15,1.15,1.15,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P24470000,put,24470,2025-12-01,1.07,1.07,1.07,1.07,,,,,,,3
2025-12-01T14:30:00+00:00,O:NDXP251201P24480000,put,24480,2025-12-01,1.4,1.4,1.4,1.4,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P24500000,put,24500,2025-12-01,1.2,1.5,1.4,1.3375,,,,,,,4
2025-12-01T14:30:00+00:00,O:NDXP251201P24540000,put,24540,2025-12-01,1.38,1.38,1.38,1.38,,,,,,,3
2025-12-01T14:30:00+00:00,O:NDXP251201P24550000,put,24550,2025-12-01,1.45,1.7,1.45,1.575,,,,,,,2
2025-12-01T14:30:00+00:00,O:NDXP251201P24570000,put,24570,2025-12-01,1.62,2.05,1.62,2.0109,,,,,,,33
2025-12-01T14:30:00+00:00,O:NDXP251201P24590000,put,24590,2025-12-01,1.7,2.4,1.73,2.0207,,,,,,,28
2025-12-01T14:30:00+00:00,O:NDXP251201P24600000,put,24600,2025-12-01,1.9,2.6,1.9,2.0529,,,,,,,7
2025-12-01T14:30:00+00:00,O:NDXP251201P24610000,put,24610,2025-12-01,2.17,2.18,2.17,2.1788,,,,,,,8
2025-12-01T14:30:00+00:00,O:NDXP251201P24630000,put,24630,2025-12-01,2.58,2.58,2.58,2.58,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P24640000,put,24640,2025-12-01,2.23,3.07,2.23,2.4942,,,,,,,19
2025-12-01T14:30:00+00:00,O:NDXP251201P24650000,put,24650,2025-12-01,2.25,3.25,2.34,2.7246,,,,,,,15
2025-12-01T14:30:00+00:00,O:NDXP251201P24660000,put,24660,2025-12-01,2.43,3.1,2.43,2.5333,,,,,,,12
2025-12-01T14:30:00+00:00,O:NDXP251201P24670000,put,24670,2025-12-01,2.5,3.25,2.5,3.099,,,,,,,42
2025-12-01T14:30:00+00:00,O:NDXP251201P24680000,put,24680,2025-12-01,2.55,2.78,2.78,2.5628,,,,,,,18
2025-12-01T14:30:00+00:00,O:NDXP251201P24690000,put,24690,2025-12-01,2.8,3.95,2.88,3.3386,,,,,,,28
2025-12-01T14:30:00+00:00,O:NDXP251201P24700000,put,24700,2025-12-01,3.03,3.8,3.17,3.5773,,,,,,,11
2025-12-01T14:30:00+00:00,O:NDXP251201P24710000,put,24710,2025-12-01,3.29,3.75,3.29,3.61,,,,,,,4
2025-12-01T14:30:00+00:00,O:NDXP251201P24730000,put,24730,2025-12-01,4.5,4.67,4.5,4.5283,,,,,,,6
2025-12-01T14:30:00+00:00,O:NDXP251201P24740000,put,24740,2025-12-01,4.7,4.98,4.98,4.84,,,,,,,2
2025-12-01T14:30:00+00:00,O:NDXP251201C24750000,call,24750,2025-12-01,480.23,480.23,480.23,480.23,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P24750000,put,24750,2025-12-01,4.12,5.83,4.12,4.297,,,,,,,23
2025-12-01T14:30:00+00:00,O:NDXP251201P24760000,put,24760,2025-12-01,4.31,5.37,4.31,4.84,,,,,,,2
2025-12-01T14:30:00+00:00,O:NDXP251201P24770000,put,24770,2025-12-01,5.5,5.5,5.5,5.5,,,,,,,1
2025-12-01T14:30:00+00:00,O:NDXP251201P24780000,put,24780,2025-12-01,4.35,5.17,4.35,4.6114,,,,,,,28
2025-12-01T14:30:00+00:00,O:NDXP251201P24790000,put,24790,2025-12-01,6.4,6.8,6.4,6.7185,,,,,,,27
2025-12-01T14:30:00+00:00,O:NDXP251201P24800000,put,24800,2025-12-01,5.3,8.1,5.57,6.8844,,,,,,,55
2025-12-01T14:30:00+00:00,O:NDXP251201P24810000,put,24810,2025-12-01,5.98,8.7,5.98,6.7711,,,,,,,37
2025-12-01T14:30:00+00:00,O:NDXP251201P24820000,put,24820,2025-12-01,5.68,9.25,6.17,8.6958,,,,,,,12
2025-12-01T14:30:00+00:00,O:NDXP251201P24830000,put,24830,2025-12-01,6.18,6.73,6.73,6.7088,,,,,,,26
2025-12-01T14:30:00+00:00,O:NDXP251201P24840000,put,24840,2025-12-01,8.35,8.75,8.7,8.528,,,,,,,5
2025-12-01T14:30:00+00:00,O:NDXP251201P24850000,put,24850,2025-12-01,7.15,10.9,7.7,9.2592,,,,,,,13
