timestamp,ticker,type,strike,expiration,bid,ask,day_close,fmv,delta,gamma,theta,vega,implied_volatility,volume
2026-01-22T06:01:00.209129,O:NDXP260122C25290000,call,25290,2026-01-22,0,0,138.17,,,,,,,49
2026-01-22T06:01:00.209129,O:NDXP260122C25280000,call,25280,2026-01-22,0,0,131.3,,,,,,,55
2026-01-22T06:01:00.209129,O:NDXP260122C25300000,call,25300,2026-01-22,0,0,131.51,,,,,,,243
2026-01-22T06:01:00.209129,O:NDXP260122C25270000,call,25270,2026-01-22,0,0,147.37,,,,,,,149
2026-01-22T06:01:00.209129,O:NDXP260122C25330000,call,25330,2026-01-22,0,0,118,,,,,,,74
2026-01-22T06:01:00.209129,O:NDXP260122C25320000,call,25320,2026-01-22,0,0,122.35,,,,,,,57
2026-01-22T06:01:00.209129,O:NDXP260122C25310000,call,25310,2026-01-22,0,0,125.2,,,,,,,74
2026-01-22T06:01:00.209129,O:NDXP260122C25350000,call,25350,2026-01-22,0,0,97,,,,,,,108
2026-01-22T06:01:00.209129,O:NDXP260122C25370000,call,25370,2026-01-22,0,0,98.75,,,,,,,201
2026-01-22T06:01:00.209129,O:NDXP260122C25360000,call,25360,2026-01-22,0,0,103,,,,,,,79
2026-01-22T06:01:00.209129,O:NDXP260122C25390000,call,25390,2026-01-22,0,0,91.5,,,,,,,69
2026-01-22T06:01:00.209129,O:NDXP260122C25380000,call,25380,2026-01-22,0,0,85.62,,,,,,,90
2026-01-22T06:01:00.209129,O:NDXP260122C25340000,call,25340,2026-01-22,0,0,111,,,,,,,393
2026-01-22T06:01:00.209129,O:NDXP260122C25400000,call,25400,2026-01-22,0,0,84.3,,,,,,,319
2026-01-22T06:01:00.209129,O:NDXP260122C25410000,call,25410,2026-01-22,0,0,81.3,,,,,,,130
2026-01-22T06:01:00.209129,O:NDXP260122C25420000,call,25420,2026-01-22,0,0,76.5,,,,,,,74
2026-01-22T06:01:00.209129,O:NDXP260122C25430000,call,25430,2026-01-22,0,0,68.75,,,,,,,70
2026-01-22T06:01:00.209129,O:NDXP260122C25440000,call,25440,2026-01-22,0,0,56.55,,,,,,,25
2026-01-22T06:01:00.209129,O:NDXP260122C25460000,call,25460,2026-01-22,0,0,47,,,,,,,54
2026-01-22T06:01:00.209129,O:NDXP260122C25450000,call,25450,2026-01-22,0,0,55,,,,,,,136
2026-01-22T06:01:00.209129,O:NDXP260122C25470000,call,25470,2026-01-22,0,0,50.4,,,,,,,52
2026-01-22T06:01:00.209129,O:NDXP260122C25480000,call,25480,2026-01-22,0,0,42.67,,,,,,,54
2026-01-22T06:01:00.209129,O:NDXP260122C25490000,call,25490,2026-01-22,0,0,40.2,,,,,,,41
2026-01-22T06:01:00.209129,O:NDXP260122C25500000,call,25500,2026-01-22,0,0,38.8,,,,,,,318
2026-01-22T06:01:00.209129,O:NDXP260122C25510000,call,25510,2026-01-22,0,0,40.25,,,,,,,151
2026-01-22T06:01:00.209129,O:NDXP260122C25520000,call,25520,2026-01-22,0,0,37.25,,,,,,,37
2026-01-22T06:01:00.209129,O:NDXP260122C25530000,call,25530,2026-01-22,0,0,33.55,,,,,,,73
2026-01-22T06:01:00.209129,O:NDXP260122C25550000,call,25550,2026-01-22,0,0,29.05,,,,,,,139
2026-01-22T06:01:00.209129,O:NDXP260122C25540000,call,25540,2026-01-22,0,0,31.55,,,,,,,82
2026-01-22T06:01:00.209129,O:NDXP260122C25560000,call,25560,2026-01-22,0,0,26.1,,,,,,,45
2026-01-22T06:01:00.209129,O:NDXP260122C25590000,call,25590,2026-01-22,0,0,20.4,,,,,,,83
2026-01-22T06:01:00.209129,O:NDXP260122C25600000,call,25600,2026-01-22,0,0,18.05,,,,,,,181
2026-01-22T06:01:00.209129,O:NDXP260122C25570000,call,25570,2026-01-22,0,0,21.5,,,,,,,177
2026-01-22T06:01:00.209129,O:NDXP260122C25640000,call,25640,2026-01-22,0,0,11.35,,,,,,,10
2026-01-22T06:01:00.209129,O:NDXP260122C25610000,call,25610,2026-01-22,0,0,12.8,,,,,,,36
2026-01-22T06:01:00.209129,O:NDXP260122C25580000,call,25580,2026-01-22,0,0,20.2,,,,,,,88
2026-01-22T06:01:00.209129,O:NDXP260122C25660000,call,25660,2026-01-22,0,0,24.6,,,,,,,37
2026-01-22T06:01:00.209129,O:NDXP260122C25680000,call,25680,2026-01-22,0,0,7.2,,,,,,,22
2026-01-22T06:01:00.209129,O:NDXP260122C25650000,call,25650,2026-01-22,0,0,11,,,,,,,112
2026-01-22T06:01:00.209129,O:NDXP260122C25630000,call,25630,2026-01-22,0,0,8.85,,,,,,,55
2026-01-22T06:01:00.209129,O:NDXP260122C25690000,call,25690,2026-01-22,0,0,4.72,,,,,,,37
2026-01-22T06:01:00.209129,O:NDXP260122C25670000,call,25670,2026-01-22,0,0,7.9,,,,,,,47
2026-01-22T06:01:00.209129,O:NDXP260122C25700000,call,25700,2026-01-22,0,0,5.6,,,,,,,149
2026-01-22T06:01:00.209129,O:NDXP260122C25620000,call,25620,2026-01-22,0,0,14.75,,,,,,,33
2026-01-22T06:01:00.209129,O:NDXP260122C25720000,call,25720,2026-01-22,0,0,4.25,,,,,,,95
2026-01-22T06:01:00.209129,O:NDXP260122C25710000,call,25710,2026-01-22,0,0,3.8,,,,,,,67
2026-01-22T06:01:00.209129,O:NDXP260122C25740000,call,25740,2026-01-22,0,0,2.7,,,,,,,28
2026-01-22T06:01:00.209129,O:NDXP260122C25730000,call,25730,2026-01-22,0,0,3,,,,,,,40
2026-01-22T06:01:00.209129,O:NDXP260122C25750000,call,25750,2026-01-22,0,0,2,,,,,,,113
2026-01-22T06:01:00.209129,O:NDXP260122C25760000,call,25760,2026-01-22,0,0,2.65,,,,,,,20
2026-01-22T06:01:00.209129,O:NDXP260122C25770000,call,25770,2026-01-22,0,0,1.65,,,,,,,31
2026-01-22T06:01:00.209129,O:NDXP260122C25780000,call,25780,2026-01-22,0,0,2.26,,,,,,,31
2026-01-22T06:01:00.209129,O:NDXP260122C25790000,call,25790,2026-01-22,0,0,1.3,,,,,,,31
2026-01-22T06:01:00.209129,O:NDXP260122C25800000,call,25800,2026-01-22,0,0,1.8,,,,,,,108
2026-01-22T06:01:00.209129,O:NDXP260122C25810000,call,25810,2026-01-22,0,0,1.1,,,,,,,17
2026-01-22T06:01:00.209129,O:NDXP260122C25820000,call,25820,2026-01-22,0,0,0.9,,,,,,,13
2026-01-22T06:01:00.209129,O:NDXP260122C25830000,call,25830,2026-01-22,0,0,1.1,,,,,,,12
2026-01-22T06:01:00.209129,O:NDXP260122C25840000,call,25840,2026-01-22,0,0,1.18,,,,,,,7
2026-01-22T06:01:00.209129,O:NDXP260122C25850000,call,25850,2026-01-22,0,0,0.95,,,,,,,55
2026-01-22T06:01:00.209129,O:NDXP260122C25860000,call,25860,2026-01-22,0,0,0.6,,,,,,,43
2026-01-22T06:01:00.209129,O:NDXP260122C25870000,call,25870,2026-01-22,0,0,0.5,,,,,,,47
2026-01-22T06:01:00.209129,O:NDXP260122C25890000,call,25890,2026-01-22,0,0,0.4,,,,,,,6
2026-01-22T06:01:00.209129,O:NDXP260122C25900000,call,25900,2026-01-22,0,0,0.35,,,,,,,58
2026-01-22T06:01:00.209129,O:NDXP260122C25880000,call,25880,2026-01-22,0,0,0.45,,,,,,,8
2026-01-22T06:01:00.209129,O:NDXP260122C25910000,call,25910,2026-01-22,0,0,0.3,,,,,,,17
2026-01-22T06:01:00.209129,O:NDXP260122C25930000,call,25930,2026-01-22,0,0,0.25,,,,,,,13
2026-01-22T06:01:00.209129,O:NDXP260122C25980000,call,25980,2026-01-22,0,0,0.25,,,,,,,3
2026-01-22T06:01:00.209129,O:NDXP260122C25960000,call,25960,2026-01-22,0,0,0.2,,,,,,,7
2026-01-22T06:01:00.209129,O:NDXP260122C25970000,call,25970,2026-01-22,0,0,0.3,,,,,,,29
2026-01-22T06:01:00.209129,O:NDXP260122C25940000,call,25940,2026-01-22,0,0,0.15,,,,,,,4
2026-01-22T06:01:00.209129,O:NDXP260122C26010000,call,26010,2026-01-22,0,0,0.1,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26000000,call,26000,2026-01-22,0,0,0.2,,,,,,,44
2026-01-22T06:01:00.209129,O:NDXP260122C25990000,call,25990,2026-01-22,0,0,0.25,,,,,,,10
2026-01-22T06:01:00.209129,O:NDXP260122C26020000,call,26020,2026-01-22,0,0,0.2,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C25920000,call,25920,2026-01-22,0,0,0.3,,,,,,,9
2026-01-22T06:01:00.209129,O:NDXP260122C25950000,call,25950,2026-01-22,0,0,0.2,,,,,,,12
2026-01-22T06:01:00.209129,O:NDXP260122C26030000,call,26030,2026-01-22,0,0,0.2,,,,,,,3
2026-01-22T06:01:00.209129,O:NDXP260122C26050000,call,26050,2026-01-22,0,0,0.1,,,,,,,24
2026-01-22T06:01:00.209129,O:NDXP260122C26060000,call,26060,2026-01-22,0,0,0.1,,,,,,,3
2026-01-22T06:01:00.209129,O:NDXP260122C26040000,call,26040,2026-01-22,0,0,0.3,,,,,,,3
2026-01-22T06:01:00.209129,O:NDXP260122C26070000,call,26070,2026-01-22,0,0,0.1,,,,,,,3
2026-01-22T06:01:00.209129,O:NDXP260122C26080000,call,26080,2026-01-22,0,0,0.25,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26090000,call,26090,2026-01-22,0,0,0.15,,,,,,,3
2026-01-22T06:01:00.209129,O:NDXP260122C26100000,call,26100,2026-01-22,0,0,0.25,,,,,,,16
2026-01-22T06:01:00.209129,O:NDXP260122C26110000,call,26110,2026-01-22,0,0,0.15,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26130000,call,26130,2026-01-22,0,0,0.15,,,,,,,4
2026-01-22T06:01:00.209129,O:NDXP260122C26120000,call,26120,2026-01-22,0,0,0.15,,,,,,,4
2026-01-22T06:01:00.209129,O:NDXP260122C26140000,call,26140,2026-01-22,0,0,0.15,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26150000,call,26150,2026-01-22,0,0,0.05,,,,,,,5
2026-01-22T06:01:00.209129,O:NDXP260122C26160000,call,26160,2026-01-22,0,0,0.05,,,,,,,3
2026-01-22T06:01:00.209129,O:NDXP260122C26180000,call,26180,2026-01-22,0,0,0.05,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26170000,call,26170,2026-01-22,0,0,0.15,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26190000,call,26190,2026-01-22,0,0,0.05,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26220000,call,26220,2026-01-22,0,0,0.1,,,,,,,2
