method,dte_bucket,n_samples,p95_hit_rate,p97_hit_rate,p98_hit_rate,p99_hit_rate,p95_avg_width,p97_avg_width,p98_avg_width,p99_avg_width,avg_midpoint_error,median_midpoint_error
baseline,1DTE,30,100.0,100.0,100.0,100.0,4.156983744881226,4.8415523141073,5.533147445565533,7.5753177142608665,0.6448169049126485,0.5864566993168464
baseline,2DTE,30,100.0,100.0,100.0,100.0,5.756296303702134,7.152861619473315,7.9382992707999875,11.061881839676674,0.804630146327825,0.6409762846112401
baseline,3DTE,30,100.0,100.0,100.0,100.0,7.300104438140943,8.2513809206916,11.504268457252481,16.617851870624023,0.9063679579618077,0.7492777416565337
baseline,5DTE,30,100.0,100.0,100.0,100.0,8.909289766742257,9.843342942841442,13.442548199612071,16.706441295204435,1.0525107421307311,0.8548609188417986
baseline,7DTE,30,100.0,100.0,100.0,100.0,10.938230791088131,12.361484872794941,14.69230669704957,17.268666663070697,1.0733598347656066,0.7494213089078574
baseline,10DTE,30,100.0,100.0,100.0,100.0,12.034394754619324,13.188360336910364,15.951013363553892,19.62817734427042,1.186817265153525,1.1228595421970584
baseline,1-3DTE,90,100.0,100.0,100.0,100.0,5.7377948289081,6.748598284757406,8.325238391206003,11.751683808187186,0.7852716697340937,0.6689253866811712
baseline,4-7DTE,120,100.0,100.0,100.0,100.0,9.537591515037962,10.73166112250829,13.748930472082229,16.970266549265887,1.0701393510865527,0.8434327225840279
baseline,8-14DTE,210,100.0,100.0,100.0,100.0,13.189379941780066,14.669891014529885,16.916186557421824,19.628674162668478,1.0949604651883034,0.9464362503593208
baseline,15-20DTE,180,100.0,100.0,100.0,100.0,18.42513222474714,20.231931751124854,21.438848588128753,22.921430997953454,1.1838330835376132,1.0607356461407293
conditional,1DTE,30,100.0,100.0,100.0,100.0,2.5699836013048967,2.948636479550258,3.1857293827273527,4.023839849675804,0.5977092330584204,0.6196092600586636
conditional,2DTE,30,100.0,100.0,100.0,100.0,3.4722265763678895,3.873960852710414,4.570319084869985,4.956718275338533,0.8540316567861129,0.724515603508316
conditional,3DTE,30,93.33333333333333,96.66666666666667,100.0,100.0,4.159665218450433,4.5475045095324855,4.820336715280395,6.0307023064869885,0.8921025712392066,0.8504100890267643
conditional,5DTE,30,90.0,96.66666666666667,96.66666666666667,100.0,5.091994539309561,5.700045406706485,6.161392081399602,6.893163127829156,1.154073893947988,1.0481066592584938
conditional,7DTE,30,100.0,100.0,100.0,100.0,5.911760677918197,6.990548744002678,7.98036937318441,9.785176893231917,1.553791314546524,1.344669875037241
conditional,10DTE,30,100.0,100.0,100.0,100.0,7.299650659017847,8.740856675376522,9.669954009684831,13.141050273660406,1.8598779657655673,1.7230032766446084
conditional,1-3DTE,90,97.77777777777777,98.88888888888889,100.0,100.0,3.400625132041072,3.790033947264386,4.192128394292578,5.003753477167109,0.7812811536945798,0.68914568323814
conditional,4-7DTE,120,94.16666666666667,98.33333333333333,99.16666666666667,100.0,5.184755033030755,5.935503285842632,6.543603685725471,7.712635814239738,1.2636652654054856,1.0812087687620617
conditional,8-14DTE,210,100.0,100.0,100.0,100.0,7.917607821804655,9.161704601707735,10.396315667409917,12.086844103491707,2.0049420429646214,1.8638183845132223
conditional,15-20DTE,180,100.0,100.0,100.0,100.0,11.067376419936874,12.132555791444808,12.684502924287129,13.422804063892833,2.5646916497976644,2.5231044160987244
ensemble,1DTE,30,100.0,100.0,100.0,100.0,8.657176493448778,9.558362956569527,10.223673371665582,11.269520062169226,0.4277648022933104,0.36464167290840666
ensemble,2DTE,30,100.0,100.0,100.0,100.0,9.219444450131922,10.186932919118368,10.889876480318089,12.040809292940004,0.7566090411482892,0.6159864418495828
ensemble,3DTE,30,100.0,100.0,100.0,100.0,9.782341651055122,10.887664372293631,11.625047395005074,12.803779154541935,0.9597935168397971,0.907700369777767
ensemble,5DTE,30,100.0,100.0,100.0,100.0,10.694302078144714,11.777141552899378,12.647620778832568,13.764907339719855,1.273741463656428,1.129871876081164
ensemble,7DTE,30,100.0,100.0,100.0,100.0,12.697240758181348,13.907752813116188,14.904793206589225,16.24712672910956,1.091128482364585,0.8709769103175025
ensemble,10DTE,30,100.0,100.0,100.0,100.0,12.869977050734905,14.215975178889357,15.245432134439458,16.817484150204034,1.3543851617716702,1.0833624143467842
ensemble,1-3DTE,90,100.0,100.0,100.0,100.0,9.21965419821194,10.210986749327175,10.912865748996246,12.038036169883723,0.7147224534271321,0.5359552877816387
ensemble,4-7DTE,120,100.0,100.0,100.0,100.0,11.352317066024893,12.506818885671278,13.428333153357249,14.729205514295932,1.2168388065079048,1.0360473941074333
ensemble,8-14DTE,210,100.0,100.0,100.0,100.0,13.382152460396364,14.783723334350352,15.809851294539817,17.447094503005847,1.6091587572159531,1.330526377346266
ensemble,15-20DTE,180,100.0,100.0,100.0,100.0,13.608848866060075,15.026237206336717,16.12153464141887,17.780518672477406,2.4056558875789937,2.0582842832983044
ensemble_combined,1DTE,30,100.0,100.0,100.0,100.0,8.657176493448778,9.558362956569527,10.223673371665582,11.269520062169226,0.4277648022933104,0.36464167290840666
ensemble_combined,2DTE,30,100.0,100.0,100.0,100.0,9.219444450131922,10.186932919118368,10.889876480318089,12.040809292940004,0.7566090411482892,0.6159864418495828
ensemble_combined,3DTE,30,100.0,100.0,100.0,100.0,9.782341651055122,10.887664372293631,11.625047395005074,12.806805730346655,0.9597935168397971,0.907700369777767
ensemble_combined,5DTE,30,100.0,100.0,100.0,100.0,10.694302078144714,11.777141552899378,12.647620778832568,13.764907339719855,1.273741463656428,1.129871876081164
ensemble_combined,7DTE,30,100.0,100.0,100.0,100.0,12.697240758181348,13.907752813116188,14.939458187637493,16.252365409428837,1.1111929329331953,0.9190505686793727
ensemble_combined,10DTE,30,100.0,100.0,100.0,100.0,12.869977050734905,14.215975178889357,15.245432134439458,16.851855911974408,1.3635145407803297,1.0833624143467842
ensemble_combined,1-3DTE,90,100.0,100.0,100.0,100.0,9.21965419821194,10.210986749327175,10.912865748996246,12.039045028485296,0.7147224534271321,0.5359552877816387
ensemble_combined,4-7DTE,120,100.0,100.0,100.0,100.0,11.352317066024893,12.506818885671278,13.436999398619317,14.73051518437575,1.2218549191500576,1.0487546013360909
ensemble_combined,8-14DTE,210,100.0,100.0,100.0,100.0,13.382152460396364,14.783723334350352,15.83827843066544,17.47156744402934,1.6060679146635974,1.3320292455871396
ensemble_combined,15-20DTE,180,100.0,100.0,100.0,100.0,13.619119974664637,15.026485327331734,16.12153464141887,17.780518672477406,2.3226362070366573,2.223182385564607
